,yo,aspect,polarities
3255,"Kì í ṣe òtítọ́ oúnjẹ nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì ní ìbàdí wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì.",ounjẹ,positive
3259,"Kì í ṣe òtítọ́ oúnjẹ nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì ní ìbàdí wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì.",oṣiṣẹ,positive
3263,"Kì í ṣe òtítọ́ oúnjẹ nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì ní ìbàdí wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì.",ọtí ẹlẹ́rìndòdò,positive
3265,"Kì í ṣe òtítọ́ oúnjẹ nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì ní ìbàdí wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì.",ounjẹ,positive
3269,"Nibikibi miiran, awọn idiyele yoo jẹ 3x bi giga!",awọn idiyele,positive
3271,Ó ní ìgbóná ìdílé ìbílẹ̀ síbẹ̀ ó jẹ́ ibi tó dára láti wo àwọn ìṣẹ̀lẹ̀ eré ìdárayá.,ibi,positive
3274,Àwọn òṣìṣẹ́ ń kó ara wọn jọ rí i dájú pé wọ́n dá ọ láre.,Òṣìṣẹ́,positive
3277,Inú oníbàárà Irish dídùn máa ń dùn ó sì máa ń rẹ́rìn-ín sí àwọn ọ̀rẹ́ mi lójú mi.,bartender,positive
3280,Bí ó tilẹ̀ jẹ́ pé mo kó lọ sí ìlú mo gbìyànjú láti dúró ní gbogbo ìgbà fún oúnjẹ olówó pọ́ọ́kú ńlá àti láti san àbẹ̀wò sí àwọn òṣìṣẹ́ ọlọ́yàyà.,oṣiṣẹ,positive
3284,Bí ó tilẹ̀ jẹ́ pé mo kó lọ sí ìlú mo gbìyànjú láti dúró ní gbogbo ìgbà fún oúnjẹ olówó pọ́ọ́kú ńlá àti láti san àbẹ̀wò sí àwọn òṣìṣẹ́ ọlọ́yàyà.,ounjẹ,positive
3288,Bawo ni pretentious ati ki o ko tọ fun MJ Grill lati sọ pe o pese agbara ọsan ati ale!,oúnjẹ ọ̀sán,negative
3291,Bawo ni pretentious ati ki o ko tọ fun MJ Grill lati sọ pe o pese agbara ọsan ati ale!,oúnjẹ alẹ́,negative
3294,Báwo ni wọ́n ṣe lè yè láti pèsè oúnjẹ tí kò dára ní iye owó tí kò dára?!,ounjẹ,neutral
3298,Báwo ni wọ́n ṣe lè yè láti pèsè oúnjẹ tí kò dára ní iye owó tí kò dára?!,awọn idiyele,negative
3302,Ẹran ẹlẹ́dẹ̀ tí kò jiná tí kò wọ́pọ̀ ni mo bèèrè fún.,ẹran ẹlẹ́dẹ̀,neutral
3305,"Lẹ́yìn náà wọ́n ṣe ìkòkò gbígbẹ tí ó sì jóná, ní àyíká ìwọ̀n àti òtútù nínú rẹ̀.",crust,negative
3308,Àwọn ẹran ẹlẹ́rìndòdò méjì tí wọ́n ṣòfò -- ìwà ọ̀daràn wo ni!,steaks,negative
3311,"Ile ounjẹ nla, ati paapaa ounjẹ ti o tobi julọ!",ounjẹ,positive
3314,Àwọn oúnjẹ náà dùn gan-an àti ibi tí ó rọrùn tí ó sì ní ìkọ̀kọ̀!,ibi,positive
3318,Àwọn oúnjẹ náà dùn gan-an àti ibi tí ó rọrùn tí ó sì ní ìkọ̀kọ̀!,awọn ounjẹ,positive
3322,Fi ààyè pamọ́ fún àwọn oúnjẹ ìpanu! ;-),desserts,positive
3324,"Ìbọ̀wọ̀ fún India hàn jùlọ nínú roti canai appetizer tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent, nígbà tí adìẹ mango náà ń pèsè ìyàlẹ́nu tí ó le, tí ó ṣẹ̀ṣẹ̀ gba dídùn àti ẹlẹ́rìndòdò.",roti canai appetizer,positive
3328,"Ìbọ̀wọ̀ fún India hàn jùlọ nínú roti canai appetizer tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent, nígbà tí adìẹ mango náà ń pèsè ìyàlẹ́nu tí ó le, tí ó ṣẹ̀ṣẹ̀ gba dídùn àti ẹlẹ́rìndòdò.",pankéèkì dídùn tí wọ́n máa ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent,positive
3330,"Ìbọ̀wọ̀ fún India hàn jùlọ nínú roti canai appetizer tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent, nígbà tí adìẹ mango náà ń pèsè ìyàlẹ́nu tí ó le, tí ó ṣẹ̀ṣẹ̀ gba dídùn àti ẹlẹ́rìndòdò.",mango adie,positive
3334,Ìkìlọ̀ kan: Díẹ̀ lára àwọn casseroles curried lè le jẹ́ ohun tí ó le.,curried casseroles,negative
3337,"Ó dára, ṣùgbọ́n kò sí ìkankan nínú adùn náà WOW.",awọn adun,neutral
3339,"Ohun tí ó súnmọ́ mi jù ni Cherry Marscapone, ṣùgbọ́n wọ́n ti kúrò nínú rẹ̀ ní ọjọ́ náà.",Cherry Marscapone,neutral
3341,Ó yẹ kí àwọn òṣìṣẹ́ náà lọ́yàyà díẹ̀ si.,oṣiṣẹ,negative
3344,Awọn aja gbona ti o dara julọ ni agbegbe ipinle mẹta.,awọn aja gbona,positive
3347,"Awọn ayanfẹ gbogbo akoko ni Big Mac, Adie McNuggets, Sandwich Filet-O-Fish ati mcDonald's olokiki french fries; Àwọn àṣàyàn tó fúyẹ́ bíi sàláàdì ìwọ̀n entrée náà wà.",Adie McNuggets,positive
3351,"Awọn ayanfẹ gbogbo akoko ni Big Mac, Adie McNuggets, Sandwich Filet-O-Fish ati mcDonald's olokiki french fries; Àwọn àṣàyàn tó fúyẹ́ bíi sàláàdì ìwọ̀n entrée náà wà.",Filet-O-Fish sandwich,positive
3355,"Awọn ayanfẹ gbogbo akoko ni Big Mac, Adie McNuggets, Sandwich Filet-O-Fish ati mcDonald's olokiki french fries; Àwọn àṣàyàn tó fúyẹ́ bíi sàláàdì ìwọ̀n entrée náà wà.",Awọn saladi ti o ni iwọn entrée,neutral
3359,"Awọn ayanfẹ gbogbo akoko ni Big Mac, Adie McNuggets, Sandwich Filet-O-Fish ati mcDonald's olokiki french fries; Àwọn àṣàyàn tó fúyẹ́ bíi sàláàdì ìwọ̀n entrée náà wà.",McDonald's famous French fries,positive
3363,"Awọn ayanfẹ gbogbo akoko ni Big Mac, Adie McNuggets, Sandwich Filet-O-Fish ati mcDonald's olokiki french fries; Àwọn àṣàyàn tó fúyẹ́ bíi sàláàdì ìwọ̀n entrée náà wà.",Big Mac,positive
3367,Àwọn ìfilọ́lẹ̀ bíi àkàrà òyìnbó gbígbóná àti ìpanu Egg McMuffin wà fún oúnjẹ àárọ̀.,awọn akara oyinbo gbona,neutral
3370,Àwọn ìfilọ́lẹ̀ bíi àkàrà òyìnbó gbígbóná àti ìpanu Egg McMuffin wà fún oúnjẹ àárọ̀.,oúnjẹ àárọ̀,neutral
3372,Àwọn ìfilọ́lẹ̀ bíi àkàrà òyìnbó gbígbóná àti ìpanu Egg McMuffin wà fún oúnjẹ àárọ̀.,Egg McMuffin sandwich,neutral
3375,"Àwọn òṣìṣẹ́ náà gbéraga, iye owó náà ga fún Brooklyn.",oṣiṣẹ,negative
3379,"Àwọn òṣìṣẹ́ náà gbéraga, iye owó náà ga fún Brooklyn.",awọn idiyele,negative
3383,"Alásè Vincenzo, máa ń wà níbẹ̀ nígbà gbogbo tí o bá nílò rẹ̀, jẹ́ ẹ̀bùn gidi àti Roman gidi.",Alásè,positive
3386,"Oúnjẹ rẹ̀ dára púpọ̀ (kò sì wọ́n nípa ìlànà NYC- kò sí oúnjẹ tó lé ní $30, ọ̀pọ̀lọpọ̀ àwọn oúnjẹ oúnjẹ $12 sí 14).",awọn appetizers,positive
3390,"Oúnjẹ rẹ̀ dára púpọ̀ (kò sì wọ́n nípa ìlànà NYC- kò sí oúnjẹ tó lé ní $30, ọ̀pọ̀lọpọ̀ àwọn oúnjẹ oúnjẹ $12 sí 14).",entrees,positive
3392,"Oúnjẹ rẹ̀ dára púpọ̀ (kò sì wọ́n nípa ìlànà NYC- kò sí oúnjẹ tó lé ní $30, ọ̀pọ̀lọpọ̀ àwọn oúnjẹ oúnjẹ $12 sí 14).",ounjẹ,positive
3396,"Yàrá náà rẹwà, ààyè ìpele méjì àti ilé-ọtí gígùn tó dára fún ohun mímu.",ohun mímu,neutral
3398,"Yàrá náà rẹwà, ààyè ìpele méjì àti ilé-ọtí gígùn tó dára fún ohun mímu.",yàrá,positive
3402,"Yàrá náà rẹwà, ààyè ìpele méjì àti ilé-ọtí gígùn tó dára fún ohun mímu.",bi-level space,positive
3406,"Yàrá náà rẹwà, ààyè ìpele méjì àti ilé-ọtí gígùn tó dára fún ohun mímu.",gun bar,positive
3410,Lọ fún Seafood Paella fún méjì.,Seafood Paella fun meji,positive
3412,Kódà fún àwọn ènìyàn méjì tí ebi ń pa púpọ̀ ọ̀pọ̀lọpọ̀ oúnjẹ ló kù láti gbé lọ sí ilé (ó tún gbóná dáadáa).,ounjẹ,positive
3415,Gbogbo awọn apetizers dara ati pe Sangria dara julọ.,Sangria,positive
3419,Gbogbo awọn apetizers dara ati pe Sangria dara julọ.,awọn apetizers,positive
3423,Iṣẹ́ wọn máa ń dára jù.,Iṣẹ́,positive
3426,Awọn oniru jẹ gidigidi timotimo ati romantic.,apẹrẹ,positive
3429,Oúnjẹ náà dára ó sì ní àrògún.,ounjẹ,positive
3432,"Àwọn òṣìṣẹ́ náà já fáfá, wọ́n sì tún dùn ún wò.",oṣiṣẹ,positive
3435,"Ìrírí oúnjẹ tó dára ni, tí mo tún padà dé ní ọ̀sẹ̀ kan náà.",ijẹun iriri,positive
3438,"Oúnjẹ náà dára púpọ̀, wọ́n ṣe dáradára ó sì dùn lásán.",ounjẹ,positive
3441,Fi ààyè pamọ́ fún aṣálẹ̀ - wọ́n máa kú fún.,aṣálẹ̀,positive
3444,Oúnjẹ chorizo argentine kan ṣoṣo ní $8.95 jẹ́ soseji Italian tí ó wúwo tí ó ní adùn fennel gẹ́gẹ́ bí àwọn tí wọ́n tà fún $2.99/lb ní ilé ìtajà náà.,Argentine chorizo appetizer,negative
3446,Oúnjẹ chorizo argentine kan ṣoṣo ní $8.95 jẹ́ soseji Italian tí ó wúwo tí ó ní adùn fennel gẹ́gẹ́ bí àwọn tí wọ́n tà fún $2.99/lb ní ilé ìtajà náà.,fennel flavored Italian soseji,negative
3449,"Ó ní orin tó dára, tapas tó dára, àṣàyàn ọtí wáìnì tí ó dùn (ní pàtàkì èdè Spanish) àti àwọn oníbàárà àdúgbò lowkey hip.",Aṣayan ti awọn ọti-waini (ni akọkọ Spani),positive
3451,"Ó ní orin tó dára, tapas tó dára, àṣàyàn ọtí wáìnì tí ó dùn (ní pàtàkì èdè Spanish) àti àwọn oníbàárà àdúgbò lowkey hip.",tapas,positive
3455,"Ó ní orin tó dára, tapas tó dára, àṣàyàn ọtí wáìnì tí ó dùn (ní pàtàkì èdè Spanish) àti àwọn oníbàárà àdúgbò lowkey hip.",clientele,positive
3459,"Ó ní orin tó dára, tapas tó dára, àṣàyàn ọtí wáìnì tí ó dùn (ní pàtàkì èdè Spanish) àti àwọn oníbàárà àdúgbò lowkey hip.",orin,positive
3463,"Ní pàtàkì jùlọ, iye rẹ̀ kò wọ́n rárá.",iye owo,positive
3466,"Mo ti ń lọ sí ilé oúnjẹ yìí fún àìmọye ọdún, ìgbà kan sẹ́yìn iṣẹ́ wọn kò sì dá lórí oúnjẹ náà.",iṣẹ,neutral
3470,"Mo ti ń lọ sí ilé oúnjẹ yìí fún àìmọye ọdún, ìgbà kan sẹ́yìn iṣẹ́ wọn kò sì dá lórí oúnjẹ náà.",ounjẹ,negative
3474,"Ìyàtọ̀ wo ni, iṣẹ́ náà tuni lára gan-an oúnjẹ náà sì dára ju àpapọ̀ lọ, ṣùgbọ́n ohun tí ó yàtọ̀ gan-an ni àtòjọ ọtí bíà tí ó ní agbára tí ó sì gbilẹ̀.",iṣẹ,positive
3478,"Ìyàtọ̀ wo ni, iṣẹ́ náà tuni lára gan-an oúnjẹ náà sì dára ju àpapọ̀ lọ, ṣùgbọ́n ohun tí ó yàtọ̀ gan-an ni àtòjọ ọtí bíà tí ó ní agbára tí ó sì gbilẹ̀.",beer list,positive
3482,"Ìyàtọ̀ wo ni, iṣẹ́ náà tuni lára gan-an oúnjẹ náà sì dára ju àpapọ̀ lọ, ṣùgbọ́n ohun tí ó yàtọ̀ gan-an ni àtòjọ ọtí bíà tí ó ní agbára tí ó sì gbilẹ̀.",ounjẹ,positive
3486,Ìfọwọ́kàn tó dára tó bá ibẹ̀ mu dáadáa.,ibi,positive
3489,Àwọn àtúnyẹ̀wò burúkú lórí ìwádìí ìlú ṣe é ṣe kí wọ́n wá láti àwọn ilé-oúnjẹ tí wọ́n ń jowú tí wọ́n mọ̀ pé wọn kò lè figagbága pẹ̀lú gbogbo ìwà rere Tẹmpili nípa ọ̀nà tí ó tọ́ láti tọ́jú àwọn oníbàárà wọn kí wọ́n sì fi oúnjẹ tó dára jùlọ ránṣẹ́.,iwa,positive
3493,Àwọn àtúnyẹ̀wò burúkú lórí ìwádìí ìlú ṣe é ṣe kí wọ́n wá láti àwọn ilé-oúnjẹ tí wọ́n ń jowú tí wọ́n mọ̀ pé wọn kò lè figagbága pẹ̀lú gbogbo ìwà rere Tẹmpili nípa ọ̀nà tí ó tọ́ láti tọ́jú àwọn oníbàárà wọn kí wọ́n sì fi oúnjẹ tó dára jùlọ ránṣẹ́.,ounjẹ,positive
3497,Mo ṣẹ̀ṣẹ̀ ṣe àbẹ̀wò mi àkọ́kọ́ sí ibí yìí mi ò sì lè dúró láti padà lọ díẹ̀díẹ̀ ṣiṣẹ́ lórí àkójọ àṣàyàn.,akojọ aṣayan,neutral
3499,Èmi àti ọmọbìnrin mi fi ìmọ̀lára ìtẹ́lọ́rùn sílẹ̀ (kò ní nkan) ó sì dára láti mọ̀ pé a jẹ oúnjẹ ọ̀sán tó dára.,oúnjẹ ọ̀sán,positive
3502,"Kí a má fojú fò ó, iṣẹ́ náà tayọ.",iṣẹ,positive
3505,Àwọn òṣìṣẹ́ náà jẹ́ ọmọ orílẹ̀-èdè Italy 100% oúnjẹ náà sì jẹ́ ojúlówó bí ó ṣe rí.,oṣiṣẹ,positive
3507,Àwọn òṣìṣẹ́ náà jẹ́ ọmọ orílẹ̀-èdè Italy 100% oúnjẹ náà sì jẹ́ ojúlówó bí ó ṣe rí.,ounjẹ,positive
3510,Gnocchi náà yọ́ ní ẹnu rẹ!,gnocchi,positive
3513,Gbogbo nkan nípa ibi yìí rẹwà - kódà balùwẹ̀!,balùwẹ̀,positive
3516,Ǹjẹ́ mo mẹ́nu bà á pé kọfí náà TAYỌ?,Kọfí,positive
3519,"Àwọn oúnjẹ pẹ̀lú àwọn oúnjẹ ìgbàlódé bíi lasagna, fettuccine Alfredo àti adìẹ parmigiana.",adie parmigiana,neutral
3521,"Àwọn oúnjẹ pẹ̀lú àwọn oúnjẹ ìgbàlódé bíi lasagna, fettuccine Alfredo àti adìẹ parmigiana.",lasagna,neutral
3523,"Àwọn oúnjẹ pẹ̀lú àwọn oúnjẹ ìgbàlódé bíi lasagna, fettuccine Alfredo àti adìẹ parmigiana.",Entrees,neutral
3525,"Àwọn oúnjẹ pẹ̀lú àwọn oúnjẹ ìgbàlódé bíi lasagna, fettuccine Alfredo àti adìẹ parmigiana.",fettuccine Alfredo,neutral
3527,Èyí tó burú jù bí ó tilẹ̀ jẹ́ pé ni adùn rẹ̀.,ìtọ́wò,negative
