st,aspect,polarities
ena ke e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp special e ne e le ntle haholo) mme e na le sepakapaka se seholo; lijo li theko e boima ebile li theko e boima haholo.,(kimono,positive
ena ke e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp special e ne e le ntle haholo) mme e na le sepakapaka se seholo; ho ba le mamello ebile ho na le ts'ebeletso e ntle.,lijo,positive
"e ka 'na ea e-ba e thata ho pota linako tse phahameng ka lebaka la boholo, empa ke natefeloa ke curry.","boholo,",negative
"ke ile ka ea kitchenette mafelo-bekeng ana bakeng sa brunch, empa boiphihlelo ba ho jella bo soahla.","brunch,",neutral
"sebaka se setle ka ho feletseng 'me lijo li monate, empa tatso e khutšoanyane.",sebaka,positive
"sebaka sena se monate ka ho felletseng 'me lijo li monate, empa waiter e le ntho e nyane, menu e nyane ebile e le monate haholo.",lijo,positive
"leha ho le joalo, ts'ebeletso e tšabeha ka ho felletseng, empa lijo li hlolla ebile li na le li-menu.",ts'ebeletso,negative
"the waitstaff e solicitous le botsoalle 'me kamehla ho bonahala ho thabela ho re bona, 'me lijo ke e babatsehang, haeba e sa hlollang pōpo, empa basebetsi ba ikakasang, lijo ke tšabehang le likarolo tse nyenyane.",lijo,positive
"the waitstaff ke solicitous le botsoalle 'me kamehla ho bonahala ho thabela ho re bona, 'me lijo ke e babatsehang, haeba ho sa makatse pōpo, empa dino ke tšabehang, batho ba bobe ka ho fetisisa le moamoheli ke ntho e mpe ka ho fetisisa.",lijo,positive
"ke rata li-ravioli tsa lobster, empa lijo li ka tlase ka karolelano.",li-ravioli,positive
"re sa tsoa qeta bosiu ba selemo se secha reschorenteng, 'me re bile le boiphihlelo bo botle, ho tloha ho veine ho ea ho menu ea lijo, empa tatso e khuts'oane, likarolo li nyane ebile li emetse ke bothata.",menu,positive
"re sa tsoa qeta bosiu ba selemo se secha reschorenteng, 'me re bile le boiphihlelo bo botle, ho tloha veine ho ea ho menu ea lijo, empa kuku ha ea lokela ho ema ka ntle le lijo ke ntho e tšabehang.",veine,positive
"sebaka sena ke sa sehlopha, chic, ts'ebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlahelle, empa mong'a ntlo ke leshano, lijo lia soetseha ebile litheko li phahame.",sebaka,positive
"sebaka sena ke sa classy, chic, ts'ebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlaheletseng, empa setulo sa ho phutha ha se phutholohe ebile menu e nyane.",ts'ebeletso,positive
"sebaka sena se na le sehlopha, chic, ts'ebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlaheletse, empa ts'ebeletso e le ntho e ntle, mookameli ha a na monko o monate ebile ha a na tatso haholo.",lijo,positive
"ke ne ke tlameha ho emela motsoalle oa ka ka hoteleng metsotso e 'maloa, empa moea oa ho jella o monate.",empa,neutral
"sebaka sena se na le sushi e ntle, 'me e monate haholo. , empa disco pop duo e tšabeha, setulo sa folding ha se phutholohe ebile tatso e khutšoanyane.",sushi,positive
"e boetse e na le lijana tse ling tse ngata tsa korea tse theko e tlaase ebile li le yummy, empa lijo li tšabeha.",korea,positive
"babatsehang menu ya, mofuthu ho mema ambiance, tšebeletso e khōlō lijo boloka 'na khutla, empa chills tala ha ho jeoa.",tšebeletso,positive
"menyu e makatsang, ho mema ka mofuthu, ts'ebeletso e ntle lijong e boloka ke khutla, empa ts'ebeletso e lieha.",menyu,positive
"lijo tse monate, lijo tse monate, lijo li ntse li le ntle haholo, empa lijo ha li theko e tlase.",empa,positive
"menyu e monate, ho mema ka mofuthu, ts'ebeletso e ntle lijong e etsa hore ke khutlele morao, empa ts'ebeletso e lieha haholo.",lieha,positive
"ha ho bonahale eka boiteko bofe kapa bofe bo entsoe ponts'o le boleng ba lijo, empa lijo tse phehiloeng lia makatsa, li-burger li tla ba wimpy e potlakileng mofuta oa lijo le koloi ea chisi ea portugal e phethahetse.",boleng,negative
"nka be ke bile betere bakeng sa 1/3 theko ea chinatown, empa lijo li theko e tlase ebile vibe e ntle.",theko,negative
"host le hostess li ne li le thata, empa litheko li bonolo.",empa,negative
"host le hostess li ne li le monate haholo, empa li-patties li tletse 'me' mino oa hlolla.",mino,negative
"sepakapaka se setle haholo, 'me ho baleha ho tsoa lebenkeleng lohle la si, empa li-casseroles tse nang le curried li thata, ts'ebeletso e nyarosa ebile e mosa.",sepakapaka,positive
"leha ho le joalo, lijo le tšebeletso ka mokhoa o hlollang haelloang, empa boleng ke molemo ka ho fetisisa, pizzas e babatsehang le sepakapaka ke sexy.",tšebeletso,negative
"leha ho le joalo, lijo le ts'ebeletso li haelloa haholo, empa litheko lia utloahala.",lijo,negative
"sushi e khaola li-blocks tse kholo ho feta mohala oa ka, empa li-burger tse halikiloeng tsa manyolo li ratoa haholo.",sushi,negative
"re ile ra kopa li-sushi hape, 'me e khutliselitsoe ho rona ka li-cubes tse nyane tse kang chisi, empa lijo li monate.",li-sushi,negative
"basebetsi ba ho leta ba ne ba le phahameng le ho se tsotelle, empa repast e monate mme serame sa chokolete se na le mahlaseli a holimo.",leta,negative
"li-fries tsa fora - ka li-kalmata li ne li tšabeha, empa basebetsi ba bobe, lijo li ntle ebile sushi li kholo ho feta.",li-kalmata,positive
"e khothalletsoa haholo ...  joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; le bar e shebahala e le ntle haholo; sebaka sa marang-rang ha se phutholohe, 'me ts'ebeletso ea hau e lieha haholo.",sebaka,positive
"e khothalletsoa haholo ...  joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; le bar e shebahala e le ntle haholo; bill e kholo haholo.",bar,positive
"e khothalletsoa haholo ...  joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; le bar e shebahala e le ntle haholo; lino tse taoang li ntle haholo, ho lekola ho molemo ebile ho molemo.",tse,neutral
"ho tloha erbazzone emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata, empa litlhapi ke karolelano.",ho,positive
"ho tloha erbazzone emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata, empa ac ke khaello le tatso e mpe ka ho fetesisa.","chisi,",positive
"ho tloha erbazzone emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata, empa basebetsi ba ikhohomosa ebile ba noa ke ntho e mpe.",erbazzone emiliana ho,positive
"ha se lijo tsa 'nete feela, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine; tšebeletso e mpe ka ho fetisisa.",lijo,positive
"ha se lijo tsa 'nete feela, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine; ema basebetsi ke inconsiderate, fennel flavored setaliana boroso e boima le folding setulo sa phutholoha.",basebetsi,positive
"ha se lijo tsa 'nete feela, empa basebetsi mona ba haufi le sekepe, ke letheka le lenyenyane mme ba tseba seo ba se etsang ha ho tluoa lijong le veine; li-sushi li betere, theko e holimo, 'me li tšoarehile.",veine;,positive
"ha se lijo tsa 'nete feela, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine; kamore ea ho robala e hlakile.",lijo,positive
"kae kapa kae, litheko e ne e tla ba 3x e phahameng, empa li-hostess li na le setaele ebile ha li na tatso haholo.",litheko,positive
"e na le mofuthu oa lehae la lehae leha ho le joalo ke sebaka se setle sa ho shebella lipapali, empa theko ha e na thuso.",sebaka,positive
"ho etsa bonnete ba hore o na le matla a ho etsa bonnete ba hore o na le liqhobosheane, empa lino li bohloko.",etsa,positive
"mo-bartender ea ratehang oa ireland o lula a thabile ebile a khona ho tlisa pososelo ho metsoalle ea ka sefahleho sa ka, empa sebaka se loketseng.",mo-bartender,positive
"le ha ke fallisitsetown ke leka ho emisa hangata kamoo ho ka khonehang bakeng sa lijo tse theko e tlaase haholo le ho lefa basebetsi ba botsoalle ketelong, empa ts'ebeletso e rude ebile e khantša ha e na thuso.",basebetsi,positive
"le ha ke fallisitsetown ke leka ho emisa hangata kamoo ho ka khonehang bakeng sa lijo tse theko e tlaase haholo le ho lefa basebetsi ba botsoalle ketelong, empa ho rekisa batho ke ntho e mpe.",lijo,positive
"kamoo pretentious le e sa lokelang bakeng sa mj grill ho ipolela hore e fana ka matla lijo tsa motšehare le lijo tsa mantsiboea, empa toppings ke e ncha le theko e utloahalang.",lijo tsa motšehare,negative
"kamoo ho hlomphehang le ho sa lokelang bakeng sa mj grill ho bolela hore e fana ka lijo tsa motšehare tsa motlakase le lijo tsa mantsiboea, empa yogurt ea greek (ka likomkomere, dill, le konofolo) e ntle, basebetsi ba botsoalle ebile litheko li ntle.",lijo tsa mantsiboea,negative
"ba ka phela joang ho sebeletsa lijo tse mahareng ka litheko tsa exorbitant, empa basebetsi ba monate ebile menu e fapane.",lijo,neutral
"ba ka phela joang ho sebeletsa lijo tse mahareng ka litheko tsa exorbitant, empa konyana ke lintho tse ratoang le sepakapaka ke phetoho.",litheko,negative
"ke kopile steak e bonolo e mahareng e sa tloaelehang, empa sebete sa namane se ratoa haholo, sebaka ke lijana tse monate le tsa shrimp ke lerato.",steak,neutral
"ebe ka tsela e itseng ba etsa crust e omileng le e chesoang ho potoloha ka hare e tala le e batang kahare, empa calamari le taglierini e nang le li-truffles e makatsa.",crust,negative
"li-steaks tse peli tse senyehileng - ke tlōlo ea molao, empa 'mino o molemo, ts'ebeletso e ela hloko ebile e amohela e ntle.",li-steaks,negative
"lijo tse kholo le lijo tse kholo, empa ts'ebeletso e nyahame.",lijo,positive
"lijana li monate ka mokhoa o makatsang ebile ke sebaka se setle le se haufi-ufi, empa hostess e mosa ebile ha e na botsoalle.",sebaka,positive
"lijana li monate ebile li na le sebaka se setle le se haufi-ufi, empa ts'ebeletso e mpe ka ho fetesisa.",ebile,positive
boloka sebaka sa marang-rang bakeng sa li-dessert! * empa lijo lia soetseha 'me li-cookie tsa fortune ke tletlebo.,li-dessert,positive
"tlotla ea india e bonahala haholo ho appetizer ea roti canai, risepe e halikiloeng e neng e sebelisoa ka sopho ea curry ea ho pheha. le ha khoho ea mango e fana ka ntho e makatsang e ncha e khathollang ho monate le e bolila, empa mabone ha a tsotelle.",empa,positive
"tlotla ea india e hlakile haholo ho appetizer ea roti canai, risepe e halikiloeng e neng e sebeletsa ka sopho ea curry ea dipping, ha khoho ea mango e fana ka ho makatsang e rarahaneng, ho nka bocha ho monate le bolila, empa ts'ebeletso e mpe ebile tšebeletso e lieha.",curry,positive
"tlotla ho india e hlakile haholo ho appetizer ea roti canai, risepe e halikiloeng e neng e sebeletsa ka sopho ea curry ea dipping, ha khoho ea mango e fana ka ho makatsang e rarahaneng, ho nka bocha ka monate le bolila, empa likarolo li nyane mme batho ba mpe ka ho fetisisa.",khoho ea mango,positive
"tlhokomeliso e le 'ngoe: li-casserole tse ling tsa curried e ka ba trifle e thata, empa likhopo tsa bbq li phethahetse, kofi e betere ebile décor ke boqapi.",li-casserole,negative
"e ne e le ntle, empa ha ho le ea mong oa li-fleas; lijo li ne li le monate, 'me meroho e ne e le e ikhethang.",lijo,neutral
"ʻo ka hoʻokōʻana i ka ʻaʻo cherry marscapone, a me ka hoʻokōʻana i ka hoʻokō; lijo tsa maindia li monate ebile li monate haholo.",cherry marscapone,neutral
"basebetsi ba lokela ho ba botsoalle haholoanyane, empa li-tots tsa li-tots li ntle haholo.",basebetsi,negative
"lintja tse ntle ka ho fetisisa tse chesang sebakeng sa tri-state, empa filet minor ha e ntle haholo ebile tšebeletso e tšabeha.",chesang,positive
"lintho tseo u li ratang li kenyelletsa big mac, chicken mcnuggets, sandwich ea filet-o-fish le li-fries tse tummeng tsa fora tsa mcdonald; likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha, empa theko e phahameng.","mcnuggets,",positive
"lintho tseo u li ratang li kenyelletsa big mac, chicken mcnuggets, sandwich ea filet-o-fish le li-fries tse tummeng tsa fora tsa mcdonald; likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha, empa filet e nyane ha e ntle haholo.",sandwich,positive
"lintho tseo u li ratang li kenyelletsa big mac, chicken mcnuggets, sandwich ea filet-o-fish le li-fries tse tummeng tsa fora tsa mcdonald; likhetho tse bobebe joalo ka salate ea kenyelletso le tsona lia fumaneha, empa ts'ebeletso e ntle ebile li-dessert li ntle.",salate,neutral
"lintho tseo u li ratang li kenyelletsa big mac, chicken mcnuggets, sandwich ea filet-o-fish le li-fries tse tummeng tsa fora tsa mcdonald; likhetho tse bobebe joalo ka salate ea ho kena le tsona lia fumaneha, empa ts'ebeletso e futsanehile, basebetsi ba emetseng ba sa laolehe mme ts'ebeletso e mpe.",mcdonald;,positive
"lintho tseo u li ratang li kenyelletsa big mac, chicken mcnuggets, sandwich ea filet-o-fish le li-fries tse tummeng tsa fora tsa mcdonald; likhetho tse bobebe joalo ka salate ea ho kena le tsona lia fumaneha, empa sopho ea chickpea ea fatše e tšesaane ebile ts'ebeletso e tšabeha.",big mac,positive
"linyehelo tse kang likuku tse chesang le sandwich ea egg mcmuffin li fumaneha bakeng sa lijo tsa hoseng, empa ts'ebeletso e potlakile, plantains e ntle ebile ba emetseng e mpe.",chesang,neutral
"linyehelo tse kang likuku tse chesang le sandwich ea egg mcmuffin li fumaneha bakeng sa lijo tsa hoseng, empa sebaka se haufi-ufi ebile beng ba botsoalle.",lijo tsa hoseng,neutral
"linyehelo tse kang likuku tse chesang le sandwich ea egg mcmuffin li fumaneha bakeng sa lijo tsa hoseng, empa mookameli ha a na mohau.",sandwich,neutral
"basebetsi ba ikhohomosa, litheko li theko e phahameng bakeng sa brooklyn, empa lijo li phethahetse ebile li ntle haholo.",basebetsi,negative
"basebetsi ba ikhohomosa, litheko li phahameng bakeng sa brooklyn, empa ke leka rose roll, sebete sa namane ke lintho tse ratoang haholo 'me menu e ncha ke boqapi.",litheko,negative
"chef vincenzo, kamehla ho na le haeba u mo hloka, ke talenta ea 'nete le roman ea sebele, empa mookameli ke rudeness le lijo tsa mantsiboea ke matla.",chef,positive
"lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa nyc- ha li entrees tse fetang $ 30, li-appetizers tse ngata $ 12 ho isa ho tse 14), empa mookameli ha a na mohau.",li-appetizers,positive
"lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa nyc- ha li entrees tse fetang $ 30, li-appetizers tse ngata ho isa ho tse 12 ho isa ho tse 14), empa li-waiters li mpe.",ke,positive
"lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa nyc- ha li entrees tse fetang $ 30, li-appetizers tse ngata $ 12 ho isa ho tse 14), empa ba emetseng ha ba fele pelo.",lijo,positive
"kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno, empa lijo tsa majapane li loketse.",li,neutral
"kamore ke sebaka se setle, se nang le maemo a bi le bareng e telele se phethahetseng bakeng sa seno, empa emela basebetsi ba sa tsotelle, batho ba rekisang ba rude ebile likarolo li nyane.",kamore,positive
"kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno, empa lijo tsa mantsiboea ke matla.",sebaka,positive
"kamore ke sebaka se setle, sa boemo ba bi le bareng e telele se phethahetseng bakeng sa seno, empa mong'a ntlo ke fake, boholo bo phathahane ebile tšebeletso ke ntho e tšabehang.",telele,positive
"e-ea lijong tsa leoatleng paella bakeng sa tse peli, empa ts'ebeletso e mpe, leta ke ntho e sa thabiseng 'me ho leta hoa le thata.",paella,positive
"esita le bakeng sa batho ba babeli ba lapileng ho na le lijo tse ngata tse setseng ho nkoa hae (e boetse e le hantle haholo), empa tatso e mpe.",lijo,positive
"li-apetizer tsohle li ntle 'me sangria e ntle haholo, empa lijo ha li lumellane.",sangria,positive
"li-apetizer tsohle li ntle 'me sangria e ntle haholo, empa tatso e khutšoanyane.",li-apetizer,positive
"ts'ebeletso hangata e ntle, empa boiphihlelo ba ho jella bo bobe ka ho fetesisa, menyu e nyane mme lijo ha li ntle haholo.",ts'ebeletso,positive
"moralo o haufi haholo ebile o ratana, empa sopho ea chickpea ea fatše e tšesaane, nama ea maiketsetso ea lobster e ea maiketsetso ebile e ts'ebeletso e nyarosa.",moralo,positive
"lijo li ne li le monate ebile lia iqapella, empa tatso e mpe ka ho fetesisa ebile ke kuku e tloaelehileng.",lijo,positive
"basebetsi ba bohale haholo ebile ba shebahala ba le motle, empa batho ba rekisang ba na le mekhoa e metle, li-casseroles tsa curried li thata ebile karolo ea lijo e ka tlase ho karolelano.",basebetsi,positive
"e ne e le boiphihlelo bo makatsang ba ho jella, hore ke khutlisitse hape bekeng e le 'ngoe, empa batho ba bobe ka ho fetesisa, litlhapi ke karolelano mme bili e kholo.",boiphihlelo,positive
"lijo li ntle, li entsoe ka bonono ebile li monate feela, empa hostess ha li na letho.",lijo,positive
"boloka sebaka bakeng sa mahoatateng - ba lokela ho shoa bakeng sa, empa ho phutha setulo ha ho phutholohe 'me menu e nyenyane.",mahoatateng,positive
the lone $ 8.95 argentina chorizo appetizer ke fennel e boima fennel flavored setaliana tšoanang le ba rekisang ka $ 2.99 / lb ka lebenkeleng; salate ea king crab e nang le passion fruit vinaigrette ke pōpo.,argentina,negative
"the lone argentina chorizo appetizer ka $ 8.95 e ne e le boima fennel flavored setoro italian joaloka tse rekisang ka $ 2.99 / lb lebenkeleng, empa lijo chinese ke molemo ka ho fetisisa.",the,negative
