nya,aspect,polarities
"sanaoneke ngati khama lililonse linapangidwa ku chiwonetsero ndi khalidwe la chakudya, koma chakudya chophika chimadabwa, burgers ndi wimpy mtundu wa chakudya chofulumira ndi ngolo ya tchizi ya chipwitikizi ndi yangwiro.",chakudya,negative
"zikanakhala bwino kwa 1/3 mtengo ku chinatown, koma chakudya ndi chotsika mtengo ndipo vibe ndi yaikulu.",mtengo,negative
"host ndi hostess anali amwano kwambiri, koma mitengo ndi yodzichepetsa.",host,negative
"host ndi hostess anali wamwano ndithu, koma patties ndi kukula kwathunthu ndipo nyimbo ndizosangalatsa.",hostess,negative
"mlengalenga ndi wabwino kwambiri, ndi olandiridwa kuthawa kwa ena onse a si malonda, koma curried casseroles ndi nkhanza, utumiki ndi zoopsa ndi ndodo ndi wochezeka.",mlengalenga,positive
"komabe, chakudya ndi utumiki ndi kusowa kwambiri, koma khalidwe ndi bwino, pizzas kwambiri ndi mlengalenga ndi achigololo.",utumiki,negative
"komabe, chakudya ndi utumiki ndi kusowa kwambiri, koma mitengo ndi yomveka.",chakudya,negative
"the sushi ndi kudula mu midadada yaikulu kuposa foni yanga, koma organic grilled burgers ndi otchuka.",sushi,negative
"tinapempha iwo kachiwiri kudula sushi, ndipo anabwerera kwa ife mu cubes yaing'ono tchizi ngati, koma chakudya kwambiri.",sushi,negative
"ogwira ntchito kudikirira anali okweza komanso osaganizira, koma repast ndi yosangalatsa ndipo chokoleti frosty ndi ultra-wandiweyani.",ogwira,negative
"the french batala - ndi kalmata dip anali oopsa, koma ogwira ntchito ndi oipa, chakudya ndi chabwino ndipo sushi ndi yaikulu.",french batala - ndi kalmata dip,positive
"kulimbikitsidwa kwambiri...  monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bala likuwoneka bwino; mpando wopindika ndi wosasangalatsa, anthu ndi oipa kwambiri ndipo utumiki umachedwa kwambiri.",malo,positive
"kulimbikitsidwa kwambiri...  monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bala likuwoneka bwino; bill ndi yaikulu.",bala,positive
"kulimbikitsidwa kwambiri...  monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bala likuwoneka bwino; zakumwa ndi zazikulu, kuyang'anira ndi zabwino kwambiri ndipo phindu ndi labwino.",takeout,neutral
"kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa onse amagwiritsidwa ntchito ndi chisamaliro chosalimba, koma nsomba ndi pafupifupi.",mostarda pa mbale ya tchizi,positive
"kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa onse amagwiritsidwa ntchito ndi chisamaliro chosalimba, koma ac ndi kusowa ndipo kukoma ndi koipa kwambiri.",mbale,positive
"kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa zonse zimagwiritsidwa ntchito ndi chisamaliro chosalimba, koma ogwira ntchito ndi odzikuza ndipo zakumwa ndizoopsa.",erbazzone emiliana,positive
"sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo; utumiki ndi woipa kwambiri.",chakudya,positive
"sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo; kudikira ndodo ndi osaganizira, fennel flavored italy soseji ndi wolemera ndi kungomanga mpando ndi osamasuka.",ndodo,positive
"sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo; sushi ndi yabwino, mtengo ndi wapamwamba, ndipo ali otanganidwa.",vinyo,positive
"sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo; chipinda ndi wamba.",chakudya,positive
"kulikonse, mitengo ikakhala 3x ngati yapamwamba, koma hostess ndi yamwano ndipo msuzi si wokoma kwambiri.",mitengo,positive
"ali ndi kutentha kwa banja lakumaloko komabe ndi malo abwino kwambiri kuti muwone zochitika zamasewera, koma mtengo suli woyenera.",malo,positive
"ogwira ntchito ndi accomodating onetsetsani inu satified, koma zakumwa ndi zoopsa.",ogwira ntchito,positive
"sweet irish bartender nthawi zonse amasangalala ndipo amatha kubweretsa kumwetulira kwa anzanga nkhope yanga, koma malo ndi abwino.",bartender,positive
"ngakhale ine anasamukira uptown ine ndimayesetsa kuima mu nthawi zambiri monga momwe zingathere kwa great chakudya wotchipa ndi kulipira ndodo wochezeka ulendo, koma utumiki ndi wamwano ndi kuunikira ndi osakongola.",ndodo,positive
"ngakhale ndinasamukira ku uptown ndimayesetsa kuyima nthawi zambiri chakudya chachikulu chotsika mtengo komanso kulipira antchito aubwenzi ulendo, koma anthu ogulitsa ndi amwano.",chakudya,positive
"kodi chinyengo ndi zosayenera mj grill kunena kuti amapereka mphamvu masana ndi chakudya chamadzulo, koma toppings ndi atsopano ndi mtengo ndi wololera.",chakudya,negative
"kodi chinyengo ndi zosayenera mj grill kunena kuti amapereka mphamvu masana ndi chakudya chamadzulo, koma greek yogurt (ndi nkhaka, dill, ndi adyo) kwambiri, ndodo ndi wochezeka ndi mitengo kwambiri.",chakudya chamadzulo,negative
"kodi angapulumuke bwanji kutumikira chakudya cha mediocre pamtengo wokwera kwambiri, koma ogwira ntchito ndi osangalatsa ndipo menyu ndi osiyanasiyana.",chakudya,neutral
"kodi angapulumuke bwanji kutumikira chakudya cha mediocre pamtengo wokwera kwambiri, koma nkhosa ndi okondedwa ndipo mlengalenga ndi kusintha.",pamtengo,negative
"ndinapempha nyama yosavuta yapakati yosowa, koma chiwindi cha mwana wa ng'ombe ndi chokondedwa, malo ndi osangalatsa ndipo mbale za nkhanu ndi chikondi.",nyama,neutral
"kenaka iwo mwanjira inayake anapanga chigoba chouma ndi chopsereza kuzungulira mkati mwa yaiwisi ndi yozizira, koma calamari ndi taglierini ndi truffles ndi zosaneneka.",mkati,negative
"steaks awiri owonongeka - ndi mlandu wotani, koma nyimbo ndi zabwino, utumiki ndi tcheru ndi wolandira ndi wabwino kwambiri.",steaks,negative
"great odyera, ndipo ngakhale chakudya chachikulu, koma utumiki ndi kukhumudwa.",chakudya,positive
"zakudya zimakhala zokoma kwambiri komanso malo abwino komanso apamtima, koma hostess ndi wamwano ndipo ogwira ntchito ndi osagwirizana.",malo,positive
"zakudya ndi zokoma kwambiri komanso malo abwino komanso apamtima, koma utumiki ndi woipa kwambiri.",zakudya,positive
"sungani malo a desserts! ;-), koma chakudya chikukhumudwa ndipo makeke a mwayi ndi dandaulo.",desserts,positive
"ulemu kwa india umaonekera kwambiri mu delectable roti canai appetizer, pancake wokazinga woperekedwa ndi pungent curry kuviika msuzi. ngakhale nkhuku ya mango imapereka zodabwitsa zapamwamba zatsopano zomwe zimatenga zokoma-ndi-zowawa, koma kuunikira sikukongola.",roti canai appetizer,positive
"ulemu kwa india ndi wowonekera kwambiri mu delectable roti canai appetizer, pancake wokazinga wotumikira ndi pungent curry kuviika msuzi, pamene nkhuku mango amapereka modabwitsa zapamwamba, atsopano kutenga wokoma-ndi-wowawasa, koma utumiki ndi woipa ndi utumiki ndi pang'onopang'ono.",curry,positive
"ulemu ku india umawonekera kwambiri mu delectable roti canai appetizer, pancake yokazinga yomwe imaperekedwa ndi pungent curry kuviika msuzi, pamene nkhuku ya mango imapereka zodabwitsa zapamwamba, zatsopano zomwe zimatenga zokoma-ndi-zowawa, koma magawo ndi ang'onoang'ono ndipo anthu ndi oipa kwambiri.",mango,positive
"mmodzi caveat: ena a casseroles curried akhoza kukhala trifle nkhanza, koma bbq nthiti ndi wangwiro, khofi ndi bwino ndi zokongoletsa ndi kulenga.",casseroles,negative
"zinali zabwino, koma palibe zokometsera wow; chakudya chinali chapadera, ndipo ndiwo zamasamba zinali zosiyana.",zokometsera,neutral
"pafupi kwambiri yomwe ndinapeza inali cherry marscapone, koma iwo anali kunja kwake tsiku limenelo; utumiki ndi wabwino ndi chakudya indian kwambiri.",cherry marscapone,neutral
"the ndodo ayenera kukhala pang'ono wochezeka, koma mphunzitsi tots kwambiri.",ndodo,negative
"best agalu otentha m'dera tri-boma, koma filet wamng'ono si zabwino kwambiri ndi utumiki ndi zoopsa.",agalu otentha,positive
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich ndi mcdonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe zimapezekanso, koma mtengo wake ndi wapamwamba.","mcnuggets,",positive
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich ndi mcdonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe zimapezekanso, koma filet yaying'ono si yabwino kwambiri.",filet-o-fish,positive
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich ndi mcdonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe zimapezekanso, koma utumiki ndi waukulu ndipo desserts ndi yaikulu.",entree-kakulidwe,neutral
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich ndi mcdonald's french fries otchuka; njira zopepuka monga saladi ya entree-kakulidwe zimapezekanso, koma utumiki ndi wosauka, ogwira ntchito kudikira ndi osaganizira ndipo utumiki ndi woipa.",mcdonald's,positive
"zokonda nthawi zonse zimaphatikizapo big mac, chicken mcnuggets, filet-o-fish sandwich ndi mcdonald's french fries otchuka; zosankha zopepuka monga saladi ya entrée-kakulidwe zimapezekanso, koma msuzi wa chickpea wapansi ndi woonda ndipo utumiki ndi woopsa.",big mac,positive
"zopereka monga makeke otentha ndi sangweji ya egg mcmuffin zimapezeka kadzutsa, koma utumiki ndi wofulumira, plantains ndi abwino ndipo othandizira ndi oipa.",makeke otentha,neutral
"zopereka monga makeke otentha ndi sangweji ya egg mcmuffin zimapezeka kadzutsa, koma malo ndi apamtima ndipo eni ake ndi aubwenzi.",kadzutsa,neutral
"zopereka monga makeke otentha ndi sangweji ya egg mcmuffin zimapezeka kadzutsa, koma woyang'anira ndi wopanda chisomo.",mcmuffin,neutral
"ogwira ntchito ndi odzikuza, mitengo ndi njira yapamwamba kwa brooklyn, koma chakudya ndi changwiro ndipo vinyo ndi wabwino kwambiri.",koma,negative
"ogwira ntchito ndi odzikuza, mitengo ndi njira yapamwamba kwa brooklyn, koma ndimayesa rose roll, chiwindi cha mwana wa ng'ombe ndi wokondedwa ndipo menyu yatsopano ndi yolenga.",mitengo,negative
"chef vincenzo, nthawi zonse kumeneko ngati mukumufuna, ndi talente yeniyeni komanso roman weniweni, koma woyang'anira ndi mwano ndipo chakudya chamadzulo ndi mphamvu.",chef,positive
"chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya nyc- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14), koma woyang'anira ndi wopanda chisomo.",appetizers,positive
"chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya nyc- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14), koma othandizira ndi oipa.",entrees,positive
"chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya nyc- palibe entrees pa $ 30, ambiri appetizers $ 12 mpaka 14), koma othandizira ndi oleza mtima.",chakudya,positive
"chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa, koma chakudya japanese ndi wabwino.",kumwa,neutral
"chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa, koma kudikira ndodo ndi osaganizira, malonda anthu ndi wamwano ndi magawo ndi ang'onoang'ono.",chipinda,positive
"chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa, koma chakudya chamadzulo ndi mphamvu.",bi-mlingo danga,positive
"chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa, koma mwini ndi zabodza, kukula ndi otanganidwa ndi utumiki ndi zoopsa.",yaitali,positive
"pitani ku seafood paella kwa awiri, koma utumiki ndi woipa, woperekera chakudya ndi mwano ndipo kuyembekezera ndi mwano.",seafood paella kwa awiri,positive
"ngakhale kwa anthu awiri anjala kwambiri pali chakudya chochuluka chotsalira kuti chitengedwe kunyumba (chimabwezeretsanso bwino kwambiri), koma kukoma kuli koipa.",chakudya,positive
"onse a apetizers ndi abwino ndipo sangria ndi yabwino kwambiri, koma chakudya sichigwirizana.",sangria,positive
"onse a apetizers ndi abwino ndipo sangria ndi yabwino kwambiri, koma kukoma ndi kochepa.",apetizers,positive
"service nthawi zambiri wokongola zabwino, koma kudya zinachitikira ndi zoipa, menyu ndi yaing'ono ndi chakudya si zabwino kwambiri.",service,positive
"mapangidwewo ndi apamtima kwambiri komanso achikondi, koma msuzi wa chickpea wapansi ndi woonda, nyama ya lobster yokumba ndi yokumba ndipo utumiki ndi woopsa.",mapangidwewo,positive
"chakudyacho chinali chodabwitsa komanso cholingalira, koma kukoma kwake ndi koipa kwambiri ndipo keke ndi pafupifupi.",chakudya,positive
"ogwira ntchito ndi akuthwa kwambiri ndipo amawoneka bwino kwambiri, koma anthu ogulitsa ndi amwano, curried casseroles ndi ankhanza ndipo gawo la chakudya liri pansi pa avareji.",koma,positive
"zinali zosangalatsa kwambiri zodyera, kuti ndinabwereranso sabata yomweyo, koma anthu ndi oipa kwambiri, nsomba ndi pafupifupi ndipo bilu ndi yaikulu.",zosangalatsa,positive
"chakudyacho ndi chodabwitsa, chochitidwa mwaluso komanso chokoma chabe, koma hostess ndi wamwano.",chakudya,positive
"sungani malo a zipululu - iwo akuyenera kufa, koma mpando wopindika ndi wosasangalatsa ndipo menyu ndi yaying'ono.",zipululu,positive
the yekha $ 8.95 argentine chorizo appetizer ndi wolemera fennel flavored chitaliyana ofanana ndi amene amagulitsa kwa $ 2.99 / lb pa sitolo; mfumu nkhanu saladi ndi chilakolako zipatso vinaigrette ndi kulenga.,argentine chorizo appetizer,negative
"the yekha argentine chorizo appetizer pa $ 8.95 anali wolemera fennel flavored soseji italy ngati amene amagulitsa kwa $ 2.99 / lb pa sitolo, koma chakudya chinese ndi bwino.",italy,negative
"iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka spanish) ndi lowkey m'chiuno m'dera makasitomala, koma mkati ndi pafupifupi, ndodo ndi wochezeka ndi mbale ndi edible.",(makamaka,positive
"iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka spanish) ndi lowkey m'chiuno m'dera makasitomala, koma bwana ndi mwano, woperekera chakudya ndi mwano ndi chakudya si wotchipa.",tapas,positive
"iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka spanish) ndi lowkey m'chiuno m'dera makasitomala, koma mbale ndi edible.",makasitomala,positive
"iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka spanish) ndi lowkey m'chiuno m'dera makasitomala, koma sushi ndi wamkulu.",nyimbo,positive
"chofunika kwambiri, ndi mtengo woyenera, koma kuzizira kobiriwira sikudya ndipo sushi ndi yaikulu.",mtengo,positive
"ndakhala ndikupita ku malo odyera awa kwa zaka zambiri, m'mbuyomu utumiki unali pafupifupi ndipo chakudya chosazindikira, koma appetizers ndi delectable, phindu ndi labwino ndipo ambiance ndi chikondi.",utumiki,neutral
"ndakhala ndikupita ku malo odyera awa kwa zaka zambiri, m'mbuyomu utumiki unali pafupifupi ndi chakudya chosagwirizana, koma sushi ndi yatsopano, malowa ndi abwino ndipo ndikupangira nkhuku ya lalanje / nyama ya ng'ombe.",chakudya,negative
"kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma zomwe zinayimira kwenikweni zinali mndandanda wamphamvu komanso waukulu wa mowa; msuzi wa mole ndi wokoma kwambiri.",utumiki,positive
"kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma zomwe zinayimira kwenikweni zinali mndandanda wamphamvu komanso waukulu wa mowa; chakudya chimakhumudwa ndipo utumiki ndi wamwano.",mndandanda,positive
"kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma zomwe zinayimira kwenikweni zinali mndandanda wamphamvu komanso waukulu wa mowa; disco pop duo ndi yowopsa ndipo bill ndi yaikulu.",chakudya,positive
"kukhudza kwabwino kwambiri komwe kumagwirizana kwambiri ndi malo, koma filet yaying'ono si yabwino kwambiri.",malo,positive
"ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi temple lonse maganizo abwino za njira yoyenera kuchitira makasitomala awo ndi kupulumutsa chakudya pamwamba khalidwe, koma curried casseroles ndi nkhanza, utumiki ndi zoopsa ndi vinyo mndandanda ndi zokhumudwitsa.",maganizo,positive
"ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi temple lonse maganizo abwino za njira yoyenera kuchitira makasitomala awo ndi kupulumutsa chakudya pamwamba khalidwe, koma bilu ndi lalikulu.",chakudya,positive
"ndinangokhala ndi ulendo wanga woyamba kumalo ano ndipo sindingathe kuyembekezera kubwerera ndikugwira ntchito pang'onopang'ono njira yanga kupyolera mu menyu, koma othandizira amathandiza ndipo msuzi ndi watsopano.",menyu,neutral
"ine ndi mwana wanga wamkazi tinachoka tikumva kukhala okhutira (osati odzaza) ndipo zinamveka bwino kudziwa kuti tinali ndi chakudya chamasana chopatsa thanzi, koma kuunikira sikukongola.",chakudya chamasana,positive
"osati kunyalanyazidwa, utumiki ndi wabwino kwambiri, koma kukoma kwake kunali koipa.",utumiki,positive
"ogwira ntchito ndi 100% chitaliyana ndipo chakudyacho ndi chowona monga momwe chimapezera, koma matebulo amakhala pafupi mosasangalatsa ndipo zidutswa zimakhala zodula.",koma,positive
"ogwira ntchito ndi 100% chitaliyana ndipo chakudyacho ndi chowona monga momwe chimapezera, koma utumiki umakhala wochedwa kwambiri ndipo utumiki ndi woipa.",chakudya,positive
"the gnocchi kwenikweni kusungunuka m'kamwa mwanu, koma nyimbo ndi wolemera kwambiri ndi bilu ndi lalikulu.",gnocchi,positive
"chilichonse chokhudza malowa ndi chokongola - ngakhale bafa, koma chakudya sichiri chabwino kwambiri, ac ndi kusowa ndipo mitengo ndi yochuluka kwambiri.",bafa,positive
"kodi ndatchula kuti khofi ndi outstanding, koma disco pop duo ndi yowopsa, utumiki ndi woipa kwambiri ndipo malo ndi okoma.",khofi,positive
"entrees zikuphatikizapo zakale monga lasagna, fettuccine alfredo ndi nkhuku parmigiana, koma maratha ndi watsopano ndipo amachitira ndi zokoma.",nkhuku parmigiana,neutral
