zu,aspect,polarities
"ama-tapas amahle kakhulu ngamanani amakhulu, othando, amancane kodwa angakhali ngokweqile, amahle kakhulu; ukudla kwakungaphekiwe okusha, i-waiter iyi-rudeness futhi abasebenzi bokulinda abacabangeli.",amanani,positive
"ama-tapas amahle kakhulu ngamanani amakhulu, othando, amancane kodwa angakhali ngokweqile, amahle kakhulu; inkonzo ibuhlungu kakhulu.",tapas,positive
lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu; ikhekhe akufanelekile ukuma ngaphandle.,inomkhathi,positive
lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu; isidlo kuyabiza futhi ibhilidi likhulu.,kimono shrimp ekhethekile,positive
lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu; i-waiter inolaka futhi inkonzo inolaka.,ukudla,positive
"kungaba kancane matasa emhlabeni izikhathi isiqongo ngenxa usayizi, kodwa ngijabulela curry.",isiqongo,negative
"ngaya ekitchenette kule mpelasonto nge-brunch, kodwa isipiliyoni sokudlela sibuhlungu.",brunch,neutral
"indawo iyathandeka ngokuphelele futhi ukudla kumnandi, kodwa ukunambitheka kufushane.",indawo,positive
"indawo iyathandeka ngokuphelele futhi ukudla kumnandi, kodwa i-waiter inolaka, imenyu incane futhi i-mole sauce imnandi kakhulu.",ukudla,positive
"kodwa-ke, insizakalo ibuhlungu ngokuphelele, kodwa ukudla kuyamangalisa futhi imenyu idala.",insizakalo,negative
"i-waitstaff i-solicitous futhi inobungane futhi ihlala ibonakala ijabule ukusibona, futhi ukudla kuyamangalisa, uma kungenjalo ukudala okumangalisayo, kodwa abasebenzi bayazikhukhumeza, ukudla kuyinto esabekayo futhi izingxenye zincane.",waitstaff,positive
"i-waitstaff i-solicitous futhi inobungane futhi ihlala ibonakala ijabule ukusibona, futhi ukudla kuyamangalisa, uma kungenjalo ukudala okumangalisayo, kodwa iziphuzo zibuhlungu kakhulu, abantu babi kakhulu futhi i-host inolaka.",ukudla,positive
"ngithandana ne-lobster ravioli, kodwa ukudla kungaphansi kwesilinganiso.",lobster ravioli,positive
"muva nje sichithe u-eva wonyaka omusha endaweni yokudlela, futhi saba nesipiliyoni esikhulu, kusukela ewayinini kuya kwimenyu ye-dessert, kodwa ukunambitheka kufushane, izingxenye zincane futhi i-waiter iyi-rudeness.","ye-dessert,",positive
"muva nje sichithe u-eva wonyaka omusha endaweni yokudlela, futhi saba nesipiliyoni esikhulu, kusukela ewayinini kuya kwimenyu ye-dessert, kodwa ikhekhe alifanelekile ukuma ngaphandle futhi ukudla kuyinto esabekayo.",ewayinini,positive
"le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele, kodwa umnikazi uyinkohliso, ukudla kuphoxekile futhi amanani aphezulu.",ndawo,positive
"le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele, kodwa isihlalo sokugoqa asikhululekile futhi imenyu incane.",insizakalo,positive
"le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele, kodwa inkonzo inolaka, umphathi ungumusa futhi isoso alinambitheki kakhulu.",ukudla,positive
"kwadingeka ngilinde umngane wami ebha imizuzu embalwa, kodwa umoya wokudlela umnandi.",ebha,neutral
"le ndawo ine-sushi enhle, futhi imnandi cheap. , kodwa i-disco pop duo ibuhlungu kakhulu, isihlalo sokugoqa asikhululekile futhi ukunambitheka kufushane.",sushi,positive
"iphinde ibe nezinye izitsha eziningi zasekorea ezingabizi futhi njengoba nje i-yummy, kodwa isidlo sibi kakhulu.",izitsha,positive
"imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-food ingigcina ngibuya, kodwa ukuqhaqhazela okuluhlaza akudliwa.",inkonzo,positive
"imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-food ingigcina ngibuya, kodwa inkonzo ihamba kancane.",imenyu,positive
"imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-food ingigcina ngibuya, kodwa ukudla akuyona eshibhile.",ambiance,positive
"imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-food ingigcina ngibuya, kodwa inkonzo ihamba kancane ngokwesabekayo.",i-food,positive
"kwakungabonakali sengathi noma yimuphi umzamo wenziwa ekubonisweni kanye nekhwalithi yokudla, kodwa ukudla okuphekiwe kuyamangala, ama-burger uhlobo lokudla okusheshayo lwe-wimpy futhi inqola yoshizi waseputukezi iphelele.",nekhwalithi,negative
"kungenzeka ukuthi kwakungcono 1/3 intengo e chinatown, kodwa ukudla ezishibhile futhi vibe mkhulu.",intengo,negative
"i-host ne-hostess yayikhohlakele impela, kodwa amanani anesizotha.",kodwa,negative
"i-host ne-hostess yayikhohlakele impela, kodwa ama-patties agcwele usayizi futhi umculo uyathakazelisa.",hostess,negative
"umkhathi umnandi kakhulu, futhi ukuphunyuka okwamukelekile kuyo yonke i-si mall, kodwa ama-casseroles e-curried anolaka, inkonzo ibuhlungu futhi abasebenzi banobungane.",umkhathi,positive
"kodwa-ke, ukudla kanye nensizakalo futhi kwakungekho ngokuphawulekayo, kodwa ikhwalithi ingcono, ama-pizza amahle kakhulu futhi umkhathi u-sexy.",nensizakalo,negative
"kodwa-ke, ukudla kanye nensizakalo futhi kwakungekho ngokuphawulekayo, kodwa amanani anengqondo.",ukudla,negative
"i-sushi inqunywe emabhuloki amakhulu kunomakhalekhukhwini wami, kodwa ama-burger aqoshiwe e-organic athandwa.",sushi,negative
"sacela ukuthi baphinde banqamule i-sushi, futhi yabuyiselwa kithi ngama-cubes amancane afana noshizi, kodwa isidlo sikhulu.",sushi,negative
"abasebenzi ukulinda kwaba umsindo futhi inconsiderate, kodwa repast kuyajabulisa futhi ushokoledi frosty kuyinto ultra-obukhulu.",abasebenzi,negative
"ama-fries asefrance -- nge-kalmata dip ayesabekayo, kodwa abasebenzi babi, ukudla kuhle futhi i-sushi inkulu.",ama-fries asefrance -- nge-kalmata dip,positive
"kunconywa kakhulu...  njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi; isihlalo sokugoqa asikhululekile, abantu babi kakhulu futhi inkonzo ihamba kancane kakhulu.",indawo,positive
"kunconywa kakhulu...  njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi; bill mkhulu.",ibha,positive
"kunconywa kakhulu...  njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi; iziphuzo zinkulu, ukuqapha kungcono kakhulu futhi inani lihle.",takeout,neutral
"kusukela erbazzone emiliana kuya mostarda phezu ipuleti ushizi, izitsha kule yokudlela zonke aphethwe ukunakekelwa obucayi, kodwa izinhlanzi isilinganiso.",mostarda,positive
"kusukela ku-erbazzone emiliana kuya ku-mostarda epuletini ushizi, izitsha kule ndawo yokudlela zonke ziphathwa ngokunakekelwa okubucayi, kodwa i-ac ukuntuleka nokunambitheka kubi kakhulu.",izitsha,positive
"kusukela ku-erbazzone emiliana kuya ku-mostarda epuletini ushizi, izitsha kule ndawo yokudlela zonke ziphathwa ngokunakekelwa okubucayi, kodwa abasebenzi bayazikhukhumeza futhi iziphuzo zibuhlungu kakhulu.",erbazzone emiliana,positive
"akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini; isevisi imbi kakhulu.",ukudla,positive
"akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini; abasebenzi ulinde kuyinto inconsiderate, fennel enongiwe isoseji italian esindayo futhi ukusonga esihlalweni ungakhululekile.",abasebenzi,positive
"akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basuke hip abasha futhi bazi ukuthi benzani uma kuziwa ukudla newayini; sushi kungcono, intengo iphezulu, futhi bamatasa.",newayini;,positive
"akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini; igumbi licacile.",ukudla,positive
"noma kuphi, amanani angaba yi-3x njengoba ephezulu, kodwa i-hostess inolaka futhi isoso alinambitheki kakhulu.",amanani,positive
"inokufudumala kwendawo yomndeni kanti iyindawo enhle yokubuka imicimbi yezemidlalo, kodwa intengo ayifanelekile.",indawo,positive
"abasebenzi ba-accomodating qiniseka ukuthi u-satified, kodwa iziphuzo zibuhlungu kakhulu.",abasebenzi,positive
"sweet bartender irish njalo ujabule futhi uyakwazi ukuletha ukumamatheka kubangani bami ubuso bami, kodwa indawo elula.",bartender,positive
"nakuba ngathuthela phezulu yedolobha ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okukhulu okungabizi futhi ukukhokha abasebenzi abanobungane ukuvakashelwa, kodwa inkonzo inolaka futhi ukukhanyisa akubukeki.",abasebenzi,positive
"nakuba ngathuthela phezulu e-town ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okungabizi kakhulu futhi ukukhokha abasebenzi abanobungane ukuvakashelwa, kodwa abantu bokuthengisa banolaka.",ukudla,positive
"indlela yokuzenzisa nokungafanele ngayo ku-mj grill ukusho ukuthi inikeza amandla okudla kwasemini kanye nezidlo zakusihlwa, kodwa ama-toppings amasha futhi intengo inengqondo.",okudla,negative
"indlela yokuzenzisa nokungafanele ngayo ku-mj grill ukusho ukuthi inikeza amandla okudla kwasemini kanye nezidlo zakusihlwa, kodwa i-yogurt yesigreki (ngekhukhamba, i-dill, ne-garlic) inhle kakhulu, abasebenzi banobungane futhi amanani amakhulu.",okudla,negative
"bangasinda kanjani ekukhonzeni ukudla okuphakathi ngamanani aphezulu, kodwa abasebenzi bamnandi futhi imenyu ihlukahlukene.",ukudla,neutral
"bangasinda kanjani ekukhonzeni ukudla okuphakathi ngamanani aphezulu, kodwa iwundlu liyizintandokazi futhi umkhathi ushintsho.",amanani,negative
"ngacela i-steak elula ephakathi engavamile, kodwa isibindi sethole siyintandokazi, indawo iyisidlo esimnandi futhi se-shrimp uthando.",steak,neutral
"khona-ke ngandlela-thile benza i-crust eyomile futhi eshisiwe ezungeze i-raw and cold ngaphakathi, kodwa i-calamari ne-taglierini ene-truffles iyamangalisa.",crust,negative
"ama-steaks amabili achithwayo -- yini ubugebengu, kodwa umculo muhle, inkonzo ilalela futhi i-host inhle kakhulu.",steaks,negative
"indawo yokudlela enkulu, nokudla okukhulu nakakhulu, kodwa inkonzo iphoxekile.",nokudla,positive
"izitsha zinambitheka ngokuphawulekayo futhi indawo enjalo ethokomele futhi esondelene, kodwa i-hostess inolaka futhi abasebenzi abanobungane.",indawo,positive
"izitsha zinambitheka ngokuphawulekayo futhi indawo enjalo ethokomele futhi esondelene, kodwa inkonzo imbi kakhulu.",izitsha,positive
"gcina indawo yama-dessert! ;-), kodwa ukudla kuphoxekile futhi amakhukhi engcebo isikhalazo.",ama-dessert,positive
"ukuhlonishwa kwe-india kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce. ngenkathi inkukhu yomango inikeza ukuthatha okusha okuyinkimbinkimbi okumangalisayo okumnandi nokumuncu, kodwa ukukhanyisa akubukeki.",ku-appetizer,positive
"ukuhlonipha i-india kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-and-sour, kodwa insizakalo imbi futhi insizakalo ihamba kancane.",curry,positive
"ukuhlonipha i-india kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-and-sour, kodwa izingxenye zincane futhi abantu babi kakhulu.",inkukhu,positive
"omunye caveat: ezinye casseroles curried kungaba trifle nokhahlo, kodwa bbq rib uphelele, ikhofi kungcono futhi decor kuyinto zokudala.",casseroles,negative
"kwakuhle, kodwa akukho noyedwa flavour wow; ukudla kwakuvelele, futhi imifino yayihlukile.",flavour,neutral
"okusondele kakhulu engikutholile kwakuyicherry marscapone, kodwa babephuma kuyo ngalolo suku; inkonzo inhle futhi ukudla kwasendiya kukhulu.",cherry marscapone,neutral
"abasebenzi kufanele babe nobungane kancane, kodwa ama-tots omfundisi mkhulu.",abasebenzi,negative
"izinja ezishisayo ezinhle kakhulu endaweni ye-tri-state, kodwa i-filet minor ayilungile kakhulu futhi insizakalo ibuhlungu kakhulu.",izinja ezishisayo,positive
"izintandokazi zesikhathi sonke zihlanganisa i-big mac, i-chicken mcnuggets, i-filet-o-fish sandwich kanye ne-mcdonald's fries edumile yasefrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala, kodwa intengo iphezulu.","mcnuggets,",positive
"izintandokazi zesikhathi sonke zihlanganisa i-big mac, i-chicken mcnuggets, i-filet-o-fish sandwich kanye ne-mcdonald's fries edumile yasefrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala, kodwa i-filet minor ayilungile kakhulu.",filet-o-fish sandwich,positive
"izintandokazi zesikhathi sonke zihlanganisa i-big mac, i-chicken mcnuggets, i-filet-o-fish sandwich kanye ne-mcdonald's fries edumile yasefrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala, kodwa insizakalo inkulu futhi ama-dessert makhulu.",amasaladi osayizi we-entrée,neutral
"izintandokazi zesikhathi sonke zihlanganisa i-big mac, i-chicken mcnuggets, i-filet-o-fish sandwich kanye ne-mcdonald's fries edumile yasefrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala, kodwa insizakalo ayilungile, abasebenzi bokulinda abacabangeli futhi insizakalo imbi.",fries,positive
"izintandokazi zesikhathi sonke zihlanganisa i-big mac, i-chicken mcnuggets, i-filet-o-fish sandwich kanye ne-mcdonald's fries edumile yasefrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala, kodwa isobho le-chickpea emhlabathini lincane futhi insizakalo iyisihluku.",big mac,positive
"iminikelo efana namakhekhe ashisayo kanye ne-egg mcmuffin sandwich iyatholakala ukudla kwasekuseni, kodwa insizakalo iyashesha, ama-plantains amahle futhi ama-waiters amabi.",amakhekhe ashisayo,neutral
"iminikelo efana namakhekhe ashisayo kanye ne-egg mcmuffin sandwich iyatholakala ukudla kwasekuseni, kodwa indawo isondelene futhi abanikazi banobungane.",ukudla,neutral
"iminikelo efana namakhekhe ashisayo kanye ne-egg mcmuffin sandwich iyatholakala ukudla kwasekuseni, kodwa umphathi ungumuntu ongenamusa.",egg mcmuffin sandwich,neutral
"abasebenzi bayazikhukhumeza, amanani ayindlela ephezulu ebrooklyn, kodwa ukudla kuphelele futhi iwayini lihle kakhulu.",abasebenzi,negative
"abasebenzi bayazikhukhumeza, amanani ayindlela ephezulu yasebrooklyn, kodwa ngizama i-rose roll, isibindi sethole siyizintandokazi futhi imenyu entsha idala.",amanani,negative
"chef vincenzo, njalo lapho uma umdinga, kuyinto ithalente langempela futhi roman yangempela, kodwa umphathi kuyinto rudeness futhi dinners amandla.",chef,positive
"ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-nyc- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14), kodwa umphathi ungumuntu ongenamusa.",appetizers,positive
"ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-nyc- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14), kodwa ama-waiters amabi.",entrees,positive
"ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-nyc- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14), kodwa ama-waiters awanasineke.",ukudla,positive
"ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele yesiphuzo, kodwa ukudla kwasejapane kufanelekile.",nebha,neutral
"ikamelo liyindawo enhle kakhulu, yezinga le-bi futhi ibha ende ephelele isiphuzo, kodwa abasebenzi bokulinda abacabangeli, abantu bokuthengisa abanolaka futhi izingxenye zincane.",ikamelo,positive
"ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele isiphuzo, kodwa izidlo zakusihlwa zingamandla.",le-bi,positive
"ikamelo kuyinto langa, bi-level isikhala futhi ibha eside ephelele isiphuzo, kodwa umnikazi inkohliso, usayizi umatasa futhi inkonzo esabekayo.",ibha,positive
"hamba i-seafood paella ezimbili, kodwa inkonzo imbi, i-waiter iyi-rudeness futhi ukulinda kunolaka.",paella,positive
"ngisho nakubantu ababili abalambile kakhulu kusele ukudla okuningi okufanele kuthathwe ekhaya (kushisa kabusha kahle ngempela futhi), kodwa ukunambitheka kubi.",ukudla,positive
"wonke ama-apetizers amahle futhi i-sangria inhle kakhulu, kodwa ukudla akuhambisani.",sangria,positive
"wonke ama-apetizers amahle futhi i-sangria inhle kakhulu, kodwa ukunambitheka kufushane.",apetizers,positive
"isevisi ngokuvamile inhle kakhulu, kodwa isipiliyoni sokudlela sibi kakhulu, imenyu incane futhi ukudla akukuhle kakhulu.",isevisi,positive
"umklamo usondelene kakhulu futhi uthandana, kodwa isobho le-chickpea emhlabathini lincane, inyama ye-lobster yokufakelwa yokufakelwa futhi insizakalo iyisihluku.",umklamo,positive
"ukudla kwakumangalisa futhi kucabanga, kodwa ukunambitheka kubi kakhulu futhi ikhekhe liphakathi.",ukudla,positive
"abasebenzi babukhali kakhulu futhi babukeka kahle futhi, kodwa abantu bokuthengisa banolaka, ama-casseroles e-curried anolaka futhi ingxenye yokudla ingaphansi kwesilinganiso.",abasebenzi,positive
"kwakuyisipiliyoni sokudlela esimnandi kangaka, ukuthi ngabuya futhi ngesonto elifanayo, kodwa abantu babi kakhulu, inhlanzi isilinganiso futhi ibhilidi likhulu.",kwakuyisipiliyoni,positive
"ukudla kuyamangalisa, kwenziwa ngobuciko futhi kumane kumnandi, kodwa i-hostess inolaka.",ukudla,positive
"gcina indawo izinkangala - basuke ukufa, kodwa isihlalo ukusonga ungakhululekile futhi imenyu incane.",izinkangala,positive
i- $ 8.95 ye-argentina chorizo appetizer eyodwa iyi-fennel enzima enongiwe yase-italy efana naleyo ethengisa nge- $ 2.99 / lb esitolo; inkosi crab isaladi nge inkanuko izithelo vinaigrette kuyinto zokudala.,chorizo,negative
"i-appetizer eyodwa ye-chorizo yase-argentina ku- $ 8.95 yayiyi-sausage enzima ye-fennel enongiwe yase-italy njengaleyo ethengisa nge- $ 2.99 / lb esitolo, kodwa ukudla kwamashayina kungcono kakhulu.",ye-fennel,negative
"it has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko spanish) kanye lowkey hip komakhelwane amaklayenti, kodwa ingaphakathi isilinganiso, abasebenzi friendly futhi dish kuyadliwa.",(ngokuyinhloko,positive
"it has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko spanish) kanye lowkey hip komakhelwane amaklayenti, kodwa umphathi kuyinto rudeness, waiter kuyinto rudeness futhi ukudla akuyona ezishibhile.",tapas,positive
"it has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko spanish) kanye lowkey hip komakhelwane amaklayenti, kodwa isidlo kuyadliwa.",amaklayenti,positive
"it has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko spanish) kanye lowkey hip komakhelwane amaklayenti, kodwa sushi mkhulu.",umculo,positive
