am,aspect,polarities
"በለጋስነት የተለበጡ, ኦርጋኒክ grilled burgers በጣም ተወዳጅ ምግብ ናቸው, ነገር ግን የኢየሩሳሌም የገበያ ስልት ፋላፌል መጠቅለያዎች እና ሜዲትራኒያን ሰላጣ-ጥንዚዛዎች, የፍየል አይብ እና የዋልታ ጋር የተንጠለጠሉ- እኩል ስክራምፒትነው; ጣዕሙ በጣም የከፋ ነው፣ ስጎር በጣም ጣፋጭ አይደለም፣ የተወሰነ ክፍል ደግሞ ትንሽ ነው።",grilled,positive
"በለጋስነት የተለበጡ, ኦርጋኒክ grilled burgers በጣም ተወዳጅ ምግብ ናቸው, ነገር ግን የኢየሩሳሌም የገበያ ስልት ፋላፌል መጠቅለያዎች እና ሜዲትራኒያን ሰላጣ-ጥንዚዛዎች, የፍየል አይብ እና የዋልታ ጋር የተንጠለጠሉ- እኩል ስክራምፒትነው; አስተናጋጇ ጨዋነት የለሾች ሲሆኑ የተቆራረጡ ደግሞ ውድ ናቸው።","ሰላጣ-ጥንዚዛዎች,",positive
ስጋ-ፎብ ለየት ካለው ከቺክፒ፣ ካሮት እና ሌሎች አትክልቶች እና ቅመሞች ከተሰራው ለየት ያለ የአትክልት በርገር ጋር በዕድል ላይ ይገኛል። ነገር ግን የተጠበሰ ካሴሮል ኃይለኛ ነው፣ መጠጥ አስፈሪ ነው እና ምግብ ይበላል።,ካሮት,positive
"ስጋ-ፎብ ለየት ካለው የቺክፒ፣ የካሮት እና ሌሎች አትክልቶች እና ቅመሞች የተለየ ውህደት የተሰራው አስደናቂ የአትክልት በርገር ጋር በዕድል ላይ ይገኛል. አገልግሎት ግን አዝጋሚ ነው, filet ጥቃቅን በጣም ጥሩ አይደለም እና አገልግሎት በጣም አስከፊ ነው.",filet,positive
ስጋ-ፎብ ለየት ካለው የቺክፒ፣ የካሮት እና ሌሎች አትክልቶች እና ቅመሞች የተለየ ውህደት ከተሰራው አስደናቂ የአትክልት በርገር ጋር በዕድል ላይ ይገኛል። ሆኖም ቦታው ምቹ ከመሆኑም በላይ ዶሮ ጨለማ ነው።,አትክልቶች,positive
ስጋ-ፎብ ለየት ያለ ከቺክፒ፣ ካሮትእና ሌሎች አትክልቶችእና ቅመሞች ከተሰራው ለየት ያለ የአትክልት በርገር ጋር በዕድል ላይ ይገኛል። ሥራ አስኪያጁ ግን ግርማ ሞገስ አልባ ነው።,ቅመሞች,positive
ስጋ-ፎብ ለየት ካለው የቺክፒ፣ የካሮት እና ሌሎች አትክልቶች እና ቅመሞች በተለየ ውህደት ከተሰራው አስደናቂ የአትክልት በርገር ጋር በዕድል ላይ ይገኛሉ። ዋጋው ግን ከመጠን በላይ ከመሆኑም በላይ መጠኑ ምጣኔ የበዛበት ነው።,አትክልቶች,positive
ምግቡ በጣም ጣፋጭ፣ የፈጠራ ችሎታ ያለውና የወይን ጠጁ ጥሩ ነበር፣ ነገር ግን የተወሰነ ክፍል ትንሽ ሲሆን አስተናጋጆቹም ተቆጥተዋል።,የወይን,positive
ምግቡ በጣም ጣፋጭ ፣ የፈጠራ ችሎታ ያለውና የወይን ጠጁ ጥሩ ነበር ፤ ይሁን እንጂ አገልግሎት መጥፎ ከመሆኑም በላይ እንግዳ ተቀባይ ነቱ ጨዋነት የጎደለው ነው ።,ምግቡ,positive
ሰማያዊውን የባር ቦታም ቆፍረህ ቆፈር፤ ምግብ ግን በጣም አስከፊ ነው። አገልግሎት መጥፎ ከመሆኑም በላይ ደንበኞች ድምፃቸውን ከፍ አድርገው ይጮኻሉ።,ሰማያዊውን,positive
በሾርት ዘ ብላክ በግ ውስጥ ከሚድታውን ፓብ መንጋ የሚለየው የስፖርት ባር ቡች እና የጌጥ ኪች ድብልቅ መልክ ነው፤ ሠራተኞች ተግባቢ ናቸው፣ ከሰዓት በኋላ የሚበሉ በትር ጥሩ ሲሆኑ የተፈጨ አይብ ደግሞ በጣም ጥሩ ነው።,መልክ,negative
""" በምግቡ ውስጥ የጉርምስና ናዳ፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጂታሪያንስ"" ለሚባሉት ጥቁር በጎች ፖርታቤላ ላሳና የሚባለው ምግብ ምግቡን ይዟል።",ጥቁር,neutral
""" የምግብ ማውጫው በበርገር ፣ በእረኞችና በእረኞች ላይ በሚደርሰው ምግብ እንዲሁም ""ቬጄታሪያንስ "" ተብለው ለሚጠሩት ጥቁር በጎች ፖርታቤላ ላሳና የሚባለው ፓብ ፕራማቬራ በጣም ጎልቶ የሚታይ ነው ።",የሚባለው,neutral
""" በምግሉ ውስጥ የጉርምስና ዕድሜ ፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጀታሪያንስ "" ተብለው ለሚጠሩት ጥቁር በግ የሚሆን ፖርታቤላ ላሳና ይዟል ፤ ረጅም ባር ግን ፍጹም ነው ፤ ሰላጣ ጣፋጭ ሲሆን ማስል ደግሞ ጣፋጭ ነው ።",ፓይ,neutral
""" በምግቡ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጂታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና የሚባለው የፖርታቤላ ላሳና ምግቡ ንጹህ ነው።",እረኞች ፓይ,neutral
""" በምግሉ ውስጥ የበርገር፣ የስቴክና የእረኞች ፓይ እንዲሁም ""ቬጂታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች የሚሆን ፖርታቤላ ላሳና ይዟል፤ ይሁን እንጂ ለስላሳ የሸርጣን ሳንድዊች በቆርቆሮ እወዳቸዋለሁ።",ስቴክ,neutral
""" በምግሉ ውስጥ የበርገር፣ ስቴክና እረኞች ፓይ እንዲሁም ""ቬጂታሪያንስ"" ተብለው ለሚጠሩት ጥቁር በጎች ፖርታቤላ ላሳና የሚባለው የፖርታቤላ ላሳና ምግባቸው በጣም አስደናቂ ከመሆኑም በላይ ጣፋጭ ምግብ በጣም አስደናቂ ነው ።",ላሳና,neutral
ሁሉም [የሴት] ሰርቨሮችም ቆንጆ ናቸው፣ ይህም ሁልጊዜ ጥሩ ነው፣ ነገር ግን መጠበቅ ጨዋነት የጎደለው ነው፣ አገልግሎት አስፈሪ ከመሆኑም በላይ ባርቴንደር ጨዋነት የጎደለው ነው።,[የሴት],positive
የተወሰኑት ክፍሎች በጣም ብዙ ከመሆናቸውም በላይ አገልግሎቱ በጣም አስደናቂ ቢሆንም ምግቡ ውድ ነው።,የተወሰኑት,positive
የተወሰኑት ክፍሎች በጣም ሰፊ ከመሆናቸውም በላይ አገልግሎቱ በጣም አስደናቂ ቢሆንም ዓሦች በአማካይ ሲሆኑ የዲስኮ ፖፕ ዱዮ ደግሞ በጣም አስፈሪ ነው።,አገልግሎቱ,positive
የዶሮ ሚላኒዝን እመክራለሁ፤ ጣዕሙ ግን አጭር ነው።,የዶሮ,positive
ባለቤቱ ደግሞ በጣም የሚያምርና ተግባቢ ቢሆንም እንግዳ ተቀባይዋ ግን አክብሮት የለሾች ናቸው።,ባለቤቱ,positive
"ሻይ ዎቹ በጣም ብዙ ናቸው እና ጣፋጭ ሁሉ የቤት ውስጥ ነው, ነገር ግን ምግብ ርካሽ አይደለም, አስተናጋጆች መጥፎ እና አገልግሎት ተስፋ ቆርጠዋል.",ጣፋጭ,positive
"ሻይ ዎቹ በጣም ብዙ ሲሆኑ ሁሉም ጣፋጭ ምግቦች በቤት ውስጥ የተሠሩ ናቸው, ነገር ግን ምግብ እርስ በርሱ የማይጣጣም ነው, መብራት ማራኪ አይደለም እና ዓሣ በአማካይ ነው.",ሻይ,positive
እጅግ በጣም ተግባቢ እና በትኩረት አገልግሎት ጋር የቅርብ ነገር ግን ማራኪ ውስጣዊ ውስጥ; ዋጋው ከፍተኛ ነው ።,አገልግሎት,positive
እጅግ በጣም ተግባቢ እና በትኩረት አገልግሎት ጋር የቅርብ ነገር ግን ማራኪ ውስጣዊ ውስጥ; ጠረጴዛዎች በጣም ቅርብ ናቸው።,ውስጣዊ,positive
"ምግቡ ሁሉ ጥሩ ነው, ጥቅልሉ አብዛኛውን ጊዜ ግሩም እና ሱሺ/sashimi በተመሳሳይ ደረጃ ላይ አይደለም, ነገር ግን ደስተኛ ሰዓት ርካሽ ነው, የተወሰነ ክፍል ታላቅ ነው እና አገልግሎት ደስተኛ ነው.",ሱሺ/sashimi,neutral
"ምግቡ በሁሉም አቅጣጫ ጥሩ ነው, ጥቅልሉ አብዛኛውን ጊዜ ግሩም እና ሱሺ/ሳሺሚ በተመሳሳይ ደረጃ ላይ አይደለም, ነገር ግን የጥንቆላ ኩኪዎች ቅሬታ ነው.",ኩኪዎች,positive
ምግቡ በሁሉም አቅጣጫ ጥሩ ነው፤ ጥቅልሉ አብዛኛውን ጊዜ ግሩም ሲሆን ሱሺ/ሳሺሚ ደግሞ በተመሳሳይ ደረጃ ላይ ባይሆንም ሱሺ ግን ትልቅ ነው።,ምግቡ,positive
"(ሳሺሚው ትንሽ ቀጭን ነው, ነገር ግን አገልግሎት ወዳጃዊ ነው, የተለወሰ የወተት ኳስ ተዛማጅ በጣም ግሩም እና ምግብ በጣም ጥሩ ነው.",ሳሺሚ,negative
") በምስራቅ መንደር ምርጥ የጃፓን ምግብ ቤት አይደለም, ነገር ግን ለመጠነኛ ዋጋው በጣም ጠንካራ ነው, እና ተደጋጋሚ ጉብኝት ማድረግ ይገባል; ልሙጥ ነት ትልቅ ነው, ሠራተኞች ተግባቢ እና አገልግሎት በጣም አዝጋሚ ነው.",ዋጋው,positive
እርጉዝ ስለነበርኩ ሳይሆን እዚህ ያለው ምግብ ሁሌም ጣፋጭ ነው፤ ሜኑ ትንሽ ነው።,ምግብ,positive
ፖርቶ ሪኮ መሆን ስለ ፍላን አንድ ወይም ሁለት ነገር አውቃለሁ እና ይህ ቦታ ምርጥ አንዱን ያገለግላል (እማማ ይህን አታነብም ብዬ ተስፋ አደርጋለሁ!) ነገር ግን ምግብ አስከፊ እና አስተናጋጆች ይናደዳሉ.,ፍላን,positive
"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው, ነገር ግን መብራት ማራኪ አይደለም, ሥራ አስኪያጅ ሞገስ የሌለው እና አገልግሎት ድሃ ነው.",መጠጦች,positive
ይህ ባር በጣም ብዙ መጠጦች ፣ ቀዝቃዛ መንፈስ ፣ ግሩም አገልግሎትና ጣፋጭ ምግቦች አሉት ፤ ይሁን እንጂ የባር አገልግሎት አዝጋሚ ከመሆኑም በላይ አገልግሎት በጣም አስፈሪ ነው ።,ምግቦች,positive
"ይህ ባር ሁሉንም አለው - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ, ነገር ግን አገልግሎት ዝቅተኛ ነው, መብራት ማራኪ አይደለም እና ምግብ በጣም ጥሩ አይደለም.",ከባቢ አየር,positive
"ይህ ባር ሁሉንም - ታላቅ መጠጦች, ቀዝቃዛ ከባቢ አየር, ግሩም አገልግሎት እና ጣፋጭ ምግብ አለው, ነገር ግን ac እጥረት ነው.",አገልግሎት,positive
ስቴክ በአፌ ቀለጠ፤ ኬክ ግን በአማካይ ነው።,ስቴክ,positive
አስደሳች ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም፤ curried casseroles ኃይለኛ እና እራት ኃይል ነው.,አገልግሎቱንም,positive
አስደሳች ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም፤ የምግብ ድርሻ ከአማካይ በታች ሲሆን አገልግሎትም አዝጋሚ ነው ።,ከባቢ አየር,positive
አስደሳች ሰዓት በጣም ርካሽ ቢሆንም አገልግሎቱንም ሆነ ከባቢ አየርን አይያንጸባርቅም፤ ሰዎች በጣም መጥፎ ናቸው፣ ምግብ በጣም ጥሩ አይደለም፣ ጣዕሙም የከፋ ነው።,አስደሳች ሰዓት,positive
"ለባለሀብቶች፤ ጥሩ የስራ ጓዶች, ይህ ቦታ ጠባቂ ነው, አገልግሎት ግን የከፋ ነው, አገልግሎት መጥፎ እና ሱሺ ትልቅ ነው.",ለባለሀብቶች፤,positive
የወይን ጠጅ ዝርዝር በጣም ግሩም፣ ታፓዎቻችን አስደሳችና ለጥሩ ጭውውት ተስማሚ የሆነው ጸጥታ የሰፈነበት መንፈስ ነበር፣ ነገር ግን ሥራ አስኪያጅ ጨዋነት የጎደለው ነው፣ ዋጋ አይከፈልም እና አገልግሎት በጣም አስከፊ ነው።,የወይን ጠጅ ዝርዝር,positive
የወይን ጠጅ ዝርዝር በጣም አስደናቂ፣ ታፓዎች አስደሳችና ጥሩ ጭውውት ለማድረግ አመቺ የሆነው ጸጥታ የሰፈነበት መንፈስ ነበር፤ ይሁን እንጂ የተወሰኑት ነገሮች በጣም ጥቂት ናቸው።,መንፈስ,positive
የወይን ጠጅ ዝርዝር በጣም ግሩም፣ ታፓዎቻችን አስደሳችና ጥሩ ጭውውት ለማድረግ አመቺ የሆነው ጸጥታ የሰፈነበት መንፈስ ነበር፤ ይሁን እንጂ የተቆራረጡ ሰዎች ውድ ናቸው፤ ሆት ውሾች በጣም መጥፎ ከመሆኑም በላይ መጠበቅ በጣም አስቸጋሪ ነው።,ታፓዎቻችን,positive
የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስላሳ የዛጎል ሸርጣንና የቺዝ ሳህንም ነበረን፤ ይሁን እንጂ አገልግሎት ጥሩ ነው።,አስፓራጓስ,neutral
የጀመርነው በቆርቆሮና በአስፓራጓስ ሲሆን ለስላሳ የዛጎል ሸርጣንና የቺዝ ሳህን ነበረን፤ እኔ ግን ከሪ ደስ ይለኛል።,ሳህን,neutral
የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ ሸርጣንም ሆነ የቺዝ ሳህን ነበረን፤ አገልግሎት ግን በጣም የከፋ ነው።,ሳህን,neutral
የጀመርነው በስካሎፕና በአስፓራጓስ ሲሆን ለስለስ ያለ የዛጎል ሸርጣንና የቺዝ ሳህን ነበረን ፤ ይሁን እንጂ የፈረንሳይ ምግብ በጣም ከፍተኛ ከመሆኑም በላይ ምግብ በጣም ጥሩ ነው ።,ለስለስ,neutral
በቅርቡ ተመልሼ ለመሄድ እና በመጨረሻም በሜኑ ላይ ሁሉንም ነገር ለመሞከር እጓጓለሁ፣ ነገር ግን ምግብ እርስ በርሱ የማይጣጣም እና አገልግሎት አዝጋሚ ነው።,ሜኑ,positive
"ባለቤት አስደሳች እና አዝናኝ ነው, ነገር ግን ምግብ ከአማካይ በታች እና ባለቤት የሐሰት ነው.",ባለቤት,positive
"ይሞክሩት, ሜኑ የተለመደ ፈረንሳይኛ ቢሆንም የተለያዩ ናቸው; የተወሰኑ ክፍሎች በጣም ግዙፍ ሲሆኑ ጣዕም ያለው የጣሊያን ስጎር ደግሞ ከባድ ነው።",ሜኑ,neutral
"በታላቅ ዋጋ ግሩም ታፓዎች, የፍቅር, ትንሽ ግን ከመጠን በላይ ያልጮኸ, ግሩም; አዲስ ያልበሰለ ምግብ፣ አስተናጋጁ ጨዋነት የጎደለው ነው እናም የሚጠብቁት ሠራተኞች አሳቢነት የጎደለው ነው።",ዋጋ,positive
"በታላቅ ዋጋ ግሩም ታፓዎች, የፍቅር, ትንሽ ግን ከመጠን በላይ ያልጮኸ, ግሩም; አገልግሎት በጣም አስፈሪ ነው ።",ታፓዎች,positive
ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እና ታላቅ ከባቢ አየር አለው; ኬክ በውጭ መቆም ምንም ዋጋ የለውም ።,ከባቢ አየር,positive
ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እና ታላቅ ከባቢ አየር አለው; ምግብ ውድ ከመሆኑም በላይ ወጪም ትልቅ ነው።,ኪሞኖ ሽሪምፕ ልዩ,positive
ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው ምግቡ ርካሽ ቢሆንም በጣም ጥሩ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) እና ታላቅ ከባቢ አየር አለው; አስተናጋጁ ጨዋነት የጎደለው ከመሆኑም በላይ አገልግሎት አክብሮት የጎደለው ነው።,ምግብ,positive
መጠኑ ስለሚበዛ ከፍተኛ ቦታ ላይ በመጠኑም ቢሆን ሥራ ሊበዛብኝ ይችላል፤ ሆኖም ከሪ እደሰታለሁ።,መጠኑ,negative
በዚህ ቅዳሜና እሁድ ለምሽት ወደ ኪቺኔት ሄድኩ፤ ሆኖም የመመገቢያ ልምድ በጣም አሳዛኝ ነው።,አሳዛኝ,neutral
ቦታው በጣም የሚወደድ ከመሆኑም በላይ ምግቡ ጣፋጭ ቢሆንም ጣዕሙ ግን አጭር ነው።,ቦታ,positive
ቦታው በጣም የሚወደድ ከመሆኑም በላይ ምግቡ ጣፋጭ ነው፤ ሆኖም አስተናጋጁ ጨዋነት የጎደለው ነው፤ የምግብ ማውጫው አነስተኛ ከመሆኑም በላይ ስጎር በጣም ጣፋጭ ነው።,ምግብ,positive
