lug,aspect,polarities
"ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, ate n'emmere nnungi nnyo, naye entebe ey'okuyiika si nnungi ate ne menyu ntono.",bubuguma,positive
"ekifo kino kya classy, chic, obuweereza bubuguma era busembeza abagenyi, ate n'emmere ya njawulo, naye obuweereza bwa bukambwe, maneja talina kisa ate ssowaani si nnungi nnyo.",emmere,positive
nalindirira mukwano gwange mu bbaala okumala eddakiika ntono naye embeera y'okulya nnungi.,gwange,neutral
"ekifo kino kirimu sushi ennungi, ate nga kiwooma cheap. , naye disco pop duo kibi nnyo, entebe ey'okuyiika si nnungi ate n'obuwoomi bumpi.",sushi,positive
"ate era erina n'emmere endala nnyingi ez'omu korea ez'ebbeeyi era ez'ebbeeyi, naye emmere mbi nnyo.",korea,positive
"wonderful menu, warm inviting ambiance, great service the food keeps me coming back, but green chills is not edible.",chills,positive
"wonderful menu, warm inviting ambiance, great service the food keeps me coming back, but service is slow.","menu,",positive
"wonderful menu, warm inviting ambiance, great service the food keeps me coming back, but food is not cheap.",ambiance,positive
"wonderful menu, warm inviting ambiance, great service the food keeps me coming back, but service is dreadfully slow.",keeps,positive
"tekyalabika ng'okufuba kwonna kwakolebwa ku kulaga n'omutindo gw'emmere, naye emmere efumbiddwa yeewuunya, burgers wimpy fast food type and portuguese cheese cart is perfect.",n'omutindo,negative
"yandisobodde okubeera obulungi ku 1/3 bbeeyi mu chinatown, naye emmere ya bbeeyi era vibe nnungi.",bbeeyi,negative
host ne hostess baali bakambwe nnyo naye bbeeyi nnungi.,nnyo,negative
"host and hostess was quite rude, but patties is full size and music is fascinating.",host,negative
"embeera nnungi nnyo, era omuntu asobola okudduka okuva mu katale ka si, naye curried casseroles mukambwe, obuweereza bubi nnyo era abakozi ba mukwano.",era,positive
"kyokka, emmere n'obuweereza n'obutabeerawo mu ngeri ey'ekitalo, naye omutindo gusinga, pizzas nnungi nnyo ate n'embeera y'obudde ebeera ya sexy.","kyokka,",negative
"kyokka ebyokulya n'obuweereza ate nga bibula nnyo, naye ebbeeyi nnungi.",ebbeeyi,negative
"sushi etemeddwa mu bintu ebinene okusinga essimu yange, naye ebya organic grilled burgers bimanyiddwa nnyo.",sushi,negative
"twasaba tuddemu okusala sushi, ne batuddiza mu bicubu ebitonotono ebifaanana nga cheese, naye emmere nnungi.",sushi,negative
"the wait staff was loud and inconsiderate, but repast is enjoyable and chocolate frosty is ultra-thick.",staff,negative
"french fries -- ne kalmata dip byali birungi nnyo, naye abakozi babi, emmere nnungi ate sushi nnene.",french fries -- ne kalmata dip,positive
"bye bye highly recommended...  nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era, bbaala erabika bulungi; entebe ey'okuyiika si nnungi, abantu be basinga obubi ate n'obuweereza bulwawo nnyo.",kifo,positive
"bye bye highly recommended...  nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era, bbaala erabika bulungi; bill big. bye",kulya,positive
"bye bye highly recommended...  nga bwe kyogeddwako, siddangamu kulya *mu* wooteeri wabula nayimirira awo okutwala eby'okulya era kirabika ekifo kiwummulirwamu nnyo; era, bbaala erabika bulungi; ebyokunywa birungi nnyo, monitor y'esinga obulungi ate n'omuwendo mulungi.",okutwala,neutral
"okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ku wooteeri eno byonna bikolebwa n'obwegendereza obw'enjawulo, naye ebyennyanja bya bulijjo.",mostarda,positive
"okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ku wooteeri eno byonna bikolebwa n'obwegendereza obw'enjawulo, naye ac y'obutabeerawo n'okuwooma kye kisinga obubi.",okutuuka,positive
"okuva ku erbazzone emiliana okutuuka ku mostarda ku cheese plate, ebyokulya ku wooteeri eno byonna bikolebwa mu ngeri ey'obwegendereza, naye abakozi balina amalala era ebyokunywa bya ntiisa.",erbazzone emiliana,positive
"ebyokulya si bya nnamaddala byokka, wabula n'abakozi wano kumpi tebali ku lyato, bakyali bato ate nga bali mu kiwato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge; obuweereza bwe businga obubi.",mmere,positive
"ebyokulya si bya nnamaddala byokka, wabula n'abakozi wano kumpi tebali ku lyato, bakyali bato ate nga bali mu kiwato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge; wait staff is inconsiderate, fennel flavored italian sausage is heavy and folding chair is uncomfortable.",abakozi,positive
"ebyokulya tebikoma ku kubeera bya nnamaddala byokka, wabula n'abakozi wano kumpi tebali ku lyato, bakyali bato mu kiwato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge; sushi esinga obulungi, bbeeyi ya waggulu ate nga balina eby'okukola bingi.",wano,positive
"ebyokulya si bya nnamaddala byokka, wabula n'abakozi wano kumpi tebali ku lyato, bakyali bato ate nga bali mu kiwato era bamanyi kye bakola bwe kituuka ku mmere n'omwenge; room is plain. bye bye",mmere,positive
"ekirala kyonna, bbeeyi yandibadde ya 3x nga waggulu, naye hostess ya bukambwe ate ssowaani si nnungi nnyo.",bukambwe,positive
"alina ebbugumu ly'amaka ag'omu kitundu kyokka nga kifo kirungi okulaba emizannyo, naye bbeeyi si ya mugaso.",kifo,positive
"abakozi bakakasa nti oli musanyufu, naye ebyokunywa bya ntiisa.",abakozi,positive
"sweet irish bartender bulijjo musanyufu era asobola okuleeta akamwenyumwenyu eri mikwano gyange amaaso gange, naye ekifo kyangu.",bartender,positive
"wadde nasenguka waggulu w'ekibuga nfuba okuyingira buli kiseera olw'emmere ey'ebbeeyi great n'okusasula abakozi ab'omukwano okukyalako, naye obuweereza bwa bukambwe ate ebitaala tebisikiriza.",abakozi,positive
"wadde nasengukira waggulu mu kibuga nfuba okuyingira buli lwe nsobola okufuna emmere ey'ebbeeyi great n'okusasula abakozi ab'omukwano okukyala, naye abantu abatunda ebintu eby'obukambwe.",emmere,positive
"engeri mj grill gy'efuula omuntu ow'ekitiibwa era nga si ntuufu okugamba nti ewa amasannyalaze g'ekyemisana n'ekyeggulo, naye toppings mpya ate nga bbeeyi nnungi.",bbeeyi,negative
"engeri gye yeefuula era etasaana mj grill okugamba nti ewa amaanyi g'ekyemisana n'ekyeggulo, naye greek yogurt (erina cucumber, dill, ne garlic) nnungi nnyo, abakozi ba mukwano ate nga bbeeyi nnungi.",bbeeyi,negative
"bayinza batya okuwangaala nga baweereza emmere etali ya bulijjo ku bbeeyi ey'ebbeeyi ennyo, naye abakozi basanyusa ate nga ne menyu za njawulo.",emmere,neutral
"bayinza batya okuwangaala nga baweereza emmere etali ya bulijjo ku bbeeyi ey'ebbeeyi ennyo, naye ennyama y'endiga y'esinga okunyumirwa era embeera y'obudde ekyuka.",okunyumirwa,negative
"nasaba ennyama y'ennyama ey'ekika kya medium rare steak, naye ekibumba ky'ennyana kye kisinga okwagala, ekifo kinyuma era ebyokulya bya shrimp bya kwagala.",kye,neutral
"oluvannyuma baakola ekirungo ekikalu era ekyokebwa okwetooloola munda mu kabugumu n'obunnyogovu, naye calamari ne taglierini ne truffles byewuunyisa.",truffles,negative
"two wasted steaks -- what a crime, but music is good, service is attentive and host is excellent.",two,negative
"great restaurant, and even greater food, but service is disappointed.",greater,positive
"ebyokulya biwooma nnyo era ekifo ekyo ekirungi era eky'omukwano, naye hostess si mukambwe era abakozi tebalina mukwano.",kifo,positive
"ebyokulya biwooma nnyo era ekifo ekyo ekirungi era eky'omukwano, naye obuweereza bwe businga obubi.",ekyo,positive
"save room for the desserts! ;-), naye emmere eweddemu amaanyi ate ne fortune cookies yeemulugunya.",desserts,positive
"ekitiibwa kye balina eri buyindi kyeyolekera nnyo mu roti canai appetizer, pancake eyafuuyiddwa eweerezebwa n'omuceere oguyitibwa curry dipping sauce. wadde ng'enkoko ya mango ewa ekyewuunyisa eky'omulembe ekiyitibwa fresh take on sweet-and-sour, naye ebitaala tebisikiriza.",roti canai appetizer,positive
"ekitiibwa eri buyindi kisinga kweyolekera mu roti canai appetizer, pancake eya fried eweerezebwa ne pungent curry dipping sauce, so ng'ate enkoko ya mango ewa ekyewuunyisa eky'omulembe, eky'omulembe ku swiiti n'obuwoomi, naye obuweereza bubi ate obuweereza bulwawo.",curry,positive
"ekitiibwa eri india kisinga kweyolekera mu roti canai appetizer, pancake eya fried eweerezebwa ne pungent curry dipping sauce, so ng'ate enkoko ya mango ewa ekyewuunyisa eky'omulembe, eky'omulembe ku swiiti n'obuwoomi, naye ebitundu bitono era abantu be basinga obubi.",mango,positive
"obuzibu obumu: ezimu ku casseroles eza curried ziyinza okuba ez'obukambwe, naye bbq rib etuukiridde, caayi asinga ate n'okulongoosa kwe kukola.",casseroles,negative
"kyali kirungi naye tewali n'emu ku birungo wow; emmere yali ya njawulo nnyo, era enva endiirwa zaali za njawulo.",endiirwa,neutral
"ekyasinga okumpi kwe kuba cherry marscapone, naye olunaku olwo baali bavaamu; obuweereza bulungi era emmere y'abayindi nnungi.",cherry marscapone,neutral
"abakozi balina okubeera n'omukwano omutonotono, naye obuwale bw'abasomesa bungi.",abakozi,negative
"best hot dogs in the tri-state area, but filet minor is not very good and service is awful.",dogs,positive
"ebintu byonna ebyagala ennyo mulimu big mac, chicken mcnuggets, filet-o-fish sandwich ne mcdonald's french fries ebimanyiddwa ennyo; obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo, naye bbeeyi yaakyo ya waggulu.",chicken mcnuggets,positive
"ebintu byonna ebyagala ennyo mulimu big mac, chicken mcnuggets, filet-o-fish sandwich ne mcdonald's french fries ebimanyiddwa ennyo; obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo, naye filet minor si nnungi nnyo.",filet-o-fish sandwich,positive
"ebintu byonna ebyagala ennyo mulimu big mac, chicken mcnuggets, filet-o-fish sandwich ne mcdonald's french fries ebimanyiddwa ennyo; obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo, naye obuweereza bungi nnyo ate n'eby'okulya eby'enjawulo birungi.",saladi,neutral
"ebintu byonna ebyagala ennyo mulimu big mac, chicken mcnuggets, filet-o-fish sandwich ne mcdonald's french fries ebimanyiddwa ennyo; obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo, naye obuweereza buba bubi, abakozi abalinda tebafaayo ate n'obuweereza bubi.",mcdonald's french fries,positive
"ebintu byonna ebyagala ennyo mulimu big mac, chicken mcnuggets, filet-o-fish sandwich ne mcdonald's french fries ebimanyiddwa ennyo; obukodyo obwangu nga saladi ez'ekika kya entrée nazo ziriwo, naye ssupu wa chickpea ey'omu ttaka mutono era obuweereza bubi nnyo.",big mac,positive
"ebiweebwayo nga keeki ez'ebbugumu ne egg mcmuffin sandwich bibaawo ku ssaawa y'enkya, naye obuweereza bwa mangu, plantains nnungi ate abaweereza babi.",keeki,neutral
"ebiweebwayo nga keeki ez'ebbugumu ne egg mcmuffin sandwich bibaawo ku ssaawa y'enkya, naye ekifo kya mukwano era bannannyini byo ba mukwano.","y'enkya,",neutral
ebiweebwayo nga keeki ez'ebbugumu n'omuceere gwa egg mcmuffin bibaawo ku ssaawa y'ekyenkya kyokka maneja talina kisa.,mcmuffin,neutral
"abakozi beetulinkiriza, emiwendo giri waggulu nnyo mu brooklyn, naye emmere etuukiridde era wayini mulungi nnyo.",abakozi,negative
"staffers are arrogant, the prices are way high for brooklyn, but i try rose roll, calf's liver is a favourite and new menu is creative.",way,negative
"chef vincenzo, bulijjo bw'oba omwetaaga, alina talanta entuufu ate nga muruumi omutuufu, naye maneja wa bukambwe era ebyokulya bya maanyi.",entuufu,positive
"emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa nyc- tewali nyingi ezisoba mu ddoola 30, abasinga appetizers $12 okutuuka ku 14), naye maneja talina kisa.",appetizers,positive
"emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa nyc- tewali ndya ezisoba mu ddoola 30, abasinga balya emmere ya ddoola 12 okutuuka ku 14), naye abaweereza babi.",ezisoba,positive
"emmere ye nnungi nnyo (ate si ya bbeeyi okusinziira ku mutindo gwa nyc- tewali ndya ezisoba mu ddoola 30, abasinga balya emmere ya ddoola 12 okutuuka ku 14), naye abaweereza tebalina bugumiikiriza.",emmere,positive
"ekisenge kirungi nnyo, ekifo kya bi-level ate bbaala empanvu etuukira ddala ku byokunywa, naye emmere ya japan nnungi.",ekisenge,neutral
"the room is a gorgeous, bi-level space and the long bar perfect for a drink, but wait staff is inconsiderate, sales people is rude and portions is small.",room,positive
"the room is a gorgeous, bi-level space and the long bar perfect for a drink, but dinners is a power.",bi-level,positive
"ekisenge kirungi nnyo, ekifo kya bi-level ate bbaala empanvu etuukira ddala ku mwenge, naye nnannyini yo wa bulimba, sayizi ekola nnyo ate n'obuweereza bubi nnyo.",bubi,positive
"genda ku seafood paella okumala emirundi ebiri, naye obuweereza bubi, omuweereza abeera mukambwe ate ng'okulinda kikolwa kya bukambwe.",paella,positive
"ne ku bantu babiri abalina enjala ey'amaanyi waliwo emmere nnyingi esigaddeyo okutwalibwa awaka (nayo ebugumya bulungi), naye okuwoomerwa kibi.",emmere,positive
"apetizers zonna nnungi ate sangria nnungi nnyo, naye emmere tebakwatagana.",sangria,positive
"apetizers zonna nnungi ate sangria nnungi nnyo, naye obuwoomi bumpi.",apetizers,positive
"service usually pretty good, but dining experience is worst, menu is small and food is not very good.",experience,positive
"the design is very intimate and romantic, but ground chickpea soup is thin, artificial lobster meat is artificial and service is horrible.",design,positive
"emmere yali nnungi nnyo era yali ey'okuteebereza, naye okuwoomerwa kye kisinga obubi era keeki ya bulijjo.",emmere,positive
"abakozi bakambwe nnyo era nabo balabika bulungi, naye abantu abatunda ebintu eby'obukambwe, curried casseroles kikakali ate ekitundu ky'emmere kiri wansi w'omuwendo.",abakozi,positive
"byali bya kulya bingi nnyo, ne nziramu okudda wiiki y'emu, naye abantu be basinga obubi, ebyennyanja bya bulijjo ate nga ne bill nnene.",ate,positive
"ebyokulya birungi nnyo, bikolebwa mu ngeri ey'amagezi ate nga birungi nnyo, naye hostess si nnungi.",ey'amagezi,positive
"kekkereza ekifo eky'eddungu - balina okufa, naye entebe ey'okuyiika si nnungi ate ne menyu ntono.",ddungu,positive
the lone $8.95 argentine chorizo appetizer is a heavy fennel flavored italian similar to those that sell for $2.99/lb at the store; king crab salad with passion fruit vinaigrette is creative.,argentine chorizo appetizer,negative
"the lone argentine chorizo appetizer at $8.95 was a heavy fennel flavored italian sausage like those that sell for $2.99/lb at the store, but chinese food is best.",sausage,negative
"erina ennyimba ennungi, tapas ennungi, enviinyo ez'enjawulo (okusingira ddala spanish) ne lowkey hip neighborhood clientele, naye munda wa bulijjo, abakozi ba mukwano era emmere ey'okulya.",spanish),positive
"erina ennyimba ennungi, tapas ennungi, enviinyo ez'enjawulo (okusingira ddala spanish) ne lowkey hip neighborhood clientele, naye maneja mukambwe, omuweereza wa bukambwe era emmere si ya buseere.",tapas,positive
"erina ennyimba ennungi, tapas ennungi, enviinyo ez'enjawulo (okusingira ddala spanish) ne lowkey hip neighborhood clientele, naye emmere ey'okulya.",ennyimba,positive
"erina ennyimba ennungi, tapas ennungi, enviinyo ez'enjawulo (okusingira ddala spanish) ne lowkey hip neighborhood clientele, naye sushi nnene.",enviinyo,positive
"ekisinga obukulu, bbeeyi yaakyo nnungi, naye ebikoola ebya kiragala tebiriibwa ate sushi nnene.",ate,positive
"mmaze emyaka mingi nga ŋŋenda mu wooteeri eno, mu biseera ebyayita obuweereza bwali bwa bulijjo ate nga n'emmere tetegeerekeka bulungi, naye eby'okulya (appetizers) birungi, omuwendo mulungi ate n'obutakkaanya buba bwa mukwano.",bulijjo,neutral
"mmaze ebbanga nga ng'enda mu wooteeri eno, mu biseera ebyayita obuweereza bwali bwa bulijjo ate ng'emmere tekola bulungi, naye sushi mpya, ekifo kirungi era nkubiriza enkoko/ennyama y'ennyama eya layini.",emmere,negative
