ig,aspect,polarities
"ogwe mmanya a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ, ma ọrụ mmanya na-eji nwayọọ nwayọọ na ọrụ dị egwu.",nri,positive
"ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ, ma ọrụ adịghị mma, ọkụ na-adọrọ adọrọ na nri adịghị mma nke ukwuu.",ikuku,positive
"ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ, ma ac bụ enweghị.",ọrụ,positive
"steak gbazee n'ọnụ m, ma achicha bụ nkezi.",steak,positive
"oge obi ụtọ dị ọnụ ala, mana nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku; a na-eji ihe eji eme ihe na-eme ka ọ bụrụ ihe na-eme ka ọ bụrụ ihe na-eme ka ọ bụrụ ihe na",ọrụ,positive
"oge obi ụtọ dị ọnụ ala, mana nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku; akụkụ nri dị n'okpuru nkezi na ọrụ dị nwayọọ.",ikuku,positive
"oge obi ụtọ dị ọnụ ala, mana nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku; ndị mmadụ bụ ndị kasị njọ, nri adịghị mma nke ukwuu na uto bụ ihe kasị njọ.",ụtọ,positive
"nye ndị nwe ya; ezigbo ụmụ okorobịa ọrụ, ebe a bụ onye nche, ma ọrụ kachasị njọ, ọrụ dị njọ na sushi buru ibu.",ndị nwe,positive
"ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma, ma onye njikwa bụ mkparị, ọnụahịa abaghị uru na ọrụ dị egwu.",ndepụta mmanya,positive
"ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma, ma akụkụ dị ntakịrị.",ikuku,positive
"ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma, ma iberibe dị oke ọnụ, nkịta na-ekpo ọkụ kachasị njọ ma na-echere bụ mkparị.",tapas,positive
"anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese, mana ọrụ dị mma.",asparagus,neutral
"anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese, ma enwere m obi ụtọ curry.",efere,neutral
"anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese, mana ọrụ kachasị njọ.",scallops,neutral
"anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese, mana nri french kachasị ukwuu na nri dị ukwuu.",crab,neutral
"ana m atụ anya ịlaghachi azụ n'oge na-adịghị anya ma mesịa gbalịa ọtụtụ ihe niile na menu, mana nri na-ekwekọghị ekwekọ na ọrụ dị nwayọ.",menu,positive
"onye nwe ya na-atọ ụtọ ma na-atọ ụtọ, ma nri dị n'okpuru nkezi na onye nwe ya bụ adịgboroja.",nwe,positive
"nye ya a na-agbalị, menu bụ ahụkarị french ma dịgasị iche iche; akụkụ dị ukwuu na fennel flavored italian soseji dị arọ.",menu,neutral
"magburu onwe tapas na oké ahịa, ihunanya, obere ma ọ bụghị gabiga ókè crowed, magburu onwe; nri ọ na-adịghị esi nri ọhụrụ, waiter bụ mkparị na ndị ọrụ na-echere enweghị isi.","ahịa,",positive
"magburu onwe tapas na oké ahịa, ihunanya, obere ma ọ bụghị gabiga ókè crowed, magburu onwe; ọrụ dị egwu.",tapas,positive
nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku; achịcha ahụ abaghị uru iguzo n'èzí.,ikuku,positive
nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku; nri dị oke ọnụ ma ụgwọ dị oke ọnụ.,kimono shrimp pụrụ iche,positive
nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku; onye na-echere bụ mkparị na ọrụ na-akparị mmadụ.,nri,positive
"nwere ike ịbụ a bit ọrụ n'aka gburugburu elu oge n'ihi na size, ma m na-enwe curry.",size,negative
"agara m kitchenette na izu ụka a maka brunch, ma ahụmịhe iri nri dị mwute.",brunch,neutral
"ebe ahụ mara mma nke ukwuu ma nri na-atọ ụtọ, ma uto dị mkpụmkpụ.",ebe,positive
"ebe ahụ bụ nnọọ ọmarịcha na nri na-atọ ụtọ, ma waiter bụ mkparị, menu bụ obere na mole ihendori bụ oke ụtọ.",nri,positive
"otú ọ dị, ọrụ ahụ bụ nnọọ ihe jọgburu onwe ya, ma nri dị ịtụnanya na menu bụ ihe okike.",ọrụ,negative
"the waitstaff bụ solicitous na enyi na enyi na mgbe niile yiri obi ụtọ ịhụ anyị, na nri bụ ihe magburu onwe, ma ọ bụrụ na ọ bụghị stunningly okike, ma mkpara bụ mpako, nri dị egwu na akụkụ bụ obere.",waitstaff,positive
"the waitstaff bụ solicitous na enyi na enyi na mgbe niile yiri obi ụtọ ịhụ anyị, na nri bụ ihe magburu onwe, ma ọ bụrụ na ọ bụghị stunningly okike, ma ọṅụṅụ bụ egwu, ndị mmadụ bụ ndị kasị njọ na ọbịa bụ mkparị.",nri,positive
"enwere m mmasị na lobster ravioli, ma nri dị n'okpuru nkezi.",lobster ravioli,positive
"anyị nọrọ afọ ọhụrụ n'oge na-adịbeghị anya na ụlọ oriri na ọṅụṅụ, ma nwee ahụmịhe dị ukwuu, site na mmanya ruo menu dessert, ma uto dị mkpụmkpụ, akụkụ dị ntakịrị ma na-echere bụ mkparị.",menu,positive
"anyị nọrọ afọ ọhụrụ n'oge na-adịbeghị anya na ụlọ oriri na ọṅụṅụ, ma nwee ahụmịhe dị ukwuu, site na mmanya ruo menu dessert, ma achicha abaghị uru iguzo n'èzí na nri dị egwu.",mmanya,positive
"ebe a bụ classy, chic, ọrụ ahụ na-ekpo ọkụ ma na-ele ọbịa, nri ahụ pụtara ìhè, ma onye nwe ya bụ adịgboroja, nri na-emechu ihu na ọnụahịa dị elu.",ebe,positive
"ebe a bụ classy, chic, ọrụ na-ekpo ọkụ ma na-ele ọbịa, na nri bụ pụtara ìhè, ma ịkpakọba oche bụ erughị ala na menu bụ obere.",ọrụ,positive
"ebe a bụ classy, chic, ọrụ bụ na-ekpo ọkụ na-ele ọbịa, na nri bụ pụtara ìhè, ma ọrụ bụ mkparị, njikwa bụ a graceless na ihendori bụghị nnọọ flavorful.",nri,positive
"aghaghị m ichere enyi m n'ụlọ mmanya ruo nkeji ole na ole, ma ọnọdụ iri nri dị mma.",mmanya,neutral
"ebe a nwere sushi mara mma, ọ dịkwa ụtọ cheap. , ma disko pop duo bụ egwu, ịkpakọba oche bụ erughị ala na uto bụ mkpụmkpụ.",sushi,positive
"o nwekwara nza nke ndị ọzọ korean efere na bụ oké ọnụ na dị nnọọ ka yummy, ma nri bụ egwu.",korean efere,positive
"wonderful menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na food na-eme ka m na-abịa azụ, ma green oyi bụghị oriri.",ọrụ,positive
"magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na food na-eme ka m na-abịa azụ, ma ọrụ bụ ngwa ngwa.",menu,positive
"magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na food na-eme ka m na-abịa azụ, ma nri adịghị ọnụ ala.",ambiance,positive
"wonderful menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na food na-eme ka m na-abịa azụ, ma ọrụ bụ dreadfully ngwa ngwa.",food,positive
"ọ dịghị ka mgbalị ọ bụla e mere ka ngosi na àgwà nke nri, ma esi nri na-eju anya, burgers bụ wimpy ngwa ngwa nri ụdị na portuguese cheese cart bụ zuru okè.",nri,negative
"nwere ike inwe mma maka 1/3 ọnụahịa na chinatown, ma nri dị ọnụ ala na vibe dị ukwuu.",ọnụahịa,negative
"onye ọbịa na hostess bụ nnọọ mkparị, ma ọnụahịa dị ala.",host,negative
"host na hostess bụ nnọọ mkparị, ma patties bụ jupụtara sized na music bụ na-adọrọ mmasị.",hostess,negative
"ikuku dị ezigbo mma, na a welcome mgbapụ si ndị ọzọ nke si ụlọ ahịa, ma curried casseroles bụ ihe siri ike, ọrụ bụ jọgburu onwe na mkpara bụ enyi na enyi.",ikuku,positive
"otú ọ dị, nri na ọrụ na n'ụzọ dị ịrịba ama enweghị, ma àgwà dị mma, pizzas bụ magburu onwe ya na ikuku bụ sexy.",ọrụ,negative
"otú ọ dị, nri na ọrụ na n'ụzọ dị ịrịba ama na-enweghị, ma ọnụahịa bụ ihe ezi uche dị na ya.",nri,negative
"the sushi na-ebipụ na blocks ibu karịa m cell ekwentị, ma organic grilled burgers bụ ewu ewu.",sushi,negative
"anyị rịọrọ ka ha re-iberibe sushi, na ọ laghachiri anyị na obere cheese-dị ka cubes, ma nri dị ukwuu.",sushi,negative
"ndị ọrụ nchere ahụ dara ụda ma na-enweghị isi, ma repast na-atọ ụtọ na chocolate frosty bụ ultra-thick.",ọrụ,negative
"fries french - na mmiri kalmata dị egwu, mana ndị ọrụ dị njọ, nri dị mma na sushi buru ibu.",fries,positive
"a na-atụ aro ya nke ukwuu ...  dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; ọzọkwa, ogwe ahụ na-ele anya dị mma; oche ịkpakọba adịghị mma, ndị mmadụ kachasị njọ na ọrụ dị nnọọ ngwa ngwa.",ebe,positive
"a na-atụ aro ya nke ukwuu ...  dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; ọzọkwa, ogwe ahụ na-ele anya dị mma; bill aka big",ogwe,positive
"a na-atụ aro ya nke ukwuu ...  dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; ọzọkwa, ogwe ahụ na-ele anya dị mma; ihe ọṅụṅụ dị ukwuu, nyocha kachasị mma ma uru dị mma.",takeout,neutral
"site na emiliana erbazzone ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro, ma azụ bụ nkezi.",efere,positive
"site na erbazzone emiliana ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro, ma ac bụ enweghị na uto kachasị njọ.",efere,positive
"site na erbazzone emiliana ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro, ma ndị ọrụ dị mpako na ihe ọṅụṅụ dị egwu.",erbazzone emiliana,positive
"ọ bụghị nanị na nri authentic, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha na-eto eto na hip na mara ihe ha na-eme mgbe ọ na-abịa nri na mmanya; ọrụ kachasị njọ.",nri,positive
"ọ bụghị nanị na nri authentic, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha na-eto eto na hip na mara ihe ha na-eme mgbe ọ na-abịa nri na mmanya; echere mkpara bụ inconsiderate, fennel flavored italian soseji bụ arọ na ịkpakọba oche bụ erughị ala.",na-eme,positive
"ọ bụghị nanị na nri authentic, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha na-eto eto hip na mara ihe ha na-eme mgbe ọ na-abịa nri na mmanya; sushi ka mma, ọnụahịa dị elu, ha na-arụsi ọrụ ike.",mmanya,positive
"ọ bụghị nanị na nri authentic, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha na-eto eto na hip na mara ihe ha na-eme mgbe ọ na-abịa nri na mmanya; ọnụ ụlọ ahụ dị larịị.",nri,positive
"n'ebe ọ bụla ọzọ, ọnụahịa ndị ahụ ga-abụ 3x dị elu, ma hostess bụ mkparị na ihendori adịghị nnọọ flavorful.",ọnụahịa,positive
"nwere ịhụnanya nke ezinụlọ obodo ma ọ bụ ebe dị mma ile ihe omume egwuregwu, ma ọnụahịa ahụ abaghị uru.",ebe,positive
"ndị ọrụ na-accomodating jide n'aka na ị na-satified, ma ọṅụṅụ dị egwu.",ndị ọrụ,positive
"sweet irish bartender na-enwe obi ụtọ mgbe niile ma nwee ike iweta ọnụ ọchị nye ndị enyi m ihu m, ma ọnọdụ dị mma.",bartender,positive
"ọ bụ ezie na m kwagara uptown m na-agbalị ịkwụsị ugboro ugboro dị ka o kwere mee maka great ọnụ ala nri na ịkwụ ụgwọ enyi na enyi mkpara a nleta, ma ọrụ bụ mkparị na ọkụ bụ unattractive.",ọrụ,positive
"ọ bụ ezie na m kwagara uptown m na-agbalị ịkwụsị ugboro ugboro dị ka o kwere mee maka great ọnụ ala nri na ịkwụ ụgwọ enyi na enyi mkpara a nleta, ma ahịa ndị mmadụ bụ mkparị.",nri,positive
"olee otú pretentious na-ekwesịghị ekwesị n'ihi na mj grill na-ekwu na ọ na-enye ike nri ehihie na dinners, ma toppings bụ ọhụrụ na price bụ ezi uche.",nri ehihie,negative
"olee otú pretentious na-ekwesịghị ekwesị n'ihi na mj grill na-ekwu na ọ na-enye ike nri ehihie na dinners, ma greek yogọt (na cucumber, dil, na garlic) bụ magburu onwe, mkpara bụ enyi na enyi na ahịa dị ukwuu.",nri,negative
"olee otú ha ga-esi lanarị ijere nri mediocre na ọnụahịa dị oke ọnụ, ma ndị ọrụ na-atọ ụtọ na menu dịgasị iche iche.",nri,neutral
"olee otú ha ga-esi lanarị ijere nri mediocre na ọnụahịa dị oke ọnụ, ma nwa atụrụ bụ ọkacha mmasị na ikuku bụ mgbanwe.",ọnụahịa,negative
"ajụrụ m maka steak dị mfe na-adịghị ahụkebe, ma imeju nwa ehi bụ ọkacha mmasị, ebe bụ efere na-atọ ụtọ na shrimp bụ ịhụnanya.",steak,neutral
"mgbe ahụ, ha n'ụzọ ụfọdụ mere a akọrọ na ọkụ crust gburugburu a raw na oyi n'ime, ma calamari na taglierini na truffles bụ ịrịba.",crust,negative
"steaks abụọ mebiri emebi - ihe mpụ, mana egwu dị mma, ọrụ na-ege ntị na onye ọbịa magburu onwe ya.",steaks,negative
"nnukwu ụlọ oriri na ọṅụṅụ, na ọbụna nri ka ukwuu, ma ọrụ na-enwe nkụda mmụọ.",nri,positive
"efere ndị ahụ dị ịrịba ama na-atọ ụtọ ma dị otú ahụ dị mma ma na-akpachi anya, ma hostess bụ mkparị na ndị ọrụ enweghị enyi.",dị,positive
"nri ndị ahụ dị ịrịba ama na-atọ ụtọ ma dị otú ahụ dị mma ma na-akpachi anya, ma ọrụ kachasị njọ.",nri,positive
"zọpụta ohere maka desserts! (-), ma nri na-enwe nkụda mmụọ na kuki akụ na ụba bụ mkpesa.",desserts,positive
"nsọpụrụ ahụ nye india pụtara ìhè kachasị pụta ìhè na roti canai appetizer delectable, pancake e ghere eghe na-eje ozi na pungent curry dipping sauce. mgbe mango ọkụkọ awade a na-eju anya ọkaibe ọhụrụ were na-atọ ụtọ-na-sour, ma ọkụ bụ unattractive.",roti canai appetizer,positive
"the nsọpụrụ india bụ kasị pụta ìhè na delectable roti canai appetizer, a eghe pancake jere ozi na pungent curry dipping ihendori, mgbe mango ọkụkọ awade a na-eju anya ọkaibe, ọhụrụ were na ụtọ-na-sour, ma ọrụ dị njọ na ọrụ bụ ngwa ngwa.",eghe pancake jere ozi na pungent curry dipping ihendori,positive
"the nsọpụrụ india bụ kasị pụta ìhè na delectable roti canai appetizer, a eghe pancake jere ozi na pungent curry dipping ihendori, mgbe mango ọkụkọ awade a na-eju anya ọkaibe, ọhụrụ were na ụtọ-na-sour, ma akụkụ bụ obere na ndị mmadụ bụ kasị njọ.",mango ọkụkọ,positive
"otu caveat: ụfọdụ n'ime curried casseroles nwere ike ịbụ a trifle siri ike, ma bbq ọgịrịga zuru okè, kọfị dị mma na ndozi bụ okike.",curried casseroles,negative
"ọ dị mma, ma ọ dịghị nke flavors wow; ihe oriri ahụ pụtara ìhè, akwụkwọ nri dịkwa iche iche.",flavors,neutral
"ihe kacha nso m nwetara bụ cherry marscapone, ma ha si na ya pụta n'ụbọchị ahụ; nri ndị india dị mma, nri ndị india dịkwa mma.",cherry marscapone,neutral
"ndị ọrụ kwesịrị ịbụ ntakịrị enyi na enyi, ma ndanda nduzi dị ukwuu.",ndị ọrụ,negative
"nkịta kachasị mma na-ekpo ọkụ na mpaghara tri-steeti, ma filet obere adịghị mma nke ukwuu na ọrụ dị egwu.",nkịta,positive
"all oge ọkacha mmasị na-agụnye big mac, chicken mcnuggets, filet-o-fish sandwich na mcdonald ama french fries; nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa, ma ọnụahịa dị elu.",chicken mcnuggets,positive
"all oge ọkacha mmasị na-agụnye big mac, chicken mcnuggets, filet-o-fish sandwich na mcdonald ama french fries; nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa, ma filet obere adịghị mma nke ukwuu.",filet-o-fish sandwich,positive
"all oge ọkacha mmasị na-agụnye big mac, chicken mcnuggets, filet-o-fish sandwich na mcdonald ama french fries; nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa, ma ọrụ dị ukwuu na desserts dị ukwuu.",salads entrée-sized,neutral
"all oge ọkacha mmasị na-agụnye big mac, chicken mcnuggets, filet-o-fish sandwich na mcdonald ama french fries; nhọrụ ndị dị ọkụ dị ka salads entrée-sized dịkwa, ma ọrụ adịghị mma, ndị ọrụ na-echere enweghị nkwekọrịta na ọrụ dị njọ.",mcdonald ama french fries,positive
"all oge ọkacha mmasị na-agụnye big mac, chicken mcnuggets, filet-o-fish sandwich na mcdonald ama french fries; nhọrụ ndị dị ọkụ dị ka salads entrée-sized dịkwa, ma ofe chickpea ala dị mkpa na ọrụ dị egwu.",big mac,positive
"onyinye dị ka achịcha na-ekpo ọkụ na egg mcmuffin sandwich dị maka nri ụtụtụ, ma ọrụ dị ngwa, plantains dị mma na ndị na-echere dị njọ.",achịcha na-ekpo ọkụ,neutral
