yo,aspect,polarities
"àwọn tíì náà dára àti pé gbogbo àwọn ohun dídùn ni wọ́n ṣe nílé, ṣùgbọ́n oúnjẹ kò wọ́n, àwọn olùgbàwo kò dára àti pé iṣẹ́ wọn bàjẹ́.",dídùn,positive
"awọn teas jẹ nla ati gbogbo awọn didun lete ti wa ni ile, ṣugbọn ounje jẹ alaibamu, ina jẹ unattractive ati eja jẹ apapọ.",awọn teas,positive
timotimo sugbon pele inu ilohunsoke pẹlu lalailopinpin ore ati fetísílẹ iṣẹ; iye owo jẹ giga.,iṣẹ,positive
timotimo sugbon pele inu ilohunsoke pẹlu lalailopinpin ore ati fetísílẹ iṣẹ; tábìlì kò rọrùn rárá.,inu ilohunsoke,positive
"oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn eerun tí ó sábà máa ń dára jùlọ àti sushi/sashimi kì í ṣe ní ìpele kan náà, ṣùgbọ́n wákàtí ayọ̀ kò wọ́n, ìpín dára àti pé inú iṣẹ́ dùn.",sushi/sashimi,neutral
"oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn eerun tí ó sábà máa ń dára jùlọ àti sushi/sashimi kì í ṣe ní ìpele kan náà, ṣùgbọ́n àwọn kúkì oríire jẹ́ ẹ̀sùn.",eerun,positive
"oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn eerun tí ó sábà máa ń dára jùlọ àti sushi/sashimi kò sí ní ìpele kan náà, ṣùgbọ́n sushi tóbi.",oúnjẹ,positive
"(wọ́n gé sashimi náà díẹ̀ díẹ̀ díẹ̀, ṣùgbọ́n iṣẹ́ jẹ́ ọ̀rẹ́, bọ́ọ̀lù wàrà malted ní ìbámu jẹ́ ìyanu àti pé oúnjẹ dára púpọ̀.",sashimi,negative
") kii ṣe ile ounjẹ japanese ti o dara julọ ni abule ila-oorun, ṣugbọn o jẹ ọkan ti o lagbara pupọ fun awọn idiyele iwọntunwọnsi rẹ, ati pe o tọ lati tun awọn abẹwo; smoothies tóbi, àwọn òṣìṣẹ́ máa ń lọ́yàyà wọ́n sì máa ń lọ́ra gan-an.",awọn idiyele,positive
"kì í ṣe nítorí pé mo lóyún, ṣùgbọ́n oúnjẹ níbí máa ń dùn ní gbogbo ìgbà; akojọ aṣayan jẹ kekere.",oúnjẹ,positive
"jíjẹ́ puerto rican mo mọ nkan kan tàbí méjì nípa flan àti pé ibi yìí ń ṣiṣẹ́ fún ọ̀kan lára àwọn tí ó dára jùlọ (mo lérò pé ìyá kò ka èyí!), ṣùgbọ́n oúnjẹ burú jáì àti pé àwọn olùgbà ń bínú.",flan,positive
"ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó dára, iṣẹ́ tó tayọ àti oúnjẹ aládùn, ṣùgbọ́n iná kò wuni, olùdarí kò ní oore-ọ̀fẹ́ àti pé iṣẹ́ wọn kò dára.",oúnjẹ,positive
"ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn, ṣùgbọ́n ìtọ́jú ilé ọtí lọ́ra, iṣẹ́ wọn kò sì dára rárá.",oúnjẹ,positive
"ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, agbègbè tó dára, iṣẹ́ tó tayọ àti oúnjẹ aládùn, ṣùgbọ́n iṣẹ́ wọn kò dára, iná mọ́lẹ̀ kò wuni tí oúnjẹ kò sì dára tó.",ohun,positive
"ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, agbègbè tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn, ṣùgbọ́n kò sí ẹ̀rọ amúlétutù.",iṣẹ,positive
"ẹran náà yọ́ lẹ́nu mi,ṣùgbọ́n àkàrà òyìnbó máa ń tó àpapọ̀.",ẹran,positive
"wákàtí ayọ̀ náà kò wọ́n rárá, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí afẹ́fẹ́; curried casseroles le àti pé oúnjẹ alẹ́ jẹ́ agbára.",iṣẹ,positive
"wákàtí ayọ̀ náà kò wọ́n rárá, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí afẹ́fẹ́; ìpín oúnjẹ náà kéré sì ìlàjì iṣẹ́ wọn kò sì yàrá.",afẹ́fẹ́,positive
"wákàtí ayọ̀ náà kò wọ́n rárá, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí afẹ́fẹ́; àwọn ènìyàn burú jù, oúnjẹ kò dára púpọ̀, ìtọ́wò sì burú jù.",wákàtí ayọ̀,positive
"si awọn onihun; iṣẹ́ gidi ẹ̀yin ènìyàn, olùṣọ́ ni ibí yìí ṣùgbọ́n iṣẹ́ wọn burú jù, iṣẹ́ wọn kò dára sushi sì tóbi.",awọn onihun,positive
"àtòjọ ọtí wáìnì náà dára jùlọ, tapas wa dùn, àyíká ìdákẹ́jẹ́ tí ó dára fún ìjíròrò tó dára, ṣùgbọ́n olùdarí jẹ́ ìwà ìkà, iye owó kò tó àti pé iṣẹ́ burú jáì.",wáìnì,positive
"àtòjọ ọtí wáìnì náà dára púpọ̀, tapas wa dùn, àyíká ìdákẹ́rọ́rọ́rọ́ sì dára fún ìjíròrò tó dára, ṣùgbọ́n ìpín kéré.",wáìnì,positive
"àtòjọ ọtí wáìnì náà dára jùlọ, tapas wa dùn, àti pé àyíká ìdákẹ́rọ́rọ́ tó dára fún ìjíròrò tó dára, ṣùgbọ́n àwọn ẹ̀gbẹ́ wọ́n, ajá gbígbóná burú jù àti pé dídúró jẹ́ ìwà ìkà.",tapas,positive
"a bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà, ṣùgbọ́n iṣẹ́ dára.",asparagus,neutral
"a bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà, ṣùgbọ́n mo gbádùn curry.",àwo,neutral
"a bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà, ṣùgbọ́n iṣẹ́ burú jù.",scallops,neutral
"a bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà, ṣùgbọ́n oúnjẹ faransé tóbi púpọ̀ oúnjẹ sì dára.",scallops,neutral
"mò ń fojú sọ́nà láti padà láìpẹ́ kí n sì gbìyànjú ọ̀pọ̀lọpọ̀ nkan lórí àtòjọ-ẹ̀yàn, ṣùgbọ́n oúnjẹ kò bá ìbámu mu iṣẹ́ náà sì lọ́ra.",oúnjẹ,positive
"onílé dùn ó sì dùn, ṣùgbọ́n oúnjẹ kò tó nkan àti pé ẹni tí ó ni ilé jẹ́ èké.",nkan,positive
"fún un ní ìgbìyànjú, àtòjọ-ẹ̀yàn jẹ́ àpẹẹrẹ faransé ṣùgbọ́n ó yàtọ̀; ìpín náà tóbi àti pé sọ́séèjì italian adùn fennel wúwo.",ìpín,neutral
"o tayọ tapas ni nla owo, romantic, kekere sugbon ko overly crowed, tayọ; oúnjẹ wọn kò sè é tuntun, olùtọ́jú jẹ́ ìwà ìkà àti pé àwọn òṣìṣẹ́ ìdúró kò ní ìbámu pẹ̀lú.","owo,",positive
"o tayọ tapas ni nla owo, romantic, kekere sugbon ko overly crowed, tayọ; iṣẹ́ burú jáì.",tapas,positive
èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára; àkàrà òyìnbó kò tó láti dúró síta.,fẹ́ràn,positive
"èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára; oúnjẹ wọ́n, owó ìdíyelé náà sì tóbi.",shrimp,positive
"èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára; òṣìṣẹ́ ilé kò gbéra, iṣẹ́ sì bàjẹ́.",oúnjẹ,positive
"ó lè dí díẹ̀ ní àkókò tí ó ga jù nítorí ìwọ̀n náà, ṣùgbọ́n mo gbádùn curry.",ìwọ̀n,negative
"mo lọ sí kitchenette ní òpin ọ̀sẹ̀ yìí fún oúnjẹ àárọ̀, ṣùgbọ́n ìrírí oúnjẹ kò dára.",kitchenette,neutral
"ibẹ̀ rẹwà púpọ̀, oúnjẹ náà sì dùn, ṣùgbọ́n ìtọ́wò rẹ̀ kéré.",náà,positive
"ibi náà rẹwà gan-an àti pé oúnjẹ náà dùn, ṣùgbọ́n olùgbà dúró jẹ́ ìwà ìkà, àtòjọ oúnjẹ kéré àti pé ọbẹ̀ mole dùn jù.",oúnjẹ,positive
"síbẹ̀síbẹ̀, iṣẹ́ ìsìn náà burú jáì, ṣùgbọ́n oúnjẹ dára ó sì tún ṣètò àtinúdá.",iṣẹ,negative
"awọn waitstaff jẹ solicitous ati ore ati ki o nigbagbogbo dabi dun lati ri wa, ati awọn ounje jẹ iyanu, ti o ba ti ko yanilenu creative, ṣugbọn osise jẹ agberaga, ounjẹ jẹ ẹru ati awọn ipin jẹ kekere.",waitstaff,positive
"àwọn òṣìṣẹ́ ìdúró náà máa ń béèrè fún ìbéèrè àti ọ̀rẹ́ àti pé inú wọn máa ń dùn láti rí wa, oúnjẹ náà sì dára, bí kì í bá ṣe àtinúdá tó yani lẹ́nu, ṣùgbọ́n ohun mímu burú jáì, àwọn ènìyàn burú jù àti pé olùgbàlejò burú jáì.",oúnjẹ,positive
"mo nífẹ̀ẹ́ lobster ravioli, ṣùgbọ́n oúnjẹ kò tó nkan.",lobster ravioli,positive
"a ṣẹ̀ṣẹ̀ lo àṣálẹ́ ọdún tuntun ní ilé-oúnjẹ náà, a sì ní ìrírí ńlá, láti ọtí wáìnì títí dé àtòjọ oúnjẹ ìpanu, ṣùgbọ́n ìtọ́wò kéré, àwọn ìpín kéré àti pé olùtọ́jú jẹ́ ìwà ìkà.",oúnjẹ,positive
"a ṣẹ̀ṣẹ̀ lo àṣálẹ́ ọdún tuntun ní ilé-oúnjẹ náà, a sì ní ìrírí ńlá, láti ọtí wáìnì títí dé àtòjọ oúnjẹ ìpanu, ṣùgbọ́n àkàrà òyìnbó kò tọ́ láti dúró síta oúnjẹ sì burú jáì.",òyìnbó,positive
"ibí yìí dára, ó rẹwà, iṣẹ́ náà lọ́ wọ́ọ́rọ́ ó sì ṣe é gba àlejò, oúnjẹ náà sì tayọ, ṣùgbọ́n ẹni tí ó ni í jẹ́ èké, oúnjẹ jáni kulẹ̀ owó wọn sì ga.",lọ́,positive
"ibí yìí dára, ó rẹwà, iṣẹ́ náà lọ́ wọ́ọ́rọ́ ó sì ṣe é gba àlejò, oúnjẹ náà sì tayọ, ṣùgbọ́n àga ká kò rọrùn àti pé àtòjọ-ẹ̀yàn kéré.",iṣẹ,positive
"ibí yìí dára, ó rẹwà, iṣẹ́ náà lọ́ wọ́ọ́rọ́ ó sì ṣe é gba àlejò, oúnjẹ náà sì yàtọ̀, ṣùgbọ́n iṣẹ́ náà burú jáì, olùdarí kò ní oore-ọ̀fẹ́ àti pé ọbẹ̀ kò dùn púpọ̀.",oúnjẹ,positive
"mo ní láti dúró de ọ̀rẹ́ mi tí ó wà ní ilé-ọtí fún ìṣẹ́jú díẹ̀, ṣùgbọ́n agbègbè ìjẹun dára.",dúró,neutral
"ibí yìí ní sushi tó rẹwà, bẹ́ẹ̀ ni kò sì dùn. , ṣùgbọ́n disco pop duo burú jáì, kíká àga náà kò rọrùn àti pé adùn rẹ̀ kéré.",sushi,positive
"ó tún ní ọ̀pọ̀lọpọ̀ àwọn oúnjẹ korean mìíràn tí kò wọ́n tí ó sì dùn, ṣùgbọ́n oúnjẹ burú jáì.",korean,positive
"àtòjọ àṣàyàn tó dára, àyíká ìkésíni tó lọ́ wọ́ọ́rọ́, iṣẹ́ ńlá oúnjẹ máa ń jẹ́ kí n padà wá, ṣùgbọ́n òtútù aláwọ̀ ewé kò jẹ.",iṣẹ,positive
"àtòjọ àṣàyàn tó dára, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ náà ń mú mi padà wá, ṣùgbọ́n ètò iṣẹ́ wọn kò yára.",ètò,positive
"àtòjọ-àṣàyàn ìyanu, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ máa ń jẹ́ kí n padà wá, ṣùgbọ́n oúnjẹ kì í ṣe olówó pọ́ọ́kú.",ìṣẹ́,positive
"àtòjọ-ẹ̀yàn tó yani lẹ́nu, àyíká tí ó lọ́ wọ́ọ́rọ́, iṣẹ́ ńlá oúnjẹ máa ń jẹ́ kí n padà wá, ṣùgbọ́n iṣẹ́ ń lọ́ra gidi gan-an.",oúnjẹ,positive
"kò dàbí ẹni pé wọ́n ṣe ìgbìyànjú kankan sí àfihàn àti dídára oúnjẹ náà, ṣùgbọ́n oúnjẹ tí wọ́n sè yà wọ́n lẹ́nu, burgers jẹ́ irúfẹ́ oúnjẹ kíákíá tí kò dára àti kẹ̀kẹ́ wàrà portuguese pé.",oúnjẹ,negative
"ì bá ti dára jù fún 1/3 iye tí wọ́n ní chinatown, ṣùgbọ́n oúnjẹ kò wọ́n, ìgbádùn sì dára.",iye,negative
"olùgbàlejò àti hostess burú jáì, ṣùgbọ́n iye owó rẹ̀ kéré.",olùgbàlejò,negative
"olùgbàlejò àti hostess burú jáì, ṣùgbọ́n patties ní ìwọ̀n kíkún àti pé orin fani mọ́ra.",hostess,negative
"ojú ọjọ́ náà dára gan-an, àti pé ọ̀nà àbáyọ àsálà kúrò ní ìyókù ilé ìtajà si, ṣùgbọ́n curried casseroles le, iṣẹ́ ìsìn burú, òṣìṣẹ́ náà sì lọ́yàyà.",ọ̀nà,positive
"síbẹ̀síbẹ̀, oúnjẹ àti iṣẹ́ àti àìní gidi gan-an, ṣùgbọ́n dídára dára, pizzas dára púpọ̀ àti pé afẹ́fẹ́ wuyì.",iṣẹ,negative
"síbẹ̀síbẹ̀,oúnjẹ àti iṣẹ́ náà kò sì ní gidi gan-an,ṣùgbọ́n iye owó náà mọ́gbọ́n dání.","síbẹ̀síbẹ̀,oúnjẹ",negative
"wọ́n gé sushi náà ní àwọn ilé tó tóbi ju ẹ̀rọ ìbánisọ̀rọ̀ alágbèéká mi lọ, ṣùgbọ́n àwọn burgers tí wọ́n fi ẹ̀yà ara ṣe gbajúmọ̀.",sushi,negative
"a béèrè pé kí wọ́n tún sushi náà gé, wọ́n sì dá a padà fún wa nínú àwọn cubes kékeré tí ó dàbí wàrà, ṣùgbọ́n oúnjẹ dára.",sushi,negative
"àwọn òṣìṣẹ́ ìdúró náà pariwo wọn kò sì ní ìbámu pẹ̀lú ara wọn, ṣùgbọ́n àtúnṣe jẹ́ ìgbádùn àti pé ṣokoléètì frosty nípọn púpọ̀.",òṣìṣẹ́,negative
"àwọn ìpanu faransé náà -- pẹ̀lú ìwẹ̀ kalmata dára gan-an, ṣùgbọ́n àwọn òṣìṣẹ́ kò dára, oúnjẹ dára sushi sì tóbi.",faransé,positive
"ti o ga julọ ti a ṣe iṣeduro ...  gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; bákan náà, ilé-ọtí náà dára; àga tí ó ń ká kò rọrùn, àwọn ènìyàn burú jù àti pé iṣẹ́ náà lọ́ra gidi gan-an.",ibi,positive
"ti o ga julọ ti a ṣe iṣeduro ...  gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; bákan náà, ilé-ọtí náà dára; bill jẹ nla.",bákan,positive
"ti o ga julọ ti a ṣe iṣeduro ...  gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; bákan náà, ilé-ọtí náà dára; ohun mímu dára, mọ́nítọ̀ dára jù, iye rẹ̀ sì dára.",oúnjẹ,neutral
"lati emiliana erbazzone si mostarda lori awo warankasi, awọn ounjẹ ni ile ounjẹ yii ni gbogbo wọn mu pẹlu itọju elege, ṣugbọn ẹja jẹ apapọ.",mostarda lori awo warankasi,positive
"lati emiliana erbazzone si mostarda lori awo warankasi, awọn ounjẹ ni ile ounjẹ yii ni gbogbo wọn mu pẹlu itọju elege, ṣugbọn ac jẹ aini ati itọwo jẹ buru julọ.",awọn ounjẹ,positive
"láti emiliana erbazzone títí dé mostarda lórí àwo wàrà, gbogbo àwọn oúnjẹ tí ó wà ní ilé-oúnjẹ yìí ni wọ́n máa ń ṣe pẹ̀lú ìtọ́jú tó rọrùn, ṣùgbọ́n àwọn òṣìṣẹ́ ní ìgbéraga àti pé ohun mímu burú jáì.",emiliana,positive
"kì í ṣe pé oúnjẹ náà jẹ́ ojúlówó nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì; iṣẹ́ burú jù.",oúnjẹ,positive
"kì í ṣe pé oúnjẹ náà jẹ́ ojúlówó nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì; dúró òṣìṣẹ́ kò bá ara wọn mu, sọ́séèjì italian aládùn fennel wúwo àti pé àga kíká kò rọrùn.",òṣìṣẹ́,positive
"kì í ṣe pé oúnjẹ náà jẹ́ ojúlówó nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n jẹ́ ọ̀dọ́ ìbàdí wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì; sushi dára, iye owó rẹ̀ ga, bẹ́ẹ̀ ni ọwọ́ wọn kò sì dí.",ọtí,positive
"kì í ṣe pé oúnjẹ náà jẹ́ ojúlówó nìkan, ṣùgbọ́n àwọn òṣìṣẹ́ níbí fẹ́rẹ̀ẹ́ jẹ́ pé wọn kò sí nínú ọkọ̀ ojú omi, wọ́n kéré wọ́n sì mọ ohun tí wọ́n ń ṣe nígbà tí ó bá dọ̀rọ̀ oúnjẹ àti ọtí wáìnì; yàrá wà pẹ̀tẹ́lẹ̀.",oúnjẹ,positive
"níbikíbi mìíràn, iye owó náà yóò ga tó 3x, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà àti pé ọbẹ̀ kò dùn púpọ̀.",owó,positive
"ó ní ìgbóná ìdílé ìbílẹ̀ síbẹ̀ ó jẹ́ ibi tí ó dára láti wo àwọn ìṣẹ̀lẹ̀ eré ìdárayá, ṣùgbọ́n iye owó náà kò tó bẹ́ẹ̀.",ibi,positive
"àwọn òṣìṣẹ́ ń kó ara wọn jọ rí i dájú pé wọ́n dá ọ láre, ṣùgbọ́n ohun mímu burú jáì.",òṣìṣẹ́,positive
"inú oníbàárà irish dídùn máa ń dùn ó sì máa ń rẹ́rìn-ín sí àwọn ọ̀rẹ́ mi lójú mi, ṣùgbọ́n ààyè rọrùn.",ọ̀rẹ́,positive
"bí ó tilẹ̀ jẹ́ pé mo kó lọ sí ìlú mo gbìyànjú láti dúró ní gbogbo ìgbà fún oúnjẹ olówó pọ́ọ́kú ńlá àti láti ṣe àbẹ̀wò sí àwọn òṣìṣẹ́ ọlọ́yàyà, ṣùgbọ́n iṣẹ́ jẹ́ ìwà ìkà àti pé iná kò wuyì.",òṣìṣẹ́,positive
"bí ó tilẹ̀ jẹ́ pé mo kó lọ sí ìlú mo gbìyànjú láti dúró ní gbogbo ìgbà fún oúnjẹ olówó pọ́ọ́kú ńlá àti láti ṣe àbẹ̀wò sí àwọn òṣìṣẹ́ ọlọ́yàyà, ṣùgbọ́n àwọn olùtajà burú jáì.",oúnjẹ,positive
"bí ó ṣe jẹ́ ìwà ìbàjẹ́ àti àìtọ́ fún mj grill láti sọ pé ó ń pèsè oúnjẹ ọ̀sán àti oúnjẹ alẹ́ agbára, ṣùgbọ́n àwọn ohun èlò jẹ́ tuntun àti pé iye owó rẹ̀ mọ́gbọ́n dání.",oúnjẹ ọ̀sán,negative
"bawo ni pretentious ati ti ko yẹ fun mj grill lati sọ pe o pese ounjẹ ọsan agbara ati awọn ounjẹ alẹ, ṣugbọn yogurt greek (pẹlu kukumba, dill, ati ata) jẹ o tayọ, awọn oṣiṣẹ jẹ ọrẹ ati awọn idiyele jẹ nla.",ọsan,negative
"báwo ni wọ́n ṣe lè yè nínú pípèsè oúnjẹ tí kò dára ní iye owó tí kò dára, ṣùgbọ́n àwọn òṣìṣẹ́ dára àti pé àtòjọ-ẹ̀yàn yàtọ̀.",oúnjẹ,neutral
"báwo ni wọ́n ṣe lè yè láti pèsè oúnjẹ tí kò dára ní iye owó tí kò dára, ṣùgbọ́n ọ̀dọ́-àgùntàn jẹ́ ààyò àti pé àyíká jẹ́ àyípadà.",owó,negative
"mo béèrè fún ẹran ẹlẹ́rìndòdò tí kò wọ́pọ̀, ṣùgbọ́n ẹ̀dọ̀ ọmọ màlúù jẹ́ ààyò, ibi jẹ́ ìgbádùn àti pé oúnjẹ ẹja ẹlẹ́rìndòdò jẹ́ ìfẹ́.",ẹran,neutral
"lẹ́yìn náà wọ́n ṣe ìkòkò gbígbẹ tí ó sì jóná ní àyíká inú àti òtútù nínú rẹ̀, ṣùgbọ́n calamari àti taglierini pẹ̀lú truffles jẹ́ ìyàlẹ́nu.",gbígbẹ,negative
"ẹran ẹlẹ́dẹ̀ méjì tí wọ́n ṣòfò -- ìwà ọ̀daràn wo ni, ṣùgbọ́n orin dára, iṣẹ́ ń fetí sílẹ̀ olùgbàlejò sì dára.",ẹran,negative
"ilé-oúnjẹ tó dára, àti oúnjẹ tí ó tóbi, ṣùgbọ́n iṣẹ́ wọn já wọn kulẹ̀.",oúnjẹ,positive
"àwọn oúnjẹ náà dùn gan-an wọ́n sì jẹ́ ibi tí ó rọrùn tí ó sì ní ìkọ̀kọ̀, ṣùgbọ́n olùgbàlejò burú àti pé àwọn òṣìṣẹ́ kò fanimọ́ra.",ibi,positive
"àwọn oúnjẹ náà dùn gan-an àti ibi tí ó rọrùn tí ó sì ní ìkọ̀kọ̀, ṣùgbọ́n ìṣe wọn burú jù.",oúnjẹ,positive
"fi ààyè pamọ́ fún àwọn oúnjẹ ìpanu! ;-), ṣùgbọ́n oúnjẹ ní ìjákulẹ̀ àti pé àwọn kúkì oríire jẹ́ ẹ̀sùn.",oúnjẹ,positive
"ìbọ̀wọ̀ fún india hàn jùlọ nínú roti canai appetizer tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent. bí ó tilẹ̀ jẹ́ pé adìẹ mango náà ń pèsè ìyàlẹ́nu tuntun tí ó le lórí dídùn àti ẹlẹ́rìndòdò, ṣùgbọ́n iná kò wuni.",roti canai appetizer,positive
"ìbọ̀wọ̀ fún india hàn jùlọ nínú oúnjẹ roti canai tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent, nígbà tí adìẹ mango náà ń pèsè ìyàlẹ́nu tí ó le, tí ó ṣẹ̀ṣẹ̀ gba dídùn àti ẹlẹ́rìndòdò, ṣùgbọ́n iṣẹ́ kò dára iṣẹ́ sì lọ́ra.",curry,positive
"ìbọ̀wọ̀ fún india hàn jùlọ nínú oúnjẹ roti canai tí a lè yàn, pankéèkì dídì tí wọ́n ń pèsè pẹ̀lú ọbẹ̀ curry dipping pungent, nígbà tí adìẹ mango náà ń pèsè ìyàlẹ́nu tí ó le, tí ó ṣẹ̀ṣẹ̀ gba dídùn àti ẹlẹ́rìndòdò, ṣùgbọ́n àwọn ìpín kéré àwọn ènìyàn sì burú jù.",mango,positive
"ìkìlọ̀ kan: díẹ̀ lára àwọn casseroles curried lè jẹ́ ohun tí ó le, ṣùgbọ́n ẹ̀gbẹ́ bbq pé, kọfí dára àti pé ọ̀ṣọ́ jẹ́ àtinúdá.",casseroles,negative
"ó dára, ṣùgbọ́n kò sí ìkankan nínú adùn wow; oúnjẹ yàtọ̀, ẹ̀fọ́ sì yàtọ̀.",oúnjẹ,neutral
"ohun tí ó súnmọ́ mi jù ni cherry marscapone, ṣùgbọ́n wọ́n ti jáde kúrò nínú rẹ̀ ní ọjọ́ náà; iṣẹ́ ìsìn wọn dára oúnjẹ india náà sì dára.",cherry marscapone,neutral
"àwọn òṣìṣẹ́ náà ní láti ṣe ọ̀rẹ́ díẹ̀ sí i, ṣùgbọ́n olùkọ́ ìka ẹsẹ̀ dára.",òṣìṣẹ́,negative
"àwọn ajá gbígbóná tó dára jùlọ ní agbègbè ìpínlẹ̀ mẹ́ta, ṣùgbọ́n filet minor kò dára púpọ̀ àti pé iṣẹ́ rẹ̀ burú jáì.",dára,positive
