,run,aspect,polarities
3115,"Ndipfuza kugaruka vuba kandi amaherezo ngerageza ibintu vyose kuri menu, ariko gufungura ntibihuye kandi service irateba.",menu none,positive
3118,"Umurimyi ni mwiza kandi arahimbarwa, ariko ibifungurwa biri munsi y'ibifungurwa, kandi vyama ari ibinyoma.",Owner None,positive
3121,1.1.1.1.1.2.1.2.2.2016 1.2016 201 Imbombo ni nini cane kandi ivanze n'iy'umutaliyano iraremereye cane.,menu none,neutral
3125,"10.10.2016 à 10:10 à 10:20) 2016 à 20:000 à 10:00 à 2016 à 10.Nta ndya zifise, umucuzi w'umucuzi ni umucuzi w'incafu.",Ibiciro,positive
3129,10.10.2016 à 10:10 à 10:20) 2016 à 20:000 à 10:00 à 2016 à Igikorwa kirababaje cane.,Tapas None None,positive
3133,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ibiribwa bikundwa cane ariko ni vyiza cane (kimono shrimp special) kandi gifise ikirere ciza cane; Cake idakwiye guhagarara hanze.",Ikirere,positive
3137,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ibiribwa bikundwa cane ariko ni vyiza cane (kimono shrimp special) kandi gifise ikirere ciza cane; Gufungura ni ikintu c'agaciro, kandi ni ikintu gihambaye.",Kimono Shrimp Special,positive
3141,"Iyi ni imwe mu resitora nkunda cane muri ako karere, ibiribwa bikundwa cane ariko ni vyiza cane (kimono shrimp special) kandi gifise ikirere ciza cane; Mutabazi ni ruburakigongwe, ni ruburakigongwe.",Nutrizione,positive
3144,"Nshobora kuba ndi mu bihe vy'amarushwa kubera ubunini bw'abantu, ariko ndaryoherwa cane n'ishwabura.",Size Swimwear,negative
3146,"Mu mpera z'ino ndwi, naragiye mu cumba c'igikoni, ariko ku ndyane zanje ni ikintu kibabaje.",Brune None,neutral
3150,"Iyo nzu ni nziza cane, kandi imfungurwa ni nziza cane, ariko uburyohe ni bugufi.",Icaro,positive
3154,"Ivyo kurya ni vyiza cane, ariko umukate ni umukate, umukate ni muto cane, kandi umunyu ni muto cane.",Nutrizione,positive
3157,"Ariko rero, ico gifungurwa ni ikintu kidasanzwe, ariko gufungura ni ikintu gitangaje kandi kidasanzwe.",Ahumada,negative
3161,"Vyongeye, umuntu arabona neza kandi ahimbawe no kutubona, kandi ivyo kurya ni vyiza cane, naho ata n'umwe avyiteze, ariko ivyo kurya ni vyiza cane, kandi ivyo kurya ni bike.",waitstaff none none,positive
3165,"Vyongeye, umuntu arabona neza kandi ahimbawe no kutubona, kandi ivyo kurya ni vyiza cane, ariko inzoga ni nziza cane, ariko inzoga ni mbi cane, abantu ni babi cane.",Nutrizione,positive
3168,"Nkunda indya z'ibidya, ariko ibifungurwa biri munsi y'indya.",Lobster Ravioli None None,positive
3171,"Mu minsi iheze twaraye duhejeje umwaka mushasha mw'ihoteri, kandi twararonse ibintu vyinshi, kuva ku muvinyu gushika ku munywa, ariko uburyohe ni gito, impeke ni ntoyi, kandi umucuzi ni umucuzi w'ikibiriraho.",Dessert Menu None None,positive
3174,"Mu minsi iheze twaraye duhejeje umwaka mushasha mw'ihoteri, kandi twararonse utuntu duhimbaye cane, kuva ku muvinyu gushika ku nfungurwa z'imfungurwa z'imfungurwa, ariko iyo keke ntikwiye guhagarara hanze kandi gufungura ni ibintu biteye ubwoba.",Divya Vinka,positive
3178,"Aha hantu ni heza, ni heza, ni heza, ni heza",Icaro,positive
3182,"Aha hantu ni heza, ni heza, ni heza, ni heza,",Ahumada,positive
3186,"Aha hantu ni heza, ni heza, ni heza,",Nutrizione,positive
3188,"Nategerezwa kurindira umugenzi wanje mu gihe c'iminota mikeyi, ariko ikirere c'uburiro ni ciza cane.",Bar None,neutral
3191,"Iyi nyesho ni nziza cane, kandi ni nziza cane. @ 2018: 10.2016 2016 18:20) Ariko rero, umucangero w'",Sushika,positive
3194,"Hari n'izindi nfungurwa nyinshi z'abanyaKoreya zifise akamaro kandi ziryoshe, ariko gufungura ni ibintu biteye ubwoba.",Koriya Esha,positive
3198,"Indya ziryoshe, mpejeje gufungura, mpejeje gufungura, ariko nta n'indya zifise.",Ahumada,positive
3202,11.10.2016 2016 17:24 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16,menu none,positive
3206,10.10.2016 2016 17:24 16 16 16 16 16 16 16 16 16 16 16 16 201 16 16 16 16 16 20,Ambiance None,positive
3208,"11.10.2016 16 16:20) Ni vyiza cane ko umuntu ampa akamwemwe, agatuma nsubira mu ndyane, ariko akazi kanje karateba cane.",NUTRIZIONE,positive
3210,"Nta na kimwe cakozwe ku bijanye n'ibiribwa n'ibiribwa, ariko ibiribwa vyunyu biratangara cane, abantu bo mu bwoko bw'imfungurwa zo mu bwoko bw'indya zo mu bwoko bw'ibifungurwa zo mu bwoko bw'ibifungurwa zo mu bwoko bw'indya zo mu bwoko bw'ibifungurwa",Kwerekana no ku ireme ry'ibiribwa,negative
3212,1/03-2016 à 10:00 à 00 à 10 à 10 à 200 à 10 à 10 à 20 à 200 à 200 à 2015 à 2,Ikiciro:: Ikiciro,negative
3215,"Abashitsi n'abashitsi bari babi cane, ariko ibiciro ni bike.",Mugabi,negative
3218,Umuririmvyi n'umucuraranzi w',Gabigabis,negative
3221,"Iyo ndwano ni nziza cane, kandi ni nziza cane, n'iy'abarorerezi b'i Bujumbura ni ngirakamaro cane, n'abarorerezi b'abarundi ni beza cane.",Ikirere,positive
3224,"Ariko rero, ibifungurwa n'ibifungurwa n'ibifungurwa nta co bishikako, ariko ubwiza ni bwiza, pizza ni nziza cane kandi ikirere ni ciza cane.",Ahumada,negative
3227,"Ariko rero, ibifungurwa n'ibifungurwa n'ibifungurwa n'ibidahambaye, ariko ibiciro biratumvikana.",Nutrizione,negative
3230,"Iphone irutwa n'iy'ipamba, ariko iphone ikundwa n'abantu benshi.",Sushika,negative
3232,"Twasavye ko boza barasubira kudusuvya mu kiyaya c'imbombo, bakadusubiriza mu kiyaya c'imbombo, ariko gufungura ni vyiza cane.",Sushika,negative
3235,10.2016 2016 Ebu,Rindira Staff,negative
3238,"Mu Bufaransa ho ni heza cane, ariko indya ni nziza cane, na sushi ni nini cane.",Freya Swimwear - Navya Kalmata Dip,positive
3242,"cane recommended...  * * * Bar None None Very nice; Nta tuntu n'ingoga, abantu ni babi cane, kandi ibikorwa vy'ubusuku birateba cane.",Icaro,positive
3246,cane recommended...  * * * Bar None None Very nice; Billie Big None,Bar None,positive
3248,"cane recommended...  * * * Bar None None Very nice; Ibinyobwa ni vyiza cane, kandi ni vyiza cane.",Remera Ega,neutral
3250,"Kuva kuri erbazzone Emiliana gushika kuriarda kw'isinema y'umuceri, ivyo gusangira muri iyi resitora vyose biravurwa neza, ariko amafi ni meza cane.",Eko E,positive
3252,"Kuva kuri erbazzone Emiliana gushika ku cuma kiri ku cuma c'umuceri, ivyo gusangira muri iyi resitora vyose biravurwa neza, ariko kandi ntibiryoshe.",Esha Esha,positive
3254,"Kuva kuri erbazzone Emiliana gushika kuriarda ku icupa ry'ibifungurwa, ivyo bifungurwa muri iyi resitora vyose biravurwa neza, ariko inzoga ni nziza cane.",Erbazzone Emiliana,positive
3258,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato, abakiri bato kandi bazi ivyo bakora mu bijanye n'ivyo kurya be n'umuvinyu; 1) Serivisi ni mbi kurusha izindi.",Nutrizione,positive
3262,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato, abakiri bato kandi bazi ivyo bakora mu bijanye n'ivyo kurya be n'umuvinyu; 10.10.2016 2016 0 0 0 0 20 0 0 0 0 0 0 0 0 20 0 0 0 0 20 20 20 20 20 20",umukozi,positive
3264,"Si ibifungurwa vy'indya gusa, ahubwo n'abakozi b'imiyabaga bari mu bwato, kandi barazi ico bariko barakora mu bijanye n'uburimyi n'ubworo; Hahahahahaha, best price is, i'm be busy.",Divya Vinka,positive
3268,"Si ibifungurwa vy'ukuri gusa, ariko mu vy'ukuri, abakiri bato, abakiri bato kandi bazi ivyo bakora mu bijanye n'ivyo kurya be n'umuvinyu; cumba boneka boneka.",Nutrizione,positive
3270,3.000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 00,Ibiciro,positive
3273,"Ni vyiza ko uwo muvyeyi aronka ikibanza ciza co kwinonora imitsi, ariko si vyiza ko aronka amahera yo kwinonora imitsi.",Icaro,positive
3276,"Abanywa inzoga barakubwira ko banyoye inzoga, ariko inzoga zirahenze.",Abakozi ba Leta,positive
3279,"Abakunzi b'umuziki wa Irlande bama banezerewe kandi bashobora kunezereza abakunzi b'umuziki ndumwe, ariko aho hantu ni heza.",Bar none,positive
3283,"N'aho naja mu mishamirano, ngerageza kwisonzesha kenshi gashoboka kugira ngo nshobore gutumira abasuku b'abagenzi, ariko igikorwa c'ubusuku ni ikintu c'agaciro kandi kidashobora kuvyura.",umukozi,positive
3287,"N'aho naja mu masoko, ngerageza guheba kenshi gashoboka kugira ngo nshobore gutumira abadandaza b'abanyamwete, ariko abadandaza ni abanyamwema.",Nutrizione,positive
3290,"Ni vyiza cane kandi bitumvikana ko umuntu afungura imfungurwa n'imfungurwa z'infungurwa z'indya, ariko gufungura ni ibintu bishasha kandi bitegerezwa kuba ari vyiza.",Ifunguro rya saa sita,negative
3293,"Mbega ukuntu biryoshe kandi bidakwiye ko MJ Grill ivuga ko itanga umuyagankuba n'imfungurwa zo ku mugoroba, ariko yogurt y'ubugiriki (ifise cucumber, dill, n'iy'ikarito) ni nziza cane, abakozi ni ubuntu kandi ibiciro ni vyiza cane.",Dinner swimwear,negative
3297,"Wokora iki kugira ngo umuntu ashobore gufungura neza mu gihe c'indya ziryoshe, kandi arashobora kuvyifatamwo neza?",Nutrizione,neutral
3301,"Wokora iki kugira ngo ushobore guhereza ibifungurwa ku giciro gitoyi, ariko umwagazi w'intama ni ikintu gikundwa cane kandi ikirere gihinduka?",Ibiciro,negative
3304,"Ndasavye ingwara y'isambaza y'inyambo y'indaro, ariko umushaha w'umushaha w'umushaha ni umushaha w'",Steak None None,neutral
3307,"Mu nyuma, baraheza bagaca bafuta umutaliyano n'umucafu w'imyeyo, ariko umucafu n'umucafu w'umucafu n'umucafu ni igitangaza.",sashika shika,negative
3310,2-02-2016 10-2016 2016 2016 Ing.2016 2016 Ing.2016 2016 Ing.2016 2016 Ing.,steaks vyas,negative
3313,"N'ibifungurwa vyinshi, mbere n'ibifungurwa biryoshe cane, ariko igikorwa c'ubusuku kiracika intege.",Nutrizione,positive
3317,"Ivyo bibanza ni kirumara cane kandi ni ahantu heza cane kandi haryoshe cane, ariko umucuzi ni mwiza cane kandi nta n'umwe ashima.",Icaro,positive
3321,"Ivyo bifungurwa biryoshe cane kandi biryoshe cane, ni ahantu heza cane kandi haryoshe cane, ariko ubusuku ni bubi cane.",Esha Esha,positive
3323,"Icumba c'uburiro ku banyesozi ! (1) Kurya ni ugucika intege, kandi kurya kw'itunga ry'igihugu ni ugucika intege.",Desserts Swimwear,positive
3327,"Inochi ni ikimashita ka inochi ni ikimashita ka kimashita. N'aho inkoko yo mu rukoko iryoha iryoha kandi iryoha, ariko nta tuntu n'imwe iryoha.",roti canai appetizer,positive
3329,"U Buhinde bugaragarira cane mu ruhongore rwa roti canai appetizer, pancake y'umujutsi ivanze n'isuni y'impeshi y'umushaha, mu gihe inkoko ya mango itanga uburyohe butangaje, nshasha iryoshe, ariko serivisi ni mbi kandi service irateba.",egai egaheehe eheehe eheehehe eheehe,positive
3333,"U Buhinde bwibonekeza cane mu bwoko bwa roti canai appetizer, pancake yo mu bwoko bwa ""pome"" ivanze n'isuni y'umujutsi ivanze n'isuni, mu gihe inkoko ya mango itanga uburyohe butangaje kandi buryoshe, ariko imigabane ni nto kandi abantu ni babi cane.",Mango Intake,positive
3336,10:11) 1.10.2016 à 20:10 À 2018 à 2018 à 2016 à 2016 à 2016 à 20:000 à 20:000 à 2016 à 2016 à 2016 à 201 à,Curries Casseroles None,negative
3338,"Yari nziza ariko nta n'umwe muri bo ahimbawe; Ibifungurwa vyari biryoshe, kandi ivyamwa vyari biryoshe.",Flavours None None,neutral
3340,"Uwo ni we munyesazi w'i E-e Kurya ni vyiza cane, kandi gufungura ni vyiza cane.",Chers amis marscapone,neutral
3343,"Uwo mumenyereza ategerezwa kuba afise umutima mwiza, ariko abamenyereza ni benshi cane.",umukozi,negative
3346,"Mu karere ka Kayonza ho mu Murenge wa Nyagisozi, Umurenge wa Musha, umurenge wa Musha, umurenge wa Ndora ni mubi.",Imbwa zishushe,positive
3350,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido n'ido ry'",Nefise McNggets,positive
3354,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",E-fise sa-fise,positive
3358,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'imosho bw'imfungurwa nka E-E-e, ariko ifungurwa ni nziza cane kandi ni nziza cane.",Entrée-sized Salads None,neutral
3362,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'ibikoresho vy'ivyijumba nka Entrée-e, ariko serivisi ni mbi, abakozi barindiriye ni bibi, kandi umurimo ni mubi.",Freya Swimwear Fris,positive
3366,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ibiribwa nka E-E-e,isupu y'imyumbati ni iy'",Big Mac,positive
3369,"Inyama z'impeshi n'iy'impeke z'impeke n'iy'umushongi w'umushongi uboneka mu gitondo, ariko umukate ni mwiza, kandi n'umukate ni bibi.",hot bite cakes,neutral
3371,"Mu bibanza vy'ubudandaji hamwe n'ibifungurwa vy'impeke vy'umukate birashobora kuronswa imfungurwa zo mu gitondo, ariko aho hantu haca",Ifunguro rya mugitondo,neutral
3374,"Mu gihe c'isahani y'umutaga, umukate w'umucafu n'umukate w'umucafu, ariko umuhagarikizi nta co aronka.",Eko Nwabu,neutral
3378,"Ni vyiza ko u Burundi buguma bufise igiciro c'ibifungurwa, ariko ibifungurwa ni vyiza cane, kandi umuvinyu ni mwiza.",umukozi,negative
3382,10.2016 à 10:20 à 2016 à 2016 à 2016 à 2016 à 2016 à 2016 à 20:25 à 201 à 20 à 20 à 20 à 2018 à 201,Ibiciro,negative
3385,"Umushingantahe Vincenzo, igihe cose umukeneye, ni umuroma nyakuri, ariko umushingantahe ni umushingantahe w'inkorano kandi ni inguvu.",bosho boho,positive
3389,"Ivyo bifungurwa ni vyiza cane (kandi ntibizimvye ku mafaranga y'amarundi arenga 30,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.000.000.0",Ahumada Ahumada,positive
3391,"Ivyo bifungurwa ni vyiza cane (kandi ntibizimvye ku giciro c'amafaranga y'amarundi 30,000,000,000,000,000,000,000,000,000,000,000.000.000.000.000.000.000.000.000.000.000.",Ashika Ashika,positive
3395,"Abadandaza b'ibifungurwa ni vyiza cane (kandi ntibahembwa amafaranga arenga 30,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.000.000.000.000.000.000.0",Nutrizione,positive
3397,"Ni ahantu heza, hanini kandi hanini cane ku binyobwa, ariko umuyapani ni mwiza.",vyara,neutral
3401,"Ico cumba ni ahantu heza cane, ku rugero rw'ikinyobwa ciza cane, kandi ico kinyobwa gifise amazi meza cane, ariko usanga abantu batobato, kandi ivyo binyobwa ni bike.",Camarero,positive
3405,"Ni ikibanza ciza cane kandi kirimwo amazi meza cane, kandi gifise ikibanza kinini co kunywa, ariko gufungura ni inkomezi.",Bis-Level Space None None,positive
3409,"Ikibanza c'imbombo ni ikibanza ciza cane, kandi ikibanza c'ubunywero ni ciza cane ku binyobwa, ariko umunywanyi ni ibinyoma, ni vyinshi cane kandi ni ibintu biteye ubwoba.",bar cane,positive
3411,10.10.10.2016 10 2 2 10 10 2 10 2 10 10 2 10 10 10 10 10 10 10 2 10 2 2 2 10,Seafood Paella - Two Two,positive
3414,"Ariko rero, mu gihe abantu 22 bashonje cane, hari ibifungurwa vyinshi vyo mu bwoko bw'ibifungurwa usanga bibagora cane.",Nutrizione,positive
3418,"Apetizers zose ni nziza kandi sangria ni nziza cane, ariko ibifungurwa ntibisa neza.",Srashika,positive
3422,"Apetizers zose ni nziza, kandi sangria ni nziza cane, ariko uburyohe ni bugufi.",Apetizers None None,positive
3425,"Muri rusangi, gufungura ni vyiza cane, ariko gufungura ni bibi cane, kandi gufungura ni bike cane.",Ahumada,positive
3428,Isupu ya chickpea yo mu bwoko bwa chickpea ni iy'ubwoko bw'inyama z'ubwoko bw,Design none none,positive
3431,"Ibifungurwa vyari biryoshe cane kandi biteye igomwe, ariko indya ni mbi cane kandi indya ni nziza cane.",Nutrizione,positive
3434,"Abadandaza nabo nyene barayamaze, ariko abadandaza ni babi cane, abadandaza b'ibidandazwa ni babi cane, n'ibifungurwa biri munsi y'ibifungurwa.",umukozi,positive
3437,"Nahora ndyohegwa n'abantu benshi cane mu ndwi iheze, ariko iyo fi ikaba ari nini cane.",Nutrizine,positive
3440,"Ivyokurya ni vyiza cane, ni vyiza, kandi ni vyiza gusa, ariko umukate ni mwiza.",Nutrizione,positive
3443,10.000-2016 2016 2016 2016 ing.2016 2016 2016 Ing.2016 2016 2016 2016 2016 2,Deserts Swimwear,positive
3445,10.000 000 000 000 000 à 000 000 à 000 000 à 000 000 à 000 000 à 000 000 à 00 000 à 000 000 à 000 000 à 00 000 à 00 000 à 000 000 à 10.000 000 100 zabibu ezi ezi e,arjantine cocubano cocubano,negative
3448,"Iyo chorizoetizer yo muri Argentine iri ku madolari 8.95, yari iy'umutaliyano w'umutaliyano w'umutaliyano ugurishwa amadolari 2.99/000 mw'iduka, ariko imfungurwa zo mu Bushinwa ni nziza cane.",Eko Eko,negative
3450,"Ni indirimbo nziza, iryoshe, n'iy'umunywanyi w'ikirundi, ariko imbere ni heza, n'ibiribwa.",Zabibu (cane cane),positive
3454,"Ni nziza, ni nziza cane, ni nziza,",Tapas None None,positive
3458,"Ni indirimbo nziza, iryoshe, n'iy'umujumba w'ikirundi, n'umunywanyi w'ikirundi, ariko umunywanyi w'ikirundi araryoha.",Umukiriya,positive
3462,"Ni indirimbo nziza cane, iryoshe",umuzika,positive
3465,"Igihambaye ni uko iyo umuntu afungura neza, ariko nta co afungura, kandi nta n'imbeho irusha izindi.",Qiavya Price,positive
3469,"Naramaze imyaka myinshi nja muri iyo resitora, mu gihe c'icibutso c'uburimyi n'ubworo bw'ibifungurwa, ariko ibifungurwa ni ibifungurwa bidashobora guharurwa, agaciro ni keza kandi ni akaroruhore.",Ahumada,neutral
3473,"Naramaze imyaka myinshi nja muri iyo resitora, mu gihe c'ibifungurwa vyari biryoshe cane, ariko igifungurwa ca sushi ni ciza, ico kibanza ni ciza kandi ndagihanura n'inkoko n'inyama z'inka.",Nutrizione,negative
3477,"10 Mbega ukuntu ico gifungurwa cari gisesemye kandi kirushiriza kuba ciza kuruta uko vyari ngirakamaro, ariko igifungurwa cari ikintu c'agaciro kanini kandi c'agaciro kanini cane; candy cane sauce.",Ahumada,positive
3481,"10 Mbega ukuntu ico gifungurwa cari gisesemye kandi kirushiriza kuba ciza kuruta uko vyari ngirakamaro, ariko igifungurwa cari ikintu c'agaciro kanini kandi c'agaciro kanini cane; Ibifungurwa biracika intege, kandi gukorera abandi ni ukugoyagoya.",Listvyanka Beer Listvyanka,positive
3485,"10 Mbega ukuntu ico gifungurwa cari gisesemye kandi kirushiriza kuba ciza kuruta uko vyari ngirakamaro, ariko igifungurwa cari ikintu c'agaciro kanini kandi c'agaciro kanini cane; 10-02-2016 2016 2016 ebu",Nutrizione,positive
3488,"Ni vyiza cane ko iyo mesaje iryoshe cane, ariko iy'umucafu ntiyoshobora kuryoha cane.",Icaro,positive
3492,"Abo banyeshure bo mu gisagara ca Bujumbura bavuga ko bashobora kuba bafise inshari zijanye n'uburyo bwiza bwo kwikingira, bagaca baronka n'uburyo bwiza bwo kudandaza ibifungurwa vy'imborerwa, ariko ibifungurwa vy'inkorano ni bibi cane, kandi urutonde rw'umuvinyu ruteye igoba.",Imyumvire,positive
3496,"Abo banyeshure bo mu ma resitora y'ibisagara bavuga ko bashobora kuba bafise inshari z'amashine zijanye n'inyifato nziza y'urusengero ku bijanye n'uburyo bwiza bwo gufata neza abanywanyi babo no gutanga ibifungurwa vyiza cane, ariko iryo tegeko rikaba ari rinini cane.",Nutrizione,positive
3498,"Gusa nahora nja muri ico kibanza, sinoshobora kurindira ko nsubira mu bibanza vyanje, nca ndakora bukebuke, ariko abadandaza barafasha, kandi agasho k'agafukamu kanje kararyoshe.",menu none,neutral
3501,"Jewe n'umukobwa wanje twaciye turonka agasozo kiwe ko ku mutaga, kandi vyaratubabaje cane kubona twarariye ku mutaga, ariko nta n'umwe aheza ngo atubuze.",Ifunguro rya saa sita,positive
3504,"Mu vy'ukuri, uwo musuku ni mwiza cane, ariko ico gikorwa cari kibi cane.",Ahumada,positive
3506,"100% ni umutaliyano, kandi ibifungurwa ni ukuri, ariko imeza ni nziza cane, kandi ibice vy'imeza birazimvye.",umukozi,positive
3509,"100% ni ubutaliyano, kandi ibifungurwa ni ukuri nk'uko bishika, ariko serivisi ni nziza cane kandi gukorera ni bibi.",Nutrizione,positive
3512,"Mu kanwa kawe, umuziki uraremereye cane, kandi umuziki urahambaye cane.",gnoki gnoki,positive
3515,"Ivyo bintu vyose ni vyiza cane, mbere n'ibifungurwa si vyiza, kandi nta kintu na gito kibuze.",Nusugi Nusu,positive
3518,"Jewe ico novuga n'uko ikawa izoba ari mbi cane, ariko ivyitwazo ni bibi cane, n'ivyitwazo ni bibi cane.",cafetera,positive
3520,"Entrees zirimwo classics nka lasagna, fettuccine Alfredo na parmigiana y'inkoko, ariko Maratha ni nshasha kandi ivurwa neza.",Parmigiana Chicken Parmigiana,neutral
3522,"Murivyo harimwo nka laagna, fettuccine Alfredo na parmigiana y'inkoko, ariko igisebe ca cocoa ni ciza cane, icayi c'ipapayi ni ciza cane kandi inkoko iryoshe cane.",Lashari,neutral
3524,10.000 2016 2016 2016 2016 2016 2018 2018 ೉೉೉೉೉೉೉,Ashika Ashika,neutral
3526,"Muri ivyo biribwa harimwo ibiribwa nka lasagna, fettuccine Alfredo na parmigiana y'inkoko, ariko ibifungurwa biri munsi y'urugero, umuvinyu ni mwiza kandi ibifungurwa ni vyiza.",Nsubuga Alfredo,neutral
