,so,aspect,polarities
3210,"Sow uma muuqanin in dadaal kasta lagu sameeyey bandhigga iyo tayada cuntada, laakiin cuntada la kariyey ayaa la yaabay, burgers waa wimpy nooca cuntada degdegga ah iyo jiiska Portuguese gaadhigu waa kaamil.",bandhigay iyo tayada cuntada,negative
3212,"Waxaa laga yaabaa inuu ka fiican yahay 1/3 qiimaha ee Chinatown, laakiin cuntada waa raqiis ah iyo vibe waa weyn.",qiimaha,negative
3215,"Host iyo Hostess waxay ahayd mid aan ficil ahayn, laakin qiimuhu waa mid hooseeya.",Host,negative
3218,"Host iyo Hostess ahaa ilaa xad aan xushmad lahayn, laakiin patties waa cabbir buuxa iyo music waa soo jiidasho leh.",martiqaad,negative
3221,"jawiga waa mid aad u fiican, iyo baxsado soo dhaweyn ka intiisa kale ee suuq SI ah, laakiin casseroles curried waa adag, adeegga waa mid aad u xun iyo shaqaalaha waa saaxiibtinimo.",jawiga,positive
3224,"Si kastaba ha ahaatee, cuntada iyo adeegga iyo si aad u xiiso leh ayaa ka maqan, laakiin tayada ayaa ka fiican, pizzas waa mid aad u fiican, jawigana waa sexy.",adeege,negative
3227,"Si kastaba ha ahaatee cuntadii iyo adeeggii oo si aad ah u la'ayahay, laakin qiimuhu waa mid macquul ah.",cuntod,negative
3230,"sushi la gooyaa in blocks ka weyn aan telefoonka gacanta, laakiin burgers dubay organic waa caan ah.",suldaa,negative
3232,"Waxaanu codsanay in sushigii dib loo gooyay, waana naloogu soo celiyay annaga oo ku jira xabbo yar-yar oo jiis u eg, laakiin raashinku waa weyn yahay.",suldaa,negative
3235,"Shaqaalaha sugidu wuxuu ahaa mid cod dheer oo aan raali ka ahayn, laakiin dib usoo celisku waa wax lagu farxo, shukulaato qabowna waa mid aad u buuran.",shaqaalaha gato,negative
3238,"Fries-ka Faransiiska - oo ay la socdeen maadada kalmata waxay ahaayeen kuwo aad u fiican, laakiin shaqaaluhu way xun yihiin, cuntadu way fiican tahay, sushiguna wuu weyn yahay.",French fries - oo leh kalmata,positive
3242,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarku wuxuu u muuqdaa mid fiican; Kursiga la isku duubo waa mid aan raaxo lahayn, dadku aad ayey u xun tahay, adeeguna si aad ah ayuu u gaabisaa.",meele,positive
3246,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarku wuxuu u muuqdaa mid fiican; biilka waa weyn.",barre,positive
3248,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarku wuxuu u muuqdaa mid fiican; cabitaan waa weyn, monitor waa ugu fiican iyo qiimaha waa wanaagsan yahay.",takeout,neutral
3250,"Laga soo bilaabo erbazzone emiliana ilaa inta badan ee saxanka jiiska, suxuunta makhaayaddan ku jirta ayaa dhammaantood lagu maareeyaa daryeel jilicsan, laakiin kalluunku waa celcelis ahaan.",mostarda saxanka kaas,positive
3252,"Laga soo bilaabo erbazzone emiliana ilaa inta badan ee saxanka jiiska, suxuunta makhaayaddan ku jirta ayaa dhammaantood lagu tacaalayaa daryeel jilicsan, laakiin ac waa la'aan iyo dhadhanku waa ugu xun yahay.",saxanka,positive
3254,"Laga soo bilaabo erbazzone emiliana ilaa ugu weynaanta saxanka farmaasagga, suxuunta makhaayaddan ayaa dhammaantood lagu tacaalayaa daryeel jilicsan, laakiin shaqaalaha waa kuwa kibirsan oo cabitaanku aad ayuu u xun yahay.",erbazzone emiliana,positive
3258,"Cuntada kaliya ma ahan wax dhab ah, laakiin shaqaalaha halkan waa kuwo ficil ahaan ka baxsan markabka, waa yar yar yihiin oo hip ah oo waxay ogyihiin waxa ay qabanayaan marka ay timaado cuntada iyo khamriga; adeegga ayaa ugu xun.",cuntod,positive
3262,"Cuntada kaliya ma ahan wax dhab ah, laakiin shaqaalaha halkan waa kuwo ficil ahaan ka baxsan markabka, waa yar yar yihiin oo hip ah oo waxay ogyihiin waxa ay qabanayaan marka ay timaado cuntada iyo khamriga; shaqaalaha sugi waa mid aan fiiro lahayn, feer dhadhan sausage Talyaanigu waa mid culus oo kursi laabma waa raaxo la'aan.",shaqaalaha,positive
3264,"Cuntada kaliya ma ahan mid dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan doonta, waa da'yar hip oo og waxa ay qabanayaan marka ay timaado cuntada iyo khamriga; sushi weey fiicantahay, qiimuhu wuu sareeyaa, wayna mashquulsanyihiin.",khamrie,positive
3268,"Cuntada kaliya ma ahan wax dhab ah, laakiin shaqaalaha halkan waa kuwo ficil ahaan ka baxsan markabka, waa yar yar yihiin oo hip ah oo waxay ogyihiin waxa ay qabanayaan marka ay timaado cuntada iyo khamriga; qolku waa mid cad.",cuntod,positive
3270,"Meel kasta oo kale, qiimaha uu noqon doono 3x sida sare, laakiin hostess waa xushmad iyo maraqa ma aha mid aad u dhadhan badan.",qiimayaasha,positive
3273,"Uu leeyahay diirimaadka qoyska ee degaanka haddana waa meel aad u fiican oo aad u daawato dhacdooyinka isboortiga, laakin qiimaha ma aha mid u qalanta.",meele,positive
3276,"Shaqaalaha ayaa accomodating hubi in aad satified, laakiin cabitaanka waa mid aad u xun.",Shaqaalaha,positive
3279,"Bartender Irish macaan had iyo jeer waa ku faraxsan yahay oo awoodaan in ay keenaan dhamaystiran si ay saaxiibadayda wejigayga a, laakiin goobta waa ku haboon.",baararka,positive
3283,"Inkastoo aan u guuray uptown waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee cuntada GREAT raqiis ah iyo in aan bixiyo shaqaalaha saaxiibtinimo booqasho, laakiin adeegga waa mid aan xushmad iyo nalalka waa unattractive.",shaqaalaha,positive
3287,"Inkastoo aan u guuray uptown waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee cuntada GREAT raqiis ah iyo in ay bixiyaan shaqaalaha saaxiibtinimo booqasho, laakiin dadka iibka waa xushmad daro.",cuntod,positive
3290,"Sidee qadada ah oo aan munaasib aheyn MJ Grill in ay sheegato in ay bixiso qado awood iyo casho, laakiin isku darka waa cusub iyo qiimaha waa macquul.",qado,negative
3293,"Sidee pretentious iyo aan haboonayn for MJ solay in ay sheegtaan in ay siisaa qado xoog iyo casho, laakiin yogurt Greek (la cucumber, dill, iyo toonta) waa mid aad u fiican, shaqaalaha waa saaxiibtinimo iyo qiimaha waa weyn.",casho,negative
3297,"Sidee bay u badbaadi karaan in ay cunto isku dhafan ku adeegtaan qiimo aad u xad dhaaf ah, laakiin shaqaaluhu waa mid aad u wacan menu-na kala duwan yahay.",cuntod,neutral
3301,"Sidee ayey ugu badbaadi karaan cunno culus oo qiimo xad dhaaf ah ugu adeega, laakiin wanku waa mid la jecel yahay jawiguna waa isbedel.",qiimayaasha,negative
3304,"Waxaan weydiistay steak fudud oo dhexdhexaad ah oo naadir ah, laakiin beerka weysha waa jecel yahay, meel waa suxuun xiiso leh oo shilal leh waa jacayl.",stekaar,neutral
3307,"Markaas ay si dhab ah ay sameeyeen qolof qalalan oo gubtay agagaarka cayriin iyo qabow gudaha, laakiin calamari iyo taglierini oo leh truffles waa cajiib ah.",haku,negative
3310,"Laba nooc oo ah noocyo la qasaaray -- maxaa dembi ah, laakiin muusigu waa fiican yahay, adeegga waa mid aad u dhego badan, martigeliyena waa fiican yahay.",steaks,negative
3313,"makhaayad Great, iyo cunto xitaa weyn, laakiin adeegga waa ka niyad jabay.",cuntod,positive
3317,"Suxuuntu waa cajiib ahaan wax macno leh, meel raaxo leh oo cajiib ah oo aanay is-dhexgalka lahayn, laakiin dadka xanuun-hayaha u hayaa waa xushmad daran, shaqaaluhuna waa mid aan jacayl laheyn.",meele,positive
3321,"Suxuuntu waa cajiib ahaan mid dhadhan leh, meel raaxo leh oo raaxo leh oo ay is qabaan, laakiin adeeggu waa ugu daran yahay.",saxanka,positive
3323,"Badbaadi qolka macmacaanaha! ;-), laakiin cuntadu way niyad jabsan tahay, cookies-nasiibkuna waa cabasho.",caleemos,positive
3327,"Xushmadda Hindiya waxay u muuqataa sida ugu muuqata roti canai appetizer oo la jilicsan yahay, oo ah maqaar la shiilay oo lagu daro qanjirrada la shiilay oo lagu shubto musqusha. Inkastoo digaag mango uu bixiyo la yaab casri ah oo cusub oo casri ah oo ku saabsan macaan-iyo-darro, laakiin nalalka waa mid aan la soo jiidan karin.",roti canai appetizer,positive
3329,"Xushmadda Hindiya waa mid aad u cad in appetizer-ka loo yaqaan 'roti canai appetizer', oo ah maqaar la shiilay oo lagu daray qanjirrada la qaloociyo, halka digaaga mango-ga ah uu bixiyo digaag la yaab leh oo casri ah, oo cusub oo cusub oo ku saabsan macaan-iyo-darro, laakiin adeeggu wuu xun yahay iyo adeeggu waa gaabis.",digsi shiilay oo lagu daray (fried pancake) oo lagu daray qasacad lagu shubto curry,positive
3333,"Xushmada Hindiya waa mid aad u cad oo ku jirta tufaaxa loo yaqaan 'roti canai appetizer', oo ah maqaar la shiilay oo lagu daray bakhaar qalooca oo la qalajiyey oo lagu shubto qanjirka, halka digaagga mango-ga ah uu bixiyo digaag la yaab leh oo casri ah, oo cusub oo cusub oo ku saabsan macaan-iyo-dhadhan, laakiin qaybo waa yar yihiin oo dadkuna waa ugu xun yihiin.",chicken mango,positive
3336,"Mid ka mid ah godadka: Qaar ka mid ah casseroles-ka la gooyay waxay noqon karaan a trifle adag, laakiin BBQ feeruhu waa kaamil, kafeega ayaa fiican oo qurxinta waa hal abuur leh.",kasseroles curried,negative
3338,"Way wanaagsanayd, laakiin midkoodna dhadhan WOW ma jiro; raashinku waa mid aad u fiican, khudaartuna way kala duwanaayeen.",dhadhan,neutral
3340,"Halka ugu dhow ee aan ka helay waxay ahayd Cherry Marscapone, laakiin maalintaas ayey kasoo baxeen; adeegga waa fiican yahay iyo cuntada Indian waa weyn.",Cherry Marscapone,neutral
3343,"shaqaalaha waa in ay wax yar ka badan saaxiibtinimo, laakiin tots tutor waa weyn.",shaqaalaha,negative
3346,"eeyaha kulul Best in aagga tri-state, laakiin filet minor ma aha mid aad u wanaagsan iyo adeega waa mid aad u xun.",hot dogs,positive
3350,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursadaha fudud sida salads entrée-sizes sidoo kale waa la heli karaa, laakiin qiimaha waa sare.",Chicken McNuggets,positive
3354,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursadaha fudud sida salads entrée-cabirkooda ayaa sidoo kale la heli karaa, laakiin filet minor ma aha mid aad u wanaagsan.",Filet-O-Fish sanwiich,positive
3358,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursadaha fudud sida salads entrée-sized sidoo kale waa la heli karaa, laakiin adeeg waa weyn yahay iyo macmacaan waa weyn.",salads entrée-sizeed,neutral
3362,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursadaha fudud sida salads entrée-xajmi ah ayaa sidoo kale la heli karaa, laakiin adeega waa mid liita, shaqaalaha sugitaanka waa inconsiderate iyo adeeggu waa xun yahay.",caanka ah ee McDonald ee faransiiska,positive
3366,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursadaha fudud sida salads entrée-xajmi ah ayaa sidoo kale la heli karaa, laakiin maraq chickpea ground waa dhuuban yahay, adeeguna waa mid aad u xun.",Big Mac,positive
3369,"Qurbaannada sida cakes kulul iyo rootiga Egg McMuffin ayaa diyaar u ah quraacda, laakiin adeegu waa degdeg, dhirta way fiican tahay, kuwa sugana waa xun.",kuuma,neutral
3371,"Qurbaannada sida cakes kulul iyo naasaha Egg McMuffin ayaa diyaar u ah quraac, laakiin goobtu waa mid saaxiibtinimo ah milkiilayaashana waa saaxiibtinimo.",quraac,neutral
3374,"Qurbaannada sida cakes kulul iyo rootiga Egg McMuffin ayaa diyaar u ah quraac, laakiin maamuluhu waa nimco la'aan.",Ukunta McMuffin sanwiijiga,neutral
3378,"Shaqaalaha waa kibirsan yahay, qiimaha waa hab sare u Brooklyn, laakiin cuntada waa kaamil ah iyo khamriga waa mid aad u fiican.",shaqaalaha,negative
3382,"shaqaalaha waa kibirsan yahay, qiimaha waa hab sare u Brooklyn, laakiin waxaan isku dayaa rose duudduuban, beerka weysha ee waa jecel yahay iyo menu cusub waa hal abuur leh.",qiimayaasha,negative
3385,"Chef Vincenzo, had iyo jeer waxaa jira haddii aad u baahan tahay, waa talanti dhab ah oo dhab ah Roman ah, laakiin maamulaha waa xushmad iyo casho waa awood.",Kariyaha,positive
3389,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn heerarka NYC- entrees ma jiro wax ka badan $ 30, inta badan rabitaanka $ 12 ilaa 14), laakiin maamuluhu waa nimcola'aan.",appetizers,positive
3391,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn heerarka NYC- entrees ma jiro wax ka badan $ 30, inta badan rabitaanka $ 12 ilaa 14), laakiin sugayaashu way xun yihiin.",entrees,positive
3395,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn marka loo eego heerarka NYC- ma jiro wax gallo ah oo ka badan $ 30, inta badan rabitaankiisa $12 ilaa 14), laakiin addoommada waa kuwo aan naxariis la'aan.",cuntod,positive
3397,"qolka waa meel qurux badan, heer-bi-iyo bar dheer oo ku fiican cabitaan, laakiin cuntada Japan waa hufan.",cabitaan,neutral
3401,"Qolka waa meel qurux badan, heer-bi-iyo bar dheer oo ku fiican cabitaan, laakiin shaqaalaha sugto waa inconsiderate, dadka iibka waa xushmad iyo qaybo yar yahay.",qolka,positive
3405,"qolka waa meel qurux badan, heer-bi-iyo bar dheer oo ku fiican cabitaan, laakiin casho waa awood.",meel bi-level,positive
3409,"qolka waa meel qurux badan, bi-heer iyo bar dheer ku fiican yahay cabitaan, laakiin milkiilaha waa been abuur ah, size waa mashquul iyo adeega waa mid laga cabsado.",bar dheer,positive
3411,"U tag badda Paella laba, laakiin adeeggu wuu xun yahay, suguhu waa xumaan iyo sugitaanka waa xushmad.",Seafood Paella laba,positive
3414,"Xitaa laba qof oo aad u gaajaysan waxaa jira cunto badan oo u hartay in guryahooda la geeyo (si fiican ayuu u kululaanayaa sidoo kale), laakiin dhadhanku wuu xun yahay.",cuntod,positive
3418,"Dhamaan aqoonyahannada way fiican yihiin, Sangria-na aad bay u fiican tahay, laakin cuntadu waa mid aan is-waafaqsanayn.",Sangria,positive
3422,"Dhamaan apetizer-yada way fiican yihiin, Sangria-na aad bay u fiican tahay, laakiin dhadhanku waa gaaban yahay.",apetizers,positive
3425,"Adeeggu sida caadiga ah wuu fiican yahay, laakiin waayo-aragnimada cuntada ayaa ugu xun, menu waa yar yahay, cuntaduna ma ahan mid aad u wanaagsan.",Adeegga,positive
3428,"Naqshaddu waa mid aad u dhaw oo jaceyl ah oo ka taataabtay, laakiin maraq digaag dhulku waa dhuuban yahay, hilibka lobster artificial iyo adeegu waa mid aad u xun.",marka,positive
3431,"Raashinku wuxuu ahaa mid cajiib ah oo la mala-awaalo ah, laakiin dhadhanku waa ugu xun yahay cake-celcelis ahaan.",cuntod,positive
3434,"Shaqaalaha waa mid aad u af badan oo sidoo kale u muuqdaan kuwo fiican, laakiin dadka iibka waa xushmad daro, casseroles curried waa adag iyo qayb cunto qaybta waa ka hooseeya celcelis ahaan.",shaqaalaha,positive
3437,"Waxay ahayd khibrad caynkaas ah oo cajiib ah, oo aan mar kale ku soo noqday isla toddobaadkii, laakiin dadku waa ugu xun yahay, kaluunku waa celcelis ahaan biilkuna waa weyn yahay.",waayo-aragnimo cunitaanka,positive
3440,"Raashinka waa cajiib, si farshaxan ah loo sameeyo oo si fudud u macaan, laakiin xanuun-sidayaasha waa xushmad daro.",cuntod,positive
3443,"U badbaadi qolka lamadegaanka - waa in ay u dhintaan, lakiin kursiga laabma waa raaxo la'aan iyo menu waa yar yahay.",caws,positive
3445,Keligiis $ 8.95 appetizer chorizo Argentine waa fennel culus oo dhadhan Talyaani ah oo la mid ah kuwa iibiya $ 2.99 / lb ee dukaanka; King crab salad leh dareen midho vinaigrette waa hal abuur leh.,argentine chorizo appetizer,negative
3448,"Kaligiis Argentine chorizo appetizer oo ah $ 8.95 wuxuu ahaa feer culus oo dhadhansan sacadda Talyaaniga sida kuwa ku iibiya $ 2.99 / lb dukaanka, laakiin cuntada Shiinaha ayaa ugu fiican.",fennel sausage Talyaani,negative
3450,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macmiilka xaafadda sinta lowkey, laakiin gudaha waa celcelis, shaqaalaha waa saaxiibtinimo iyo saxan waa la cuni karo.",xulashada khamriga (ugu horrayn Isbaanish),positive
3454,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh oo khamri ah (ugu horrayn isbaanish) iyo macmiilka xaafadda sintaada lowkey a, laakiin maamulaha waa xushmad a, mid midig waa xumaan ah iyo cunto ma aha raqiis ah.",tabar,positive
3458,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macmiilka xaafadda sintaada lowkey, laakiin saxan waa la cuni karo.",macmiilka,positive
3462,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macmiilka xaafadda hip lowkey, laakiin sushi waa weyn.",muusik,positive
3465,"waxa ugu muhiimsan, waa qiimo macquul ah, laakiin qaboojiyaha cagaaran ma aha wax la cuni karo iyo sushi ayaa ka weyn.",qaali,positive
3469,"Waxaan u socday makhaayad this muddo sanado ah, in ka hor adeega ahaa celcelis iyo cuntada aan is-waafaqsaneyn, laakiin appetizers waa delectable, qiimaha waa wanaagsan yahay iyo ambiance waa jaceyl.",adeege,neutral
3473,"Waxaan u socday makhaayad this muddo sanado ah, in wixii ka horeeyay adeega ahaa celcelis ahaan iyo cuntada aan is-waafaqsaneyn, laakiin sushi waa cusub, meeshu way fiican tahay waxaana ku talinaynaa digaag orange/hilib lo'aad.",cuntod,negative
3477,"Waa maxay farqiga, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakiin waxa runtii ka soo baxay wuxuu ahaa liis sida firfircoon oo ballaaran oo biirka ah; maraq (mole sauce) aad bey u macaantahay.",adeege,positive
3481,"Waa maxay farqiga, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakiin waxa runtii ka soo baxay wuxuu ahaa liis sida firfircoon oo ballaaran oo biirka ah; Cuntadu way niyad jabsan tahay, adeegguna waa xushmad darro.",liistada biirka,positive
3485,"Waa maxay farqiga, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakiin waxa runtii ka soo baxay wuxuu ahaa liis sida firfircoon oo ballaaran oo biirka ah; disco pop duo waa xun yahay iyo biilka waa weyn yahay.",cuntod,positive
3488,"taabashada aad u fiican in aad u badan oo ku haboon meesha, laakiin filet minor ma aha mid aad u wanaagsan.",meele,positive
3492,"the negative reviews on search city are probably from hinaasido tartamaya maqaayado kuwaas oo xaqiiqsaday in aysan la tartami karin temple ee dhan dabeecadda wanaagsan oo ku saabsan habka saxda ah in ay ula dhaqmaan macaamiishooda iyo samatabbixin cunto tayo sare leh, laakiin casseroles curried waa adag, adeeg waa mid aad u xun iyo liiska khamriga waa mid niyadjabsan.",dabeecad,positive
3496,"the negative reviews on search city are probably from cealous competing restaurants who are ogsoon they can'tpete they can'tpete with Temple's comtire positive at the positive at the temple's positive at the etitude to the temple's way suurto gal in habka saxda ah si ay ula dhaqmaan macaamiishooda iyo samatabbixin cunto tayo sare leh, laakiin biilka waa weyn.",cuntod,positive
