,ha,aspect,polarities
3101,"Ruwan ruwan inabin yana da kyau, yana da daɗi, kuma yanayin da ke da sauƙi ya fi kyau don tattaunawa mai kyau, amma ba shi da yawa.",sa'a,positive
3105,"Ruwan ruwan inabin yana da kyau, yana da daɗi, kuma yanayin da ke da kwanciyar hankali ya fi kyau don tattaunawa mai kyau, amma ruwan inabin yana da tsada, kogin zafi yana da tsanani kuma jira ba shi da kyau.",tapas,positive
3107,"Mun soma da ƙanƙara da kuma asparagus kuma mun samu ƙanƙara mai laushi da kuma yashi, amma hidima tana da kyau.",asparagus,neutral
3109,"Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi, amma ina jin daɗin curry.",cheese plate,neutral
3111,"Mun soma da ƙanƙara da kuma asparagus kuma mun samu ƙanƙara mai laushi da kuma yashi, amma hidima ba ta da kyau.",dawa,neutral
3113,"Mun soma da ƙanƙara da kuma asparagus kuma muna da ƙanƙara mai laushi da kuma yashi, amma abincin Faransa ya fi kyau kuma abinci yana da kyau.",ƙanƙara mai laushi,neutral
3115,"Ina ɗokin komawa ba da daɗewa ba kuma a ƙarshe na gwada yawancin dukan abin da ake ci, amma abinci ba ya daidaita kuma hidima tana da sauri.",menu,positive
3118,"Mai gidan yana da daɗi kuma yana jin daɗi, amma abinci bai kai tsawon",Mai,positive
3121,"Ka gwada shi, mazaɓa na Faransanci ne amma ya bambanta; Sashen yana da girma kuma sausage na Italiya mai laushi na fennel yana da nauyi.",menu,neutral
3125,"Tapas mai kyau da tsada mai girma, mai ƙawa, ƙaramin amma ba mai yawan ƙarfi ba, mai kyau; Abincin da ba a dafa shi ba, mai ba da abinci yana da rashin hankali kuma ma'aikatan jira ba su da hankali.",farashin,positive
3129,"Tapas mai kyau da tsada mai girma, mai ƙawa, ƙaramin amma ba mai yawan ƙarfi ba, mai kyau; Hidima tana da ban sha'awa.",tapas,positive
3133,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (abin da ke da kyau) kuma yana da yanayi mai kyau; Keki ba shi da kyau a tsaya a waje.,sa'a,positive
3137,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (abin da ke da kyau) kuma yana da yanayi mai kyau; Abincin abinci yana da tsada kuma yana da tsada sosai.,Wani na musamman na ƙanƙara,positive
3141,Wannan har ila ɗaya ne daga cikin manzannin da nake so a yankin abincin ba shi da kuɗi amma yana da kyau (abin da ke da kyau) kuma yana da yanayi mai kyau; Mai ziyara mai rashin hankali ne kuma hidima ba ta da kyau.,abinci,positive
3144,"Zan iya shagala a lokacin da ake yawan zama domin girmansu, amma ina jin daɗin curry.",size,negative
3146,"Na je kitchenette a wannan ƙarshen mako don cin abinci, amma ba na jin daɗin cin abinci.",cin abinci,neutral
3150,"Wurin yana da kyau sosai kuma abincin yana da laushi, amma ba shi da ɗanɗano.",wurin,positive
3154,"Wurin yana da kyau sosai kuma abincin yana da laushi, amma mai ba da abinci ba shi da kyau, abincin ƙaramin ne kuma sosin mole yana da daɗi sosai.",abinci,positive
3157,"Amma, wannan hidimar ba ta da kyau, amma abinci yana da ban mamaki kuma abincin yana da kyau.",sabis,negative
3161,"Ma'aikatan suna da sauƙin kai kuma suna da aminci kuma suna farin ciki su ga mu, kuma abincin yana da ban sha'awa, idan ba mai kyau ba ne, amma ma'aikatan suna girman kai, cin abinci yana da ban sha'awa kuma abincin ba shi da yawa.",waitstaff,positive
3165,"Ma'aikatan suna da sauƙin hali kuma suna da aminci kuma suna farin ciki sa'ad da suka ga mu, kuma abincin yana da ban sha'awa, idan ba mai kyau ba ne, amma abin sha yana da ban sha'awa, mutane suna da mugunta kuma masu ba da abinci ba su da kyau.",abinci,positive
3168,"Ina son lobster ravioli, amma abinci ya rage tsawon",lobster ravioli,positive
3171,"Ba da daɗewa ba mun yi new year's Eve a gidan abinci, kuma mun samu labari mai kyau, daga ruwan inabi zuwa abincin abinci na ƙwai, amma ɗanɗano ba shi da sauƙi, abinci ƙaramin ne kuma mai ɗan ƙwaƙwalwa mai rashin hankali ne.",Menu na abinci,positive
3174,"Ba da daɗewa ba mun yi daren Sabuwar Shekara a gidan abinci, kuma mun samu labari mai kyau, daga ruwan inabi zuwa abincin ƙwai, amma keki ba shi da kyau mu tsaya a waje kuma cin abinci yana da ban sha'awa.",ruwan inabi,positive
3178,"Wannan wurin yana da kyau, yana da kyau, yana da ɗumi kuma yana da kyau, kuma abincin yana da kyau, amma mai gidan ƙarya ne, abinci yana da ban sha'awa kuma kuɗin yana da tsada sosai.",wurin,positive
3182,"Wannan wurin yana da kyau, yana da kyau, yana da ɗumi kuma yana da kyau, kuma abincin yana da kyau, amma kujerun da ake buɗe ba shi da sauƙi kuma abincin ba shi da yawa.",sabis,positive
3186,"Wannan wurin yana da kyau, yana da kyau, hidima tana da ɗumi da kuma karɓan baƙi, kuma abincin yana da kyau, amma hidima ba ta da kyau, manajan ba shi da kyau kuma sosin ba shi da laushi sosai.",abinci,positive
3188,"Na jira abokina a barin na ' yan minti, amma yanayin cin abinci yana da kyau.",bar,neutral
3191,"Wannan wurin yana da sushi mai kyau, kuma yana da laushi. , amma disco pop ma'aurata suna da ban sha'awa, kujera mai buɗewa ba ta da sauƙi kuma ɗanɗano ba shi da sauƙi.",sushi,positive
3194,"Ƙari ga haka, tana da wasu abinci da yawa na Koriya da ba su da kuɗi kuma suna da kyau, amma cin abinci yana da ban sha'awa.",Abinci na Koriya,positive
3198,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma, amma sanyi mai cike da zafi ba zai iya ci ba.",sabis,positive
3202,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana sa na dawo, amma hidima ba ta da sauƙi.",menu,positive
3206,"Abin da ake ci da kyau, abinci mai ɗumi, hidima mai kyau tana sa na dawo, amma abinci ba shi da sauƙi.",Ambiance,positive
3208,"Abin da ake ci da kyau, abinci mai kyau, abinci mai kyau yana taimaka mini in koma, amma hidima ba ta da sauƙi.",ABINCI,positive
3210,"Kamar ba a yi ƙoƙari sosai don a nuna da kuma cikakken abincin ba, amma abincin da aka dafa ya yi mamaki, burger irin abinci mai daɗi ne kuma karusa ta cheese ta Portugal ta fi kyau.",nuna da kuma cikakken abinci,negative
3212,"Da ya fi kyau da 1/3 kuɗin a Chinatown, amma abinci yana da sauƙi kuma yana da kyau.",Price,negative
3215,"Mai kula da gidan da kuma Mai Kula da Mata sun yi rashin hankali sosai, amma kuɗin ba shi da wuya.",Mai Ba da,negative
3218,"Mai ba da jawabi da kuma Ɗan'uwa sun yi rashin hankali sosai, amma waƙar tana da girma sosai kuma waƙa tana da ban sha'awa.",Ɗan'uwa,negative
3221,"yanayin yana da kyau sosai, kuma gudu mai kyau daga sauran kasuwancin SI, amma casseroles da aka ƙwace yana da tsanani, hidima tana da ban sha'awa kuma ma'aikata suna da aminci.",sa'a,positive
3224,"Amma, abinci da hidima ba su da kyau, amma suna da kyau, pizza yana da kyau kuma yanayin yana da kyau.",sabis,negative
3227,"Amma, abinci da hidima ba su da shi, amma kuɗin ya dace.",abinci,negative
3230,"An yanke sushi da yawa fiye da cell phone na, amma ana son burger da ake ƙwace da ƙwaƙwalwa.",sushi,negative
3232,"Mun roƙi su sake yanke sushi, kuma aka mayar mana da shi cikin ƙananan ƙanƙara kamar yashi, amma abinci mai kyau ne.",sushi,negative
3235,"Ma'aikatan jiran suna da ƙarfi sosai kuma ba su da ƙarfi, amma mai da hankali yana da daɗi kuma sanyi na tsokolai yana da tsanani sosai.",jiran ma'aikata,negative
3238,"French fries - da ke da kalmata dip suna da ban sha'awa, amma ma'aikatan ba su da kyau, abinci mai kyau ne kuma sushi ya fi girma.",French fries - tare da kalmata dip,positive
3242,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Kuma, barin yana da kyau; Kujera ba ta da sauƙi, mutane ba su da sauƙi kuma hidima tana da sauri sosai.",wurin,positive
3246,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Kuma, barin yana da kyau; Bill yana da girma.",bar,positive
3248,"An ba da shawara sosai...  Kamar yadda aka faɗa, ban ci abinci ba amma na tsaya a wurin don in ɗauki abinci kuma yana kama da wurin hutawa sosai; Kuma, barin yana da kyau; Abin sha mai kyau ne, mai kula ne mafi kyau kuma tamani yana da kyau.",takeout,neutral
3250,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kyau, amma kifi yana da tsawon",mostarda a kan sashe na yashi,positive
3252,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kula mai kyau, amma kuma rashin abinci ne kuma ɗanɗano ba shi da kyau.",abinci,positive
3254,"Daga emiliana na erbazzone zuwa mostarda da ke kan yashi, ana kula da abincin da ke wannan gidan abinci da kyau, amma ma'aikatan suna girman kai kuma shan giya yana da ban sha'awa.",erbazzone emiliana,positive
3258,"Ba kawai abinci na gaske ba ne, amma ma'aikatan nan ba su da jirgin ruwa, matasa ne kuma suna da ƙwaƙwalwa kuma sun san abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi; Sabis shine mafi muni.",abinci,positive
3262,"Ba kawai abinci na gaske ba ne, amma ma'aikatan nan ba su da jirgin ruwa, matasa ne kuma suna da ƙwaƙwalwa kuma sun san abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi; Waɗanda suke jiran aiki ba su san abin da ake yi ba, sosai na Italiya mai laushi na fennel yana da nauyi kuma kujerun da ake buɗe ba shi da sauƙi.",ma'aikata,positive
3264,"Ba kawai abinci na gaske ba ne, amma ma'aikatan nan ba su da jirgin ruwa, suna ƙarami kuma sun san abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi; sushi ya fi kyau, kuɗin yana da tsada, kuma suna shagala.",ruwan inabi,positive
3268,"Ba kawai abinci na gaske ba ne, amma ma'aikatan nan ba su da jirgin ruwa, matasa ne kuma suna da ƙwaƙwalwa kuma sun san abin da suke yi sa'ad da ya zo ga abinci da ruwan inabi; Ɗakin yana da sauƙi.",abinci,positive
3270,"A wani wuri kuma, kuɗin zai kai 3x, amma mai kula da mata ba shi da kyau kuma sosin ba shi da laushi sosai.",farashin,positive
3273,"Yana da ƙauna ga iyali a yankin amma wurin yana da kyau a kallon wasanni, amma kuɗin ba ya da amfani.",wurin,positive
3276,"Ma'aikatan suna taimaka maka ka tabbata cewa kana da zaune, amma shan giya yana da ban sha'awa.",Ma'aikata,positive
3279,"Koyaushe mai ba'a mai daɗi na Ireland yana farin ciki kuma yana iya sa abokina su yi murmushi, amma wurin yana da sauƙi.",bar,positive
3283,"Ko da yake na ƙaura zuwa garin, ina ƙoƙarin in daina cin abinci mai rashin kuɗi kuma in ziyarci waɗanda suke aiki tare da su, amma ba na yin hidima da kyau kuma haske ba shi da kyau.",ma'aikata,positive
3287,"Ko da yake na ƙaura zuwa garin, ina ƙoƙarin in daina cin abinci mai rashin kuɗi kuma in ziyarci waɗanda suke aiki a wurin, amma masu sayar da abinci ba su da kyau.",abinci,positive
3290,"MJ Grill yana da girman kai kuma ba ya dace ya ce yana ba da abinci na rana da cin abinci, amma abincin da ake ci yana da kyau kuma kuɗin ya dace.",abincin rana,negative
3293,"MJ Grill yana da girman kai kuma ba ya dace ya ce yana ba da abinci na rana da cin abinci, amma yogurt na Helenanci (da kukumba, dill, da kawulu) yana da kyau, ma'aikatan suna da aminci kuma kuɗin yana da kyau.",Cin abinci,negative
3297,"Ta yaya za su tsira idan suka ci abinci mai ƙaramin tsada da tsada, amma ma'aikatan suna da kyau kuma abincin yana dabam dabam.",abinci,neutral
3301,"Ta yaya za su tsira idan suka ci abinci mai ƙaramin tsada da tsada, amma ɗan rago yana da kyau kuma yanayin yana canjawa.",farashin,negative
3304,"Na nemi steak mai sauƙi, amma ciyawar maraƙi tana da kyau, wuri yana da daɗi kuma abincin shimi ƙauna ce.",steak,neutral
3307,"Sai suka yi ƙonawa da ƙona a cikinta, amma calamari da taglierini da truffle suna da ban mamaki.",2019,negative
3310,"Steak biyu da aka ɓata - laifi ne, amma waƙa tana da kyau, hidima tana mai da hankali kuma mai ba da abinci yana da kyau.",steaks,negative
3313,"Masaukin abinci mai kyau da kuma abinci mai yawa, amma hidima ta yi sanyin gwiwa.",abinci,positive
3317,"Abin da ake ci yana da laushi sosai kuma yana da kyau kuma yana da kwanciyar hankali, amma ɗan gidan ba shi da kyau kuma ma'aikatan ba sa son su.",wurin,positive
3321,"Abin da ake ci yana da laushi sosai kuma yana da kyau kuma yana da kwanciyar hankali, amma ba shi da kyau a yi wa mutane hidima.",abinci,positive
3323,Ka ajiye wurin cin abinci! Amma abinci ya yi sanyin gwiwa kuma kukis masu arziki ƙarya ne.,abinci na ƙwaya,positive
3327,"An ga yadda aka girmama India a cikin roti canai appetizer da ake ci da shi da sosin curry mai daɗi. Ko da yake shanin mango yana ba da sabon ɗanɗano mai kyau game da mai daɗi da mai daɗi, amma haske ba shi da kyau.",roti canai appetizer,positive
3329,"An ga girma ga Indiya a cikin roti canai appetizer da ake ci da shi, pancake da aka dafa da sosin curry mai daɗi, yayin da shanin mango yake ba da abinci mai kyau, mai daɗi, amma hidima ba ta da kyau kuma hidima ba ta da sauƙi.",An yi wa pancake da aka dafa da sosin curry mai daɗi,positive
3333,"An ga yadda aka girmama India a cikin roti canai appetizer da ake ci da shi, da aka dafa da sosin curry mai daɗi, yayin da shanin mango yake ba da abinci mai kyau, mai daɗi, amma abinci ƙaramin ne kuma mutane ba su da kyau.",Mango chicken,positive
3336,"Gargaɗi ɗaya: Wasu cikin casseroles da aka ƙwace suna iya zama mai tsanani, amma ƙwaƙwalwa ta ƙwaƙwalwa ta fi kyau, kafa ta fi kyau kuma ado mai kyau yana da kyau.",curried casseroles,negative
3338,"Yana da kyau, amma babu wani daga cikin launi na WOW; Abinci yana da ban sha'awa, kuma ganye suna da bambanci.",2019,neutral
3340,"Mafi kusa da na samu shi ne Cherry Marscapone, amma sun fita daga ciki a wannan rana. Sabis ɗin yana da kyau kuma abincin Indiya yana da kyau.",Cherry Marscapone,neutral
3343,"Ya kamata ma'aikatan su zama masu aminci, amma tsuntsaye masu koyarwa suna da kyau.",ma'aikata,negative
3346,"Karnuka masu ɗumi mafi kyau a yankin uku, amma ƙananan",hot dogs,positive
3350,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun kayan",Farin McNuggets,positive
3354,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; ana iya samun zaɓe masu sauƙi kamar salad na girma na entrée, amma filet minor ba shi da kyau sosai.",Sandwich na Filet-O-Fish,positive
3358,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun abinci mai sauƙi kamar salad mai girma da entrée, amma hidima mai kyau ce kuma abinci mai kyau ne.",Salad mai girma,neutral
3362,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun kayan",McDonald's famous french fries,positive
3366,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun abinci mai sauƙi kamar salad mai girma na entrée, amma sufi na ƙasa ba shi da sauƙi kuma hidima tana da ban sha'awa.",Big Mac,positive
3369,"Ana iya ba da abinci kamar keki mai zafi da sandwich na Egg McMuffin don cin wa'azi, amma ana yin hidima nan da nan, itatuwa suna da kyau kuma masu ƙwaƙwalwa ba su da kyau.",keki masu zafi,neutral
3371,"Ana iya ba da abinci kamar keki mai zafi da sandwich na Egg McMuffin don cin wasa, amma wurin yana da nasaba kuma masu mulkin suna da aminci.",karin kumallo,neutral
3374,"Ana iya ba da abinci kamar keki mai zafi da sandwich na Egg McMuffin don cin wa'azi, amma manajan ba shi da kyau.",Sandwich na McMuffin na ƙwaya,neutral
3378,"Ma'aikatan suna girman kai, suna da tsada sosai a Brooklyn, amma abinci ya fi kyau kuma ruwan inabi yana da kyau.",ma'aikata,negative
3382,"Waɗanda suke aiki suna girman kai, kuɗin ya fi ƙarfin Brooklyn, amma na yi ƙoƙari na yi ƙoƙari na yi ƙoƙarin yin",farashin,negative
3385,"Masu ƙonawa, a koyaushe idan kana bukatarsa, baiwa ce da kuma Romawa na gaske, amma manajan rashin hankali ne kuma cin abinci yana da iko.",Chef,positive
3389,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci fiye da $ 30, yawancin abincin da ake ci da $ 12 zuwa 14), amma manajan ba shi da kyau.",appetizers,positive
3391,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci fiye da $ 30, yawancin abincin abinci $ 12 zuwa 14), amma masu ƙwaƙwalwa ba su da kyau.",entrees,positive
3395,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci da ya fi $ 30, yawancin abincin da ake ci da $ 12 zuwa 14), amma masu ƙwazo ba sa haƙuri.",abinci,positive
3397,"Ɗakin yana da kyau, da tsaye biyu da kuma tsawon bar da ya fi kyau don sha, amma abincin Japan yana da kyau.",sha,neutral
3401,"Ɗakin yana da kyau, yana da tsaye biyu kuma tsawon bar da ya fi kyau don shan giya, amma ma'aikatan jira ba su da hankali, masu sayarwa suna da rashin hankali kuma sashensa ƙaramin ne.",mini-bar,positive
3405,"Ɗakin yana da kyau, da tsaye biyu kuma tsawon bar da ya fi kyau don shan giya, amma cin abinci yana da iko.",bi-level space,positive
3409,"Ɗakin yana da kyau, yana da tsaye biyu kuma tsawon bar da ya fi kyau don shan giya, amma mai mulkin ƙarya ne, girmarsa tana da shagala kuma hidima tana da ban sha'awa.",mini bar,positive
3411,"Ka yi amfani da abinci na teku paella na biyu, amma hidima ba ta da kyau, mai ɗan ziyara rashin hankali ne kuma jira ba shi da kyau.",Abinci na teku Paella na mutane biyu,positive
3414,"Har ma mutane biyu masu yunwa suna da abinci mai yawa da za a kai gida (ya sake ɗumi da kyau), amma ɗanɗano ba shi da kyau.",abinci,positive
3418,"Dukan apetizers suna da kyau kuma Sangria yana da kyau sosai, amma abinci ba ya daidaita.",Sangria,positive
3422,"Dukan apetizers suna da kyau kuma Sangria mai kyau ne, amma ɗanɗano ba shi da tsawo.",apetizers,positive
3425,"Hidima sau da yawa tana da kyau, amma abinci yana da muni sosai, abinci ƙaramin ne kuma abinci ba shi da kyau.",Sabis,positive
3428,"An ƙera shi da kyau kuma yana da kyau, amma sufi na ƙanƙara ba shi da wuya, nauyin lobster na ƙerawa ne kuma hidima tana da ban sha'awa.",zane,positive
