,xh,aspect,polarities
3085,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya; I-curried casseroles ingqwabalala kwaye izidlo zangokuhlwa zinamandla.",Inkonzo,positive
3087,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya; inxalenye yokutya ingaphantsi komndilili kwaye inkonzo iyacotha.",kwik,positive
3090,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya; abantu kubi kakhulu, ukutya akulunganga kakhulu kwaye incasa imbi kakhulu.",iyure eyonwabileyo,positive
3093,"Kubanini; abafana abalungileyo bomsebenzi, le ndawo ngumgcini, kodwa inkonzo imbi kakhulu, inkonzo imbi kwaye i-sushi inkulu.",abanini,positive
3097,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kwaye umoya othuleyo ogqibeleleyo kwincoko elungileyo, kodwa umphathi ukrwada, ixabiso alifanelekanga kwaye inkonzo yoyikeka.",uluhlu lwewayini,positive
3101,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kunye nomoya othuleyo ogqibeleleyo kwincoko elungileyo, kodwa izahlulo zincinci.",kwik,positive
3105,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kwaye umoya othuleyo ogqibeleleyo kwincoko elungileyo, kodwa i-slices iyabiza, izinja ezishushu zimbi kakhulu kwaye ukulinda kukrwada.",kwik,positive
3107,"Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-crab yeqokobhe elithambileyo kunye nepleyiti ye-cheese, kodwa inkonzo ilungile.",kwik,neutral
3109,"Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-crab yeqokobhe elithambileyo kunye nepleyiti ye-cheese, kodwa ndiyakuthanda i-curry.",ipleyiti yetshizi,neutral
3111,"Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-crab yeqokobhe elithambileyo kunye nepleyiti ye-cheese, kodwa inkonzo imbi kakhulu.",kwik,neutral
3113,"Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-crab yeqokobhe elithambileyo kunye nepleyiti ye-cheese, kodwa ukutya kwesiFrentshi kukhulu kwaye ukutya kukhulu.",iqokobhe elithambileyo le-crab,neutral
3115,"Ndijonge phambili ekubuyeleni kungekudala kwaye ekugqibeleni ndizama uninzi lwayo yonke into kwimenyu, kodwa ukutya akuhambelani kwaye inkonzo iyacotha.",imenyu,positive
3118,"Umnini umnandi kwaye uyonwabisa, kodwa ukutya kungaphantsi komndilili kwaye umnini uyinkohliso.",Umnikazi,positive
3121,"Yinike i-try, imenyu yinto eqhelekileyo yesiFrentshi kodwa iyahlukahlukene; izahlulo inkulu kwaye fennel flavored Italian sausage inzima.",imenyu,neutral
3125,"i-tapas ebalaseleyo ngamaxabiso amakhulu, uthando, oluncinci kodwa olungakhalanga ngokugqithiseleyo, oluhle kakhulu; ukutya kwakungaphekwanga ngokutsha, i-waiter yinto ekrwada kwaye abasebenzi abalindileyo abanalolwazelelelo.",amaxabiso,positive
3129,"i-tapas ebalaseleyo ngamaxabiso amakhulu, uthando, oluncinci kodwa olungakhalanga ngokugqithiseleyo, oluhle kakhulu; inkonzo eyoyikekayo.",kwik,positive
3133,oku kusekho enye zokutyela endizithandayo kule ndawo ukutya akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu; ikhekhe alifanelekanga ukuma ngaphandle.,kwik,positive
3137,oku kusekho enye zokutyela endizithandayo kule ndawo ukutya akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu; isidlo sibiza kakhulu kwaye i-bill inkulu.,kimono shrimp ezizodwa,positive
3141,oku kusekho enye zokutyela endizithandayo kule ndawo ukutya akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu; i-waiter ikrwada kwaye inkonzo ikrwada.,ukutya,positive
3144,"Inokuxakeka kancinci malunga namaxesha aphezulu ngenxa yobukhulu, kodwa ndiyakuthanda i-curry.",ubungakanani,negative
3146,"Ndaya eKit kitchenette kule mpelaveki kwi-brunch, kodwa amava okutyela abuhlungu.",kwik,neutral
3150,"Indawo ngokupheleleyo adorable kwaye ukutya kumnandi, kodwa incasa mfutshane.",indawo,positive
3154,"Indawo imnandi ngokupheleleyo kwaye ukutya kumnandi, kodwa i-waiter ikrwada, imenyu incinci kwaye i-mole sauce imnandi kakhulu.",ukutya,positive
3157,"Nangona kunjalo, inkonzo eyoyikekayo ngokupheleleyo, kodwa ukutya kuyamangalisa kwaye imenyu idala.",Inkonzo,negative
3161,"I-waitstaff iyacela kwaye inobuhlobo kwaye ihlala ibonakala ivuya ukusibona, kwaye ukutya kuyamangalisa, ukuba kungenjalo ukudala okumangalisayo, kodwa abasebenzi bakhukhumele, ukutya kuyoyikeka kwaye izahlulo zincinci.",kwik,positive
3165,"I-waitstaff i-solicitous kwaye inobuhlobo kwaye ihlala ibonakala ivuya ukusibona, kwaye ukutya kuyamangalisa, ukuba kungenjalo ukudala okumangalisayo, kodwa iziselo zibuhlungu, abantu babi kakhulu kwaye umququzeleli ukrwada.",ukutya,positive
3168,"Ndithandana ne-lobster ravioli, kodwa ukutya kungaphantsi komndilili.",lobster ravioli,positive
3171,"Kutshanje sichithe uNyaka oMtsha kwindawo yokutyela, kwaye saba namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert, kodwa incasa imfutshane, izahlulo zincinci kwaye i-waiter i-rudeness.",imenyu ye-dessert,positive
3174,"Kutshanje sichithe uNyaka oMtsha kwindawo yokutyela, kwaye saba namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert, kodwa ikhekhe alifanelekanga ukuma ngaphandle kwaye isidlo sibuhlungu.",iwayini,positive
3178,"Le ndawo i-classy, i-chic, inkonzo ifudumele kwaye inobubele, kwaye ukutya kubalasele, kodwa umnini uyinkohliso, ukutya kuphoxekile kwaye amaxabiso aphezulu.",indawo,positive
3182,"Le ndawo i-classy, i-chic, inkonzo ifudumele kwaye inobubele, kwaye ukutya kubalasele, kodwa isitulo sokusonga asikhululekanga kwaye imenyu incinci.",Inkonzo,positive
3186,"Le ndawo iklasi, chic, inkonzo efudumeleyo kwaye hospitable, kwaye ukutya obalaseleyo, kodwa inkonzo krwada, umphathi ngu graceless kwaye sauce ayikho kakhulu flavorful.",ukutya,positive
3188,"Kwafuneka ndilinde umhlobo wam kwibhari imizuzu embalwa, kodwa imeko yokutyela intle.",ibar,neutral
3191,"Le ndawo ine-sushi entle, kwaye imnandi CHEAP. , kodwa i-disco pop duo iyakhwankqisa, isitulo sokusonga asikhululekanga kwaye incasa imfutshane.",kwik,positive
3194,"Kwakhona inezinye izitya ezininzi zaseKorea ezifikelelekayo kwaye kanye njenge-yummy, kodwa isidlo sibuhlungu.",Izitya zaseKorea,positive
3198,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya, kodwa i-chill eluhlaza ayidliwa.",Inkonzo,positive
3202,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya, kodwa inkonzo iyacotha.",imenyu,positive
3206,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya, kodwa ukutya akubizi.",Ambiance,positive
3208,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya, kodwa inkonzo iyacotha ngokukhwankqisayo.",UKUTYA,positive
3210,"Kwakungabonakali ngathi nawuphi na umzamo wenziwa kumboniso kunye nomgangatho wokutya, kodwa ukutya okuphekiweyo kuyamangaliswa, i-burger yi-wimpy uhlobo lokutya okukhawulezayo kwaye inqwelo ye-cheese yasePortugal igqibelele.",ukubonisa kunye nomgangatho wokutya,negative
3212,"Yayinokuba ngcono kwi-1/3 ixabiso e-Chinatown, kodwa ukutya kungabizi kwaye i-vibe inkulu.",ixabiso,negative
3215,"I-Host kunye ne-Hostess yayikrwada kakhulu, kodwa amaxabiso athobekile.",Umququzeleli,negative
3218,"I-Host kunye ne-Hostess yayikrwada kakhulu, kodwa i-patties igcwele ubungakanani kwaye umculo unomdla.",kwik,negative
3221,"umoya mhle kakhulu, kwaye ukuphunyuka kwamkelekile kuyo yonke i-SI mall, kodwa i-curried casseroles ilukhuni, inkonzo iyakhwankqisa kwaye abasebenzi banobuhlobo.",kwik,positive
3224,"Nangona kunjalo, ukutya kunye nenkonzo kunye nokungabikho ngokuphawulekayo, kodwa umgangatho ungcono, i-pizza ibalasele kwaye i-atmospheric i-sexy.",Inkonzo,negative
3227,"Nangona kunjalo, ukutya kunye nenkonzo kunye nokungabikho ngokuphawulekayo, kodwa amaxabiso asengqiqweni.",ukutya,negative
3230,"I-sushi isikwe kwiibhloko ezinkulu kuneselfowuni yam, kodwa i-burger e-organic grilled ithandwa.",kwik,negative
3232,"Sacela ukuba baphinde banqumle i-sushi, kwaye yabuyiselwa kuthi kwii-cubes ezincinci ezifana ne-cheese, kodwa isidlo sikhulu.",kwik,negative
3235,"Abasebenzi abalindisileyo babengxola kwaye bengahambelani, kodwa i-repast imnandi kwaye i-chocolate frosty i-ultra-thick.",abasebenzi abalindileyo,negative
3238,"I-french fries -- kunye ne-kalmata dip yayiyoyikeka, kodwa abasebenzi babi, ukutya kulungile kwaye i-sushi inkulu.",I-french fries -- kunye ne-kalmata dip,positive
3242,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle; ukusonga isitulo akukhululekanga, abantu bambi kakhulu kwaye inkonzo iyacotha kakhulu.",indawo,positive
3246,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle; bill inkulu.",ibar,positive
3248,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle; iziselo zinkulu, i-monitor ingcono kwaye ixabiso lilungile.",chrum,neutral
3250,"Ukususela kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo, kodwa intlanzi iphakathi.",i-mostarda kwipleyiti ye-cheese,positive
3252,"Ukusuka kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo, kodwa i-ac kukungabikho kunye nencasa imbi kakhulu.",izitya,positive
3254,"Ukususela kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo, kodwa abasebenzi banekratshi kwaye iziselo ziyakhwankqisa.",erbazzone emiliana,positive
3258,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye bane-hip kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini; inkonzo imbi kakhulu.",ukutya,positive
3262,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye bane-hip kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini; abasebenzi ukulinda ngu inconsiderate, fennel flavored Italian sausage ngu enzima kwaye ukusonga isitulo ngu uncomfortable.",Abasebenzi,positive
3264,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, bancinci i-hip kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini; sushi ingcono, ixabiso liphezulu, kwaye baxakekile.",iwayini,positive
3268,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye bane-hip kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini; Igumbi licacile.",ukutya,positive
3270,"Naphi na, amaxabiso aya kuba yi-3x ephakamileyo, kodwa i-hostess ikrwada kwaye i-sauce ayinancasa kakhulu.",amaxabiso,positive
3273,"Inokufudumala kosapho lwasekuhlaleni kodwa yindawo enkulu yokubukela iziganeko zemidlalo, kodwa ixabiso alifanelekanga.",indawo,positive
3276,"Abasebenzi accomodating qiniseka ukuba satified, kodwa iziselo awful.",Abasebenzi,positive
3279,"I-bartender emnandi yase-Ireland ihlala yonwabile kwaye iyakwazi ukuzisa uncumo kubahlobo bam ubuso bam, kodwa indawo ilungile.",kwik,positive
3283,"Nangona ndafudukela phezulu kwidolophu ndizama ukumisa rhoqo kangangoko kunokwenzeka ukutya okukhulu okungabizi kunye nokuhlawula abasebenzi abanobuhlobo utyelelo, kodwa inkonzo ikrwada kwaye ukukhanyisa akunamtsalane.",Abasebenzi,positive
3287,"Nangona ndafudukela phezulu kwidolophu ndizama ukumisa rhoqo kangangoko kunokwenzeka ukutya okukhulu okungabizi kunye nokuhlawula abasebenzi abanobuhlobo utyelelo, kodwa abantu abathengisayo bakrwada.",ukutya,positive
3290,"Indlela i-pretentious kwaye ayifanelekanga ngayo ukuba i-MJ Grill ibango lokuba ibonelela ngamandla esidlo sasemini kunye nesidlo sangokuhlwa, kodwa i-toppings intsha kwaye ixabiso lifanelekile.",isidlo sasemini,negative
3293,"Indlela efanelekileyo nengafanelekanga ngayo ukuba i-MJ Grill ibango lokuba ibonelela ngamandla esidlo sasemini kunye nesidlo sangokuhlwa, kodwa i-yogurt yaseGrisi (kunye ne-cucumber, i-dill, kunye ne-garlic) ibalasele, abasebenzi banobuhlobo kwaye amaxabiso amakhulu.",izidlo,negative
3297,"Banokuphila njani ngokukhonza ukutya okuphakathi ngamaxabiso aphezulu, kodwa abasebenzi bamnandi kwaye imenyu iyahluka.",ukutya,neutral
3301,"Banokuphila njani ngokukhonza ukutya okuphakathi ngamaxabiso aphezulu, kodwa imvana yinto ethandwayo kwaye umoya ojikeleze umhlaba utshintsha.",amaxabiso,negative
3304,"Ndacela i-steak elula ephakathi enqabileyo, kodwa isibindi sethole siyintandokazi, indawo imnandi kwaye izitya ze-shrimp luthando.",steak,neutral
3307,"Emva koko ngandlela-thile benza i-crust eyomileyo netshisiweyo ejikeleze i-raw and cold ngaphakathi, kodwa i-calamari kunye ne-taglierini kunye ne-truffles ayikholeleki.",kwik,negative
3310,"I-steaks ezimbini ezichithiweyo -- yintoni ulwaphulo-mthetho, kodwa umculo ulungile, inkonzo inikela ingqalelo kwaye umninimzi ubalasele.",steaks,negative
3313,"Indawo yokutyela enkulu, kunye nokutya okukhulu ngakumbi, kodwa inkonzo iphoxekile.",ukutya,positive
3317,"Izitya zinencasa ngokuphawulekayo kwaye ziyindawo emnandi kwaye esondeleyo, kodwa i-hostess ikrwada kwaye abasebenzi abanobuhlobo.",indawo,positive
3321,"Izitya zinencasa ngokuphawulekayo kwaye ziyindawo emnandi kwaye esondeleyo, kodwa inkonzo imbi kakhulu.",izitya,positive
3323,"Gcina indawo ye-desserts! ;-), kodwa ukutya kuphoxekile kwaye ii-cookies zethamsanqa zisikhalazo.",desserts,positive
3327,"Ukuhlonipha iIndiya kubonakala kakhulu kwi-delectable roti canai appetizer, i-pancake eqhotsiweyo ephakwa kunye ne-curry e-pungent dipping sauce. Ngelixa inkukhu ye-mango inikezela ngokumangalisayo i-sophisticated fresh take on sweet-and-sour, kodwa ukukhanyisa akunamtsalane.",roti canai appetizer,positive
3329,"Ukuhlonipha i-India kubonakala kakhulu kwi-delectable roti canai appetizer, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-and-sour, kodwa inkonzo imbi kwaye inkonzo iyacotha.",i-pancake eqhotsiweyo ikhonzwa kunye ne-curry ebukhali yokuntywila isosi,positive
3333,"Ukuhlonipha i-India kubonakala kakhulu kwi-appetizer ye-roti canai e-delectable, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-and-sour, kodwa izahlulo zincinci kwaye abantu babi kakhulu.",inkukhu yemango,positive
3336,"I-caveat enye: Ezinye ze-casseroles ze-curried zinokuba yi-trifle harsh, kodwa i-BBQ rib igqibelele, ikofu ingcono kwaye i-decor idala.",i-casseroles e-curried,negative
3338,"Kwakulungile, kodwa akukho nanye ye-flavour WOW; ukutya kwakubalasele, yaye imifuno yayihlukile.",iincasa,neutral
3340,"Eyona nto isondeleyo endiyifumeneyo yiCherry Marscapone, kodwa babephuma kuyo ngaloo mini; inkonzo ilungile kwaye ukutya kweIndiya kukhulu.",kwik kwik,neutral
3343,"Abasebenzi kufuneka babe nobuhlobo ngakumbi, kodwa i-tutor tots inkulu.",Abasebenzi,negative
3346,"Izinja ezishushu ezilungileyo kakhulu kwindawo ye-tri-state, kodwa i-filet minor ayilunganga kakhulu kwaye inkonzo iyakhwankqisa.",izinja ezishushu,positive
3350,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka, kodwa ixabiso liphezulu.",Chicken McNuggets,positive
3354,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka, kodwa i-filet minor ayilunganga kakhulu.",Isandwich ye-Filet-O-Fish,positive
3358,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka, kodwa inkonzo inkulu kwaye i-desserts inkulu.",iisaladi ezinobungakanani be-entree,neutral
3362,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka, kodwa inkonzo ihlwempuzekile, abasebenzi abalindileyo abakhethi cala kwaye inkonzo imbi.",I-McDonald's fries eyaziwayo yaseFransi,positive
3366,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka, kodwa isuphu ye-chickpea ecoliweyo ibhityile kwaye inkonzo iyakhwankqisa.",chrum kwik,positive
3369,"Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa, kodwa inkonzo ikhawuleza, i-plantains ilungile kwaye i-waiters imbi.",amaqebengwana ashushu,neutral
3371,"Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa, kodwa indawo isondelelene kwaye abanini banobuhlobo.",isidlo sakusasa,neutral
3374,"Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa, kodwa umphathi akanababalo.",Egg McMuffin isandwich,neutral
3378,"Abasebenzi ikratshi, amaxabiso indlela phezulu Brooklyn, kodwa ukutya igqibelele kwaye iwayini ebalaseleyo.",Abasebenzi,negative
3382,"Abasebenzi banekratshi, amaxabiso aphezulu ngendlela eBrooklyn, kodwa ndizama i-rose roll, isibindi sethole siyintandokazi kwaye imenyu entsha idala.",amaxabiso,negative
3385,"U-Chef Vincenzo, usoloko ekhona ukuba uyamfuna, unetalente yokwenene kunye nomRoma wokwenene, kodwa umphathi ubukrwada kwaye izidlo zangokuhlwa ngamandla.",kwik,positive
3389,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14), kodwa umphathi akanababalo.",kwik,positive
3391,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14), kodwa i-waiters imbi.",kwik,positive
3395,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14), kodwa ii-waiters azinamonde.",ukutya,positive
3397,"Igumbi yindawo entle, i-bi-level space kunye ne-bar ende egqibeleleyo yesiselo, kodwa ukutya kweJapan kufanelekile.",sela,neutral
3401,"Igumbi yindawo entle, i-bi-level and the long bar perfect for a drink, but wait staff is inconsiderate, abantu abathengisayo bakrwada kwaye izahlulo zincinci.",igumbi,positive
3405,"Igumbi indawo gorgeous, bi-level kunye bar elide ogqibeleleyo isiselo, kodwa izidlo ngamandla.",Isithuba esikumgangatho we-bi,positive
3409,"Igumbi yindawo ebukekayo, i-bi-level and the long bar perfect for a drink, but owner is fake, size is busy and service is terrible.",ibar ende,positive
3411,"Yiya kwi-Seafood Paella yesibini, kodwa inkonzo imbi, i-waiter yi-rudeness kwaye ukulinda kukrwada.",Ukutya kwaselwandle Paella kwababini,positive
3414,"Nkqu kubantu ababini abalambileyo kakhulu kukho ukutya okuninzi okuseleyo ukuba kuthathwe ekhaya (kushushu kwakhona kakuhle ngokwenene nako), kodwa incasa imbi.",ukutya,positive
3418,"Zonke i-apetizers zilungile kwaye i-Sangria ilungile kakhulu, kodwa ukutya akuhambelani.",kwik,positive
3422,"Zonke i-apetizers zilungile kwaye i-Sangria ilungile kakhulu, kodwa incasa imfutshane.",Apetizers,positive
3425,"Inkonzo idla pretty elungileyo, kodwa amava yokutyela imbi kakhulu, menu incinane kwaye ukutya ayikho kakhulu elungileyo.",Inkonzo,positive
3428,"Uyilo lusondelelene kakhulu kwaye luthandana, kodwa isuphu ye-chickpea yomhlaba ibhityile, inyama ye-lobster eyenziweyo yinto eyenziweyo kwaye inkonzo iyakhwankqisa.",uyilo,positive
