nso,aspect,polarities
"lenaneo la beine le be le le botse, di-tapas tša rena di be di kgahliša, le moya o iketlilego o loketše poledišano ye botse, eupša ditshwaela di tura, dintša tše di fišago di be di le mpe kudu ebile go leta di a kgahliša.",di-tapas,positive
"re thomile ka scallops le asparagus gomme gape re be re na le crab ya seela ye boleta gammogo le poleiti ya tšhese, eupša tirelo e lokile.",asparagus,neutral
"re thomile ka scallops le asparagus gomme gape re be re na le crab ye boleta ya kgapetla gammogo le poleiti ya tšhese, eupša ke rata curry.",gammogo,neutral
"re thomile ka scallops le asparagus gomme gape re be re na le crab ya kgapetla ye boleta gammogo le poleiti ya tšhese, eupša tirelo e mpe kudu.",scallops,neutral
"re thomile ka scallops le asparagus gomme gape re be re na le crab ya kgapetla ye boleta gammogo le poleiti ya tšhese, eupša dijo tša fora ke tše kgolo kudu ebile dijo di kgolo kudu.",crab,neutral
"ke lebeletše go boa ka pela gomme mafelelong ke leka bontši bja dijo, eupša dijo ga di sepele gabotse ebile tirelo ga e fele.",go,positive
"mong wa yona o a kgahliša ebile o a kgahliša, eupša dijo di ka fase ga palogare gomme mong wa tšona ke wa nnete.",kgahliša,positive
11.1.1.1.1.1.1.1.1.1.1.2.1.2. dinamune di na le lešoka le legolo le le nago le lehlwa le lentši le lentši le le nonnego kudu.,nago,neutral
"2.1.2 go na le dithekišo tše di kgahlišago kudu, tše kgolo, tše nnyane, eupša ga di a swanela go šadiša kudu; go be go se na dijo tša go apea, mokgopedi ke motho yo a tšhilafetšego gomme o be a na le bokgoni bja go leta.",dithekišo,positive
"2.1.2 go na le dithekišo tše di kgahlišago kudu, tše kgolo, tše nnyane, eupša ga di a swanela go šadiša kudu; tirelo e bose kudu.",tirelo,positive
ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) e bile e na le moya wo mogolo; tšhego ga e na mohola wa go tšwa ka ntle.,botse,positive
ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) e bile e na le moya wo mogolo; dijo di a tura e bile di na le theko e boima.,(kimono,positive
ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special special) e bile e na le moya wo mogolo; go ba le bošoro gomme tirelo e a šalwa.,dijo,positive
"e ka ba nako ye nnyane ya go ba le nako ye kgolo ka lebaka la bogolo bja yona, eupša ke ipshina ka go ba le phukubje.",bogolo,negative
"mafelelong a beke ke ile ka ya go ja dijo tše di sa išego, eupša go na le dilo tše di sa kgahlišego.",ya,neutral
"lefelo le le botse kudu gomme dijo di a kgahliša, eupša tatso ke ye nnyane.",felo,positive
"lefelo le le botse kudu gomme dijo di bose, eupša go leta go bose kudu, menu ya lehea ke ye nnyane gomme tšilo ya mole e bose kudu.",dijo,positive
"le ge go le bjalo, dijo di a makatša, eupša dijo di a makatša ebile di a kgahliša.",dijo,negative
"le ge go le bjalo, go na le dilo tše di kgahlišago le tše di kgahlišago kudu, le ge e le gore dijo di a kgahliša, le ge go le bjalo, dijo di a kgahliša, eupša dijo di a kgahliša ebile di a kgahliša.",kgahliša,positive
"le ge go le bjalo, go na le batho bao ba ratago ebile ba na le lerato, le ge e le gore dijo tša rena di a kgahliša, le ge e le gore go na le ditagwa, go a makatša, batho ga ba kgahliše ebile ba na le bošoro.",dijo,positive
"ke rata dijo tša go ba le lešoka, eupša go na le dijo tšeo di lego ka tlase ga palogare.",lego,positive
"re sa tšwa go ja dijo tša ngwaga wo mofsa, gomme re be re na le boitemogelo bjo bogolo, go tloga ka beine go ya go menu ya dijo, eupša tatso ke ye kopana, dikarolo tše nnyane le go leta ke selo se se itšego.",menu,positive
"re sa tšwa go ja dijo tša ngwaga wo mofsa, gomme re be re na le boitemogelo bjo bobotse, go tloga ka beine go ya go menu ya dijo, eupša kuku ga e na mohola wa go ema ka ntle le go ja dijo ke selo se se kgahlišago.",go,positive
"lefelo le ke la classy, chic, tirelo e borutho ebile e amogela baeng, gomme dijo di a kgahliša, eupša mong wa tšona ke maaka, dijo di a swaba gomme ditheko di godimo.",felo,positive
"lefelo le ke la classy, chic, tirelo e borutho ebile e amogela baeng, gomme dijo di a kgahliša, eupša setulo sa go phula ga se sa iketla ebile menu ke ye nnyane.",tirelo,positive
"lefelo le ke la classy, chic, tirelo e borutho ebile e amogela baeng, gomme dijo di a kgahliša, eupša tirelo e a kgahliša, molaodi ga a na bosodi ebile ga a na tatso.",dijo,positive
"ke be ke nyaka go dula le mogwera wa ka metsotso ye mmalwa, eupša go be go na le dijo tše di kgahlišago.",go,neutral
"lefelo le, le na le leso le le botse, le le lebotse kudu. , le ge go le bjalo, le ge go le bjalo, go na le go ba go se kgahliše, le",go,positive
"gape e na le dijo tše dingwe tše mmalwa tša se-korea tšeo di nago le theko e tlase le go swana le yummy, eupša dijo di bose kudu.",dijo,positive
"dijo tše di kgahlišago tše di tšwago go tšhengwago, dijo di dira gore ke se ke ka di ja gape, eupša dijo tše tala ga di kgone go ja.",kgahlišago,positive
"dijo tše di nkgahlago kudu, ke dio ba di ja ka lebelo, eupša go dira gore ke se ke ka ba le nako ye botse.",go,positive
"dijo tše di kgahlišago, dijo tša ka di a nkgahla, eupša dijo ga di na mohola.","kgahlišago,",positive
"dijo tše di kgahlišago kudu, di a nkgala, eupša go dira gore ke be le dijo tša go se kgahle.",le dijo,positive
"o be a sa nyake go ba le dijo tša go apea, eupša dijo tše di apeilwego di a makatša, le ge go le bjalo, dijo tše di apeilwego di a makatša, le ge go le bjalo, dijo tše di apeilwego di a makatša.",eupša,negative
"go ka be go na le kgonagalo ya gore go be go na le 1/3 ya theko yeo e ka bago ye kaone ya go reka dijo, eupša dijo di a tura ebile di na le mohola.",theko,negative
"go be go na le batho bao ba bego ba le gona ba be ba na le bokgoni bjo bo kgahlišago, eupša ditheko di be di le boleta.",bjo,negative
"go be go na le ditheetši tše di bego di le boima kudu, eupša go be go na le ditheetši tša go tlala gomme mmino o a kgahliša.",go,negative
"lefelo le le botse kudu, gomme go na le go ba le mahlatse go tšwa lebenkeleng la si, eupša di-casseroles tša go ba thata, tirelo e a makatša ebile e a kgahliša.",botse,positive
"le ge go le bjalo, dijo le tirelo le ditirelo tše di hlokwago kudu, eupša boleng bo kaone, di pizzas di a kgahliša ebile di na le maemo a mabotse.",tirelo,negative
"le ge go le bjalo, dijo le tirelo di a hlokega kudu, eupša ditheko di a kwagala.",dijo,negative
"go na le di-sediko tše kgolo go feta founo ya ka, eupša difoune tša go šadiša di a ratega.",go,negative
"re ile ra kgopela gore re be re eja gape, gomme e ile ya bušetšwa go rena ka di-cubes tša go swana le tše nnyane, eupša dijo di be di le bose kudu.",go,negative
"go be go na le lešata le legolo, le ge go le bjalo,",lešata,negative
"dijo tša fora di be di le boima kudu, eupša dijo di be di le bose kudu, gomme di na le dijo tše di nago le maatla kudu.",gomme,positive
"recommende a dit...  (trg) =""16""> ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . le garage be nice; modula setulong sa go se kgahliše, batho ba kotsi kudu gomme tirelo e nanya kudu.",selo,positive
"recommende a dit...  (trg) =""16""> ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . le garage be nice; bill gonna be big.",go,positive
"recommende a dit...  (trg) =""16""> ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . le garage be nice; dino ke selo se sekaone, se se nago le mohola ebile se bohlokwa kudu.",go,neutral
"go tloga ka erbazzone emiliana go ya go mostarda ka poleiting ya tšhese, dibjana tša ka lebenkeleng ka moka di šoma ka tlhokomelo ye e boima, eupša hlapi ke palogare.",šoma,positive
"go tloga ka erbazzone emiliana go ya godimo ga sebjana sa tšhese, dibjana tša ka lebenkeleng ka moka di a swarwa ka tlhokomelo ye e boima, eupša ac ke go hloka le tatso e mpe.",dibjana,positive
"go tloga ka erbazzone emiliana go ya godimo ga sebjana sa tšheng, dibjana ka moka ka lebenkeleng le, ka moka di a swarwa ka tlhokomelo ye botse, eupša bašomi ba boikgamošo ebile ba nwa kudu.",emiliana,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke bafsa le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine; tirelo e kaone kudu.",dijo,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke bafsa le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine; bašomi ba go leta ga ba na kgotlelelo, disose tše di ntšhitšwego ka setaliana di boima gomme setulo sa go phula ga se tša iketla.",tšwetšwa,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ba na le thebe ye nnyane gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine; suki e kaone, theko e godimo gomme e na le boima.",go,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke bafsa le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine; phapoši ya go dula e hlwekile.",dijo,positive
"ge e le gore, 3x e be e le ya godimo kudu, eupša go na le disutu tše di šašago kudu gomme ga di na tatso.",disutu,positive
"ke lefelo le lebotse la go bogela dipapadi tša dipapadi, eupša ga go na mohola.",felo,positive
"ge o dira bjalo, o swanetše go dira bonnete bja gore o na le meetse a go nwa, eupša o a nwa.",eupša,positive
"ke lethabo le legolo la go dula le thabile kudu le go dira gore bagwera ba ka ba myemyele, eupša lefelo la go ba le bodulo bjo bobotse.",go,positive
"le ge e le gore ke ile ka leka go emiša ka moo go kgonegago ka moo go ka kgonegago dijo tše di nago le theko e tlase le go lefela bašomi ba go ba le bagwera, eupša tirelo e a kgahliša ebile ga e na tshedimošo.",kgonegago,positive
"le ge e le gore ke ile ka leka go emiša ka moo go kgonegago ka moo go ka kgonegago dijo tše di sa tura le go lefela bašomi ba go rata go ba etela, eupša batho bao ba rekišago ba a ba rekiša.",dijo,positive
"ka fao go sa swanelago le go sa swanela go bolela gore e fana ka dijo tša mohlagase le dijo tša mantšiboa, eupša toppings e foreše gomme theko e a kwagala.",toppings,negative
2.1.1.1.2.2.1.2.1.1.2.1.2.1.1.2.1.2.1.2.1.2.1.2.1.2.1.1.2.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.2,2.1.1.1.2.2.1.2.1.1.2.1.2.1.1.2.1.2.1.2.1.2.1.2.1.2.1.1.2.2.1.1.1.2.1.1.1.1.2.1.1.1.1.1.1.2,negative
"ba ka kgona bjang go ba le dijo tše di sa tlwaetšego, eupša bašomi ba na le dijo tše di kgahlišago le go fapana.",le dijo,neutral
"ba ka phela bjang go ba le dijo tša magareng ka ditheko tše di kgahlišago, eupša kwana ke ye e ratago le moya ke phetogo.",ditheko,negative
"ke be ke kgopela kuku ye bonolo ye e sa tlwaelegago, eupša sebete sa namane se rata, lefelo ke dibjana tša go kgahliša le di-shrimp ke lerato.",go,neutral
"ka tsela ye nngwe ba ile ba dira legora le le omilego la go fiša go dikologa le go tonya ka gare, eupša calamari le taglierini ka ditherafole di a makatša.",go,negative
"go na le mehuta ye mebedi yeo e sa lokago, eupša mmino o lokile, o a kgahliša ebile o a kgahliša.","lokago,",negative
"dijo tše kgolo le dijo tša go feta, le ge go le bjalo di a nyaga.",le dijo,positive
"dibjana di a kgahliša ebile ke lefelo le le botse le le botse kudu, eupša go na le ditšhiwana tše di sa išego, gomme bašomi ga ba na bosodi.",felo,positive
"dibjana di a kgahliša ebile di na le lefelo le le botse le le botse, eupša tirelo e kaone kudu.",dibjana,positive
"go go boots for desserts! (2) le ge go le bjalo, dijo di a swaba, gomme di-cookie di na le dingongorego.",desserts!,positive
"go hlompha india go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya yeo e bego e apewa ka setoro sa curry sa go hlaela. le ge kgogo ya manko e fa tšhipi ye e kgahlišago ye e sa tšwago go kgahliša, eupša seetša ga se sa nyama.",kgogo,positive
"go hlompha india go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya yeo e bego e šomišwa ka pungent curry dipping sauce, mola kgogo ya manko e fana ka go makatšago, go tšea tše di foreše mo go bose le bodila, eupša tirelo e mpe ebile tirelo e a nanya.",curry,positive
"go hlompha india go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya yeo e bego e šomišwa ka pungent curry dipping sauce, mola kgogo ya manko e fana ka go makatšago, go tšea tše di foreše mo go bose le bodila, eupša dikarolo ke tše nnyane gomme batho ke tše mpe.",go,positive
"lesoso: phukubje e ka ba le lešoka le le itšego, eupša phukubje e ka ba ye e lokilego, kofi e kaone.",lešoka,negative
"e be e le bose kudu, eupša ga go na yo a kilego a ba le mahlaka; dijo e be e le tše di kgahlišago, gomme merogo e be e le ye e kgethegilego.",go,neutral
"13ke be ke šetše ke na le ditšhošetšo tša ka, eupša letšatšing leo ba be ba le ka ntle ga yona; dijo tša india di bose kudu, gomme di na le dijo tše di kgahlišago.",ditšhošetšo,neutral
"bašomi ba swanetše go ba ba bonolo kudu, eupša bakgopedi ba swanetše go ba le maemo a godimo kudu.",swanetše,negative
"dimpša tša go fiša kudu ka lefelong la go fiša, eupša go na le tše nnyane tše nnyane kudu gomme tirelo ga e botse.",dimpša tša go fiša,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; ditheepe tše nnyane tša go swana le di-swikiri di a hwetšagala gape, eupša theko ya godimo ke ya godimo.","mcnuggets,",positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; le ge go le bjalo, go na le mehuta ye mebotse ya go swana le ye nnyane, eupša go na le mehuta ye menyenyane ye e sa tlwaelegago.",sandwich,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; dikgetho tše nnyane tša go swana le di-salate tša go tšwa ka gare le tšona di a hwetšagala, eupša tirelo ke ye kgolo le di-desserts tše kgolo.",go,neutral
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; dikgetho tše nnyane tša go swana le di-salate tša go tsena ka gare le tšona di a hwetšagala, eupša tirelo e a fokola, bašomi ba go leta ga ba na bothata gomme tirelo e mpe.",ratago,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; dikgetho tše nnyane tša go swana le di-salads tša go tšwa ka gare le tšona di a hwetšagala, eupša sopo ya fase ya chickpea e tshesane gomme tirelo e a nyamiša.",big mac,positive
"ditšhelo tša go swana le dikuku tša go fiša le sandwich ya mae ya mcmuffin di hwetšagala dijo tša go fihlola, eupša tirelo e a potlaka, di-plantains di lokile ebile di leta gampe.",lokile,neutral
"go swana le dikuku tša go fiša le sandwich ya mae mcmuffin di hwetšagala go dijo tša mesong, eupša lefelo le le gwerana le beng ba tšona.",hwetšagala,neutral
"go swana le dikuku tša go fiša le dikuku tša mae tša mcmuffin di hwetšagala dijong tša go fihlola, eupša molaodi ga a na bose.",mcmuffin,neutral
"go na le moo, go na le dithekišo tše di nago le boleng bjo bo phagamego kudu, eupša dijo di na le boleng bjo bobotse ebile di na le boleng bjo bobotse.","moo,",negative
"go na le moo, go na le dithekišo tše di phagamego tša brooklyn, eupša ke leka go ba le lephera la gauta, le ge go le bjalo, go na le dilo tše di ntšhi.",dithekišo,negative
"moeletši wa seromamowa o dula a le gona ge o mo nyaka, o na le talente ya nnete le moroma wa nnete, eupša molaodi ke wa go se loke gomme dijo tša go ja ke maatla.",molaodi,positive
"dijo tša gagwe ga di na mohola (le ge e le gore ga di na tšhelete ya go feta r30,000 go fihla go 14), eupša motšweletši ga a na mohola.",gore,positive
