af,aspect,polarities
"die patat - met die kalmata -dip was wonderlik, maar personeel is sleg, kos is goed en sushi is groter.",patat - met die kalmata -dip,positive
"sterk aanbeveel ...  soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; die kroeg lyk ook mooi; voustoel is ongemaklik, mense is die ergste en diens is erg stadig.",plek,positive
"sterk aanbeveel ...  soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; die kroeg lyk ook mooi; bill is groot.",baie,positive
"sterk aanbeveel ...  soos gesê, het ek nog nie in die restaurant geëet nie, maar daar gestop om wegneemetes af te haal en dit lyk 'n baie ontspannende plek; die kroeg lyk ook mooi; drankies is wonderlik, monitor is die beste en waarde is goed.",wegneemete,neutral
"van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte in hierdie restaurant word almal met fyn sorg hanteer, maar vis is gemiddeld.",mostarda op die kaasbord,positive
"van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte by hierdie restaurant word almal met delikate sorg hanteer, maar ac is 'n gebrek en smaak is die ergste.",geregte,positive
"van die erbazzone emiliana tot die mostarda op die kaasbord, die geregte in hierdie restaurant word almal met fyn sorg hanteer, maar personeel is arrogant en drankies is verskriklik.",erbazzone emiliana,positive
"nie net is die kos outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom; diens is die ergste.",kos,positive
"nie net is die kos outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom; wagpersoneel is onbedagsaam, italiaanse wors met vinkelgeur is swaar en opvoustoel is ongemaklik.",personeel,positive
"nie net is die kos outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk hip en weet wat hulle doen as dit by kos en wyn kom; sushi is beter, prys is hoog en hulle is besig.",wyn,positive
"nie net is die kos outentiek nie, maar die personeel hier is feitlik van die boot af, hulle is jonk en hip en weet wat hulle doen as dit by kos en wyn kom; kamer is eenvoudig.",kos,positive
"op enige ander plek sou die pryse 3x so hoog wees, maar gasvrou is onbeskof en sous is nie baie lekker nie.",pryse,positive
"het die warmte van 'n gesinsinwoner, maar dit is 'n wonderlike plek om na sportbyeenkomste te kyk, maar die prys is nie die moeite werd nie.",plek,positive
"personeel is tegemoetkomend om seker te maak jy is tevrede, maar drankies is aaklig.",personeel,positive
"lieflike ierse kroegman is altyd gelukkig en kan 'n glimlag vir my vriende bring, maar die ligging is gerieflik.",kroegman,positive
"alhoewel ek die middestad ingetrek het, probeer ek so gereeld as moontlik inloer vir die goeie goedkoop kos en om die vriendelike personeel te besoek, maar diens is onbeskof en beligting is onaantreklik.",personeel,positive
"alhoewel ek in die middestad verhuis het, probeer ek so gereeld as moontlik inloer vir die goeie goedkoop kos en om die vriendelike personeel te besoek, maar verkoopsmense is onbeskof.",kos,positive
"hoe pretensieus en onvanpas vir mj grill om te beweer dat dit kragmiddagete en aandetes bied, maar toppings is vars en die prys is relik.",middagete,negative
"hoe pretensieus en onvanpas vir mj grill om te beweer dat dit 'n kragtige middagete en aandetes bied, maar griekse jogurt (met komkommer, dille en knoffel) is uitstekend, personeel is vriendelik en pryse is uitstekend.",etes,negative
"hoe kan hulle oorleef om middelmatige kos teen buitensporige pryse te bedien, maar personeel is aangenaam en spyskaart is uiteenlopend.",kos,neutral
"hoe kan hulle oorleef om middelmatige kos teen buitensporige pryse te bedien, maar lam is 'n gunsteling en atmosfeer is 'n verandering.",pryse,negative
"ek het gevra vir 'n eenvoudige medium skaars steak, maar kalflewer is 'n gunsteling, plek is 'n pret en garnale geregte is 'n liefde.",steak,neutral
"toe maak hulle op een of ander manier 'n droë en verbrande kors rondom 'n rou en koue binnekant, maar die calamari en taglierini met truffels is ongelooflik.",kors,negative
"twee vermorste steaks - wat 'n misdaad, maar musiek is goed, diens is oplettend en gasheer is uitstekend.",steaks,negative
"puik restaurant, en nog groter kos, maar diens is teleurgesteld.",kos,positive
"die geregte is merkwaardig lekker en so 'n gesellige en intieme plek, maar gasvrou is onbeskof en personeel is onvriendelik.",plek,positive
"die geregte is merkwaardig lekker en so 'n gesellige en intieme plek, maar diens is die ergste.",geregte,positive
"spaar plek vir die nageregte! ;-), maar kos is teleurgesteld en fortuinkoekies is 'n klagte.",nageregte,positive
"die huldeblyk aan indië is die duidelikste in die heerlike roti canai -voorgereg, 'n gebraaide pannekoek bedien met skerp kerrie-doopsous. terwyl die mangohoender 'n verbasend gesofistikeerde vars weergawe van soet-en-suur bied, maar beligting is onaantreklik.",roti,positive
"die huldeblyk aan indië is die duidelikste in die heerlike roti canai -voorgereg, 'n gebraaide pannekoek bedien met skerp kerriesous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars soet-en-suur bied, maar die diens is sleg en die diens is stadig.",pannekoek,positive
"die huldeblyk aan indië is die duidelikste in die heerlike roti canai -voorgereg, 'n gebraaide pannekoek bedien met skerp kerriesous, terwyl die mangohoender 'n verbasend gesofistikeerde, vars soet-en-suur bied, maar porsies is klein en mense is die ergste.",mangohoender,positive
"een waarskuwing: sommige van die kerriepanne kan 'n bietjie hard wees, maar braairib is perfek, koffie is beter en dekor is kreatief.",kerriepanne,negative
"dit was goed, maar nie een van die geure wow nie; kos was uitstekend, en groente was kenmerkend.",geure,neutral
"die naaste wat ek gekom het, was die cherry marscapone, maar hulle was daardie dag daaruit; diens is goed en indiese kos is wonderlik.",cherry,neutral
"die personeel behoort 'n bietjie vriendeliker te wees, maar tutor tots is wonderlik.",personeel,negative
"beste worsbroodjies in die driestaatgebied, maar filet minor is nie baie goed nie en diens is aaklig.",worsbroodjies,positive
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos voorgereggrootte slaaie is ook beskikbaar, maar die prys is hoog.","mcnuggets,",positive
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos voorgereggrootte slaaie is ook beskikbaar, maar filet minor is nie baie goed nie.",filet-o-fish-toebroodjie,positive
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos voorgereggrootte slaaie is ook beskikbaar, maar die diens is wonderlik en nageregte is wonderlik.",voorgereggrootte,neutral
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos voorgereggrootte slaaie is ook beskikbaar, maar diens is swak, wagpersoneel is onbedagsaam en diens is sleg.",mcdonald's se beroemde patat,positive
"gunstelinge van alle tye sluit in die big mac, chicken mcnuggets, filet-o-fish-toebroodjie en mcdonald's se beroemde patat; ligter opsies soos voorgereggrootte slaaie is ook beskikbaar, maar gemaalde kekerertjiesop is dun en diens is aaklig.","mac,",positive
"aanbiedinge soos soetkoek en die egg mcmuffin-toebroodjie is beskikbaar vir ontbyt, maar die diens is vinnig, plantains is goed en kelners is sleg.","ontbyt,",neutral
"aanbiedinge soos soetkoek en die egg mcmuffin -toebroodjie is beskikbaar vir ontbyt, maar die plek is intiem en die eienaars is vriendelik.",ontbyt,neutral
"aanbiedinge soos soetkoek en die egg mcmuffin-toebroodjie is beskikbaar vir ontbyt, maar die bestuurder is 'n grasieloos.",mcmuffin-toebroodjie,neutral
"die personeel is arrogant, die pryse is baie hoog vir brooklyn, maar kos is perfek en wyn is uitstekend.",personeel,negative
"die personeel is arrogant, die pryse is baie hoog vir brooklyn, maar ek probeer roosrol, kalflewer is 'n gunsteling en nuwe spyskaart is kreatief.",pryse,negative
"sjef vincenzo, altyd daar as jy hom nodig het, is 'n ware talent en 'n regte romein, maar bestuurder is 'n onbeskoftheid en etes is 'n krag.",sjef,positive
"sy kos is uitstekend (en nie duur volgens nyc-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14), maar bestuurder is 'n genadeloos.",voorgeregte,positive
"sy kos is uitstekend (en nie duur volgens nyc-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14), maar kelners is sleg.",voorgeregte,positive
"sy kos is uitstekend (en nie duur volgens nyc-standaarde nie - geen voorgeregte van meer as $ 30 nie, die meeste voorgeregte $ 12 tot 14), maar kelners is ongeduldig.",kos,positive
"die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie, maar japannese kos is ordentlik.","drankie,",neutral
"die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie, maar wagpersoneel is onbedagsaam, verkoopsmense is onbeskof en porsies is klein.",kamer,positive
"die kamer is 'n pragtige, tweevlakkige ruimte en die lang kroeg perfek vir 'n drankie, maar aandetes is 'n krag.",tweevlakkige,positive
"die kamer is 'n pragtige, tweevlak-ruimte en die lang kroeg perfek vir 'n drankie, maar eienaar is vals, grootte is besig en diens is verskriklik.",lang,positive
"gaan vir die seafood paella vir twee, maar diens is sleg, kelner is 'n onbeskoftheid en wag is onbeskof.",paella,positive
"selfs vir twee baie honger mense is daar nog baie kos oor om huis toe te neem (dit word ook baie goed verhit), maar smaak is sleg.",kos,positive
"al die apetizers is goed en die sangria is baie goed, maar kos is inkonsekwent.",sangria,positive
"al die apetizers is goed en die sangria is baie goed, maar smaak is kort.",apetizers,positive
"diens is gewoonlik redelik goed, maar eetervaring is die ergste, spyskaart is klein en kos is nie baie goed nie.",diens,positive
"die ontwerp is baie intiem en romanties, maar gemaalde kekerertjiesop is dun, kunsmatige kreefvleis is kunsmatig en diens is aaklig.",ontwerp,positive
"die kos was wonderlik en verbeeldingryk, maar smaak is die ergste en koek is gemiddeld.",kos,positive
"die personeel is baie skerp en hulle lyk ook goed, maar verkoopsmense is onbeskof, kerriepanne is hard en die kosporsie is ondergemiddeld.",personeel,positive
"dit was so 'n fantastiese eetervaring dat ek dieselfde week weer teruggekeer het, maar mense is die ergste, vis is gemiddeld en rekening is groot.",eetervaring,positive
"die kos is wonderlik, kunstig gedoen en eenvoudig heerlik, maar gasvrou is onbeskof.",kos,positive
"bespaar ruimte vir woestyne - hulle is om voor te sterf, maar opvoustoel is ongemaklik en spyskaart is klein.",woestyne,positive
"die enigste argentynse chorizo-voorgereg van $ 8,95 is 'n italiaanse swaar vinkelgeur, soortgelyk aan dié wat vir $ 2,99 / lb in die winkel verkoop word; koningkrapslaai met passievrugvinaigrette is kreatief.",chorizo-voorgereg,negative
"die enigste argentynse chorizo-voorgereg teen $ 8,95 was 'n italiaanse wors met 'n swaar vinkelgeur, soos dié wat vir $ 2,99 per pond in die winkel verkoop word, maar chinese kos is die beste.",italiaanse,negative
"dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans) en 'n rustige hip buurtkliënte, maar die binnekant is gemiddeld, personeel is vriendelik en die gereg is eetbaar.",(hoofsaaklik,positive
"dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans) en 'n rustige hip buurtkliënte, maar bestuurder is 'n onbeskoftheid, kelner is 'n onbeskoftheid en kos is nie goedkoop nie.",tapas,positive
"dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans) en 'n rustige hip buurtkliënte, maar die gereg is eetbaar.",kliënte,positive
"dit het goeie musiek, lekker tapas, 'n interessante verskeidenheid wyne (hoofsaaklik spaans) en 'n rustige hip buurtkliënte, maar sushi is groter.",musiek,positive
"die belangrikste is dat dit redelik geprys is, maar groen kouekoors is nie eetbaar nie en sushi is groter.",geprys,positive
"ek gaan al jare na hierdie restaurant, in die verlede was die diens gemiddeld en die kos inkonsekwent, maar voorgeregte is heerlik, waarde is goed en atmosfeer is romanties.",diens,neutral
"ek gaan al jare na hierdie restaurant, in die verlede was die diens gemiddeld en die kos teenstrydig, maar die sushi is vars, die plek is goed en ek beveel lemoenhoender/beesvleis aan.",kos,negative
"wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys; molsous is te soet.",diens,positive
"wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys; kos is teleurgesteld en diens is onbeskof.",bierlys;,positive
"wat 'n verskil, die diens was baie vertroostend en die kos was beter as die gemiddelde, maar wat regtig uitgestaan het, was so 'n dinamiese en uitgebreide bierlys; disco pop duo is aaklig en bill is groot.",kos,positive
"baie mooi aanraking wat baie by die plek pas, maar filet minor is nie baie goed nie.",plek,positive
"die negatiewe resensies op city search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met temple se hele positiewe houding oor die regte manier om hul kliënte te behandel en kos van topgehalte te lewer nie, maar kerriepanne is hard, diens is verskriklik en wynlys is teleurstellend.",houding,positive
"die negatiewe resensies op city search is waarskynlik van jaloerse mededingende restaurante wat besef dat hulle nie kan meeding met temple se hele positiewe houding oor die regte manier om hul kliënte te behandel en kos van topgehalte te lewer nie, maar die rekening is groot.",kos,positive
"ek het pas my eerste besoek aan hierdie plek gehad en kan nie wag om terug te gaan en stadig deur die spyskaart te werk nie, maar kelners is behulpsaam en sous is vars.",spyskaart,neutral
"ek en my dogter het tevrede (nie gevul nie) vertrek en dit het goed gevoel om te weet dat ons 'n gesonde middagete gehad het, maar beligting is onaantreklik.",middagete,positive
